mesh,stage,chamfer_l2,chamfer_l1,acc_mean,comp_mean,hausdorff_95,hausdorff_max,fscore@0.005,precision@0.005,recall@0.005,fscore@0.01,precision@0.01,recall@0.01,fscore@0.02,precision@0.02,recall@0.02,fscore@0.05,precision@0.05,recall@0.05,normal_consistency,normal_flip_frac,edge_ratio_mean,edge_ratio_std,edge_stretch_p95,edge_compress_p05,edge_logratio_absmean,area_ratio_mean,area_logratio_absmean,degenerate_tri_frac,tri_quality_mean,tri_quality_p05,deform_mag_mean,deform_mag_p95,deform_mag_max,dihedral_mean,dihedral_p99,folded_face_frac,midline_dev_mean,midline_dev_p95,midline_dev_mean_norm,midline_dev_excess,part_body_dist_mean,part_body_dist_p95,part_body_within_tau,part_head_dist_mean,part_head_dist_p95,part_head_within_tau,part_antenna_dist_mean,part_antenna_dist_p95,part_antenna_within_tau,part_mandible_dist_mean,part_mandible_dist_p95,part_mandible_within_tau,part_leg_dist_mean,part_leg_dist_p95,part_leg_within_tau,part_leg_distal_dist_mean,part_leg_distal_dist_p95,part_leg_distal_within_tau
Acanthostichus_aff.brevicornis_CASENT0744328_processed.obj,Stage_2_deform_coarse,0.00020012972527183592,0.016147205606102943,0.008073396049439907,0.008073809556663036,0.019753165543079376,0.0638759657740593,0.32404977083206177,0.32429999113082886,0.3237999975681305,0.7610978484153748,0.7731666564941406,0.7494000196456909,0.9534785151481628,0.9513333439826965,0.9556333422660828,0.9991665482521057,0.9988666772842407,0.9994666576385498,0.8207823634147644,0.19670000672340393,1.2323802709579468,0.9870477914810181,2.6298599243164062,0.5366445779800415,0.3274163007736206,1.819604754447937,0.5843924880027771,0.0,0.751973569393158,0.3232194781303406,0.017034657299518585,0.043998561799526215,0.17192479968070984,14.203601837158203,85.19034576416016,0.008735048584640026,0.0017358200857415795,0.0024249297566711903,0.0017069343011826277,-0.0077576772309839725,0.007842877879738808,0.018496999517083168,0.9632183909416199,0.005638750270009041,0.010568302124738693,0.999539852142334,0.009428445249795914,0.017112525179982185,0.972375750541687,0.007319274358451366,0.013086635619401932,1.0,0.009274994023144245,0.022388117387890816,0.9276332855224609,0.007904800586402416,0.016359345987439156,0.9695863723754883
Acromyrmex_coronatus_CASENT0744365_processed.obj,Stage_2_deform_coarse,0.00029542369884438813,0.01836227998137474,0.009517895989120007,0.008844384923577309,0.023354385048151016,0.13666687905788422,0.23454950749874115,0.23739999532699585,0.23176667094230652,0.7163426280021667,0.7342000007629395,0.6993333697319031,0.9451605081558228,0.9379333257675171,0.9524999856948853,0.9929414391517639,0.9865333437919617,0.9994333386421204,0.8094886541366577,0.14873333275318146,1.2247085571289062,1.0792405605316162,2.42128849029541,0.5832552313804626,0.30146947503089905,1.763077735900879,0.520852267742157,0.0,0.7752713561058044,0.31952857971191406,0.018710430711507797,0.049976106733083725,0.2770509719848633,14.162066459655762,75.68915557861328,0.006551286205649376,0.051315683871507645,0.05208231881260872,0.05237025022506714,0.001038920134305954,0.007438228465616703,0.014742119237780571,0.9896551966667175,0.006636383943259716,0.012488136067986488,0.9930971264839172,0.010132060386240482,0.026318714022636414,0.9392265677452087,0.008105077780783176,0.018842900171875954,0.963060736656189,0.008765820413827896,0.01782313361763954,0.9611125588417053,0.008735391311347485,0.020555241033434868,0.9489051103591919
Acromyrmex_lobicornis_CASENT0878007_processed.obj,Stage_2_deform_coarse,0.0004036715254187584,0.02360549569129944,0.011180183850228786,0.012425311841070652,0.02913769707083702,0.08902894705533981,0.12253955006599426,0.12489999830722809,0.12026666849851608,0.5083217024803162,0.539900004863739,0.4802333414554596,0.8824478983879089,0.9134666919708252,0.8534666895866394,0.996146559715271,0.9943000078201294,0.9980000257492065,0.7901485562324524,0.23170000314712524,1.3711683750152588,1.3671427965164185,3.0990848541259766,0.5553938150405884,0.3739476203918457,2.506195068359375,0.668232798576355,0.0,0.7811481952667236,0.3445541560649872,0.02353806234896183,0.061603352427482605,0.34441953897476196,14.969446182250977,83.96236419677734,0.008735048584640026,0.024192720651626587,0.025698544457554817,0.024755725637078285,0.004185287281870842,0.010426720604300499,0.02073773369193077,0.9409961700439453,0.010166495107114315,0.02142147161066532,0.937873899936676,0.009613745845854282,0.01761925406754017,0.972375750541687,0.00952167995274067,0.017991065979003906,0.9683377742767334,0.011227692477405071,0.021634822711348534,0.9268606901168823,0.010779323056340218,0.021541327238082886,0.9257907271385193
Anochetus_risii_CASENT0877608_processed.obj,Stage_2_deform_coarse,0.00015464356692973524,0.014772667549550533,0.007304247468709946,0.007468420080840588,0.015846187248826027,0.05747975409030914,0.31407657265663147,0.32163333892822266,0.30686667561531067,0.8195092082023621,0.8393333554267883,0.800599992275238,0.9765134453773499,0.9747333526611328,0.9783000349998474,0.9994997382164001,0.9990000128746033,1.0,0.8535929918289185,0.1063000038266182,1.164141297340393,0.8163816332817078,2.105802059173584,0.6283600926399231,0.2618599534034729,1.5712356567382812,0.4572594165802002,0.0,0.7921027541160583,0.333618700504303,0.013950096443295479,0.03917935863137245,0.19458888471126556,13.283221244812012,69.62307739257812,0.005149767268449068,0.0017909264424815774,0.002472232561558485,0.0018092815298587084,-0.008359843865036964,0.0062664104625582695,0.012873797677457333,0.9931034445762634,0.006419583689421415,0.011996551416814327,0.9875748157501221,0.007913786917924881,0.01591918244957924,0.9834254384040833,0.007113000378012657,0.013262264430522919,1.0,0.007151779253035784,0.012756949290633202,0.9873809218406677,0.00686296820640564,0.013290544971823692,0.9732360243797302
Anochetus_risii_CASENT0877609_processed.obj,Stage_2_deform_coarse,0.0006196009926497936,0.028280140832066536,0.014170105569064617,0.014110035263001919,0.03848547488451004,0.12766821682453156,0.08757316321134567,0.08913333714008331,0.08606667071580887,0.4066619575023651,0.4300333261489868,0.3857000172138214,0.8214318752288818,0.8429333567619324,0.8009999990463257,0.986013650894165,0.975266695022583,0.9970000386238098,0.761600136756897,0.34790000319480896,1.3983038663864136,1.852526307106018,3.264456272125244,0.5171284079551697,0.39656975865364075,3.0269181728363037,0.715686023235321,0.0,0.7246557474136353,0.2570872902870178,0.02797587402164936,0.0771549642086029,0.352180540561676,15.157657623291016,89.95471954345703,0.010006193071603775,0.018650218844413757,0.019560575485229492,0.018815137445926666,0.0016115214675664902,0.013175704516470432,0.026329224929213524,0.8685823678970337,0.015025013126432896,0.03542917221784592,0.7676023840904236,0.01060492079705,0.020204268395900726,0.9475138783454895,0.01128753088414669,0.020992720499634743,0.936675488948822,0.012785930186510086,0.02698705904185772,0.8727787733078003,0.010866159573197365,0.022900639101862907,0.941605806350708
Aphaenogaster_pallida_CASENT0745235_processed.obj,Stage_2_deform_coarse,0.00018463401647750288,0.01482686959207058,0.007471994496881962,0.007354875560849905,0.014820978976786137,0.14399267733097076,0.3093031346797943,0.31380000710487366,0.3049333393573761,0.8168792128562927,0.8380333185195923,0.7967666983604431,0.9840911030769348,0.9811333417892456,0.9870666861534119,0.9974267482757568,0.994866669178009,1.0,0.8925668001174927,0.042500000447034836,1.1601970195770264,0.8530454635620117,2.010127067565918,0.6528881192207336,0.24657820165157318,1.6295197010040283,0.42013242840766907,0.0,0.8281834721565247,0.4189588129520416,0.011241846717894077,0.028971295803785324,0.17998503148555756,13.164875030517578,70.43744659423828,0.005345327779650688,0.0032577337697148323,0.003953323699533939,0.0032772591803222895,-0.003573198802769184,0.006611269433051348,0.012148001231253147,0.9969348907470703,0.006058108061552048,0.011638889089226723,0.9930971264839172,0.009342055767774582,0.015427741222083569,0.9972376227378845,0.007935154251754284,0.0173968393355608,0.9683377742767334,0.007528853137046099,0.012904114089906216,0.9940767884254456,0.007474819663912058,0.014030220918357372,0.9805352687835693
Atopomyrmex_mocquerysi_CASENT0744784_processed.obj,Stage_2_deform_coarse,0.00012473600509110838,0.012946362607181072,0.0066109574399888515,0.006335405167192221,0.01566159352660179,0.05351441353559494,0.4328947961330414,0.4343999922275543,0.43140000104904175,0.8652390837669373,0.862166702747345,0.8683333396911621,0.9803549647331238,0.9726333618164062,0.9882000088691711,0.9997999668121338,0.9995999932289124,1.0,0.8095831871032715,0.1039000004529953,1.2461315393447876,1.1138986349105835,2.607107162475586,0.5567106008529663,0.32037973403930664,1.9029934406280518,0.5645619630813599,0.0,0.78670334815979,0.36134234070777893,0.013772137463092804,0.03236912935972214,0.1765189915895462,14.0057954788208,83.65434265136719,0.008767642080783844,0.023550035431981087,0.02428388223052025,0.024080047383904457,-0.0009091906249523163,0.005038696341216564,0.009881624020636082,0.9992337226867676,0.004903567023575306,0.010310964658856392,0.9944776892662048,0.0070814210921525955,0.01207478903234005,0.9861878752708435,0.007364347111433744,0.01754990592598915,0.963060736656189,0.008000615984201431,0.01977536641061306,0.9518413543701172,0.006573965307325125,0.013558068312704563,0.9939172863960266
Carebara_trechideros_CASENT0877591_processed.obj,Stage_2_deform_coarse,0.00019811588572338223,0.014812218025326729,0.007992644794285297,0.006819573696702719,0.02246893011033535,0.0882837101817131,0.39441484212875366,0.39713335037231445,0.3917333483695984,0.8208462595939636,0.8153666853904724,0.8263999819755554,0.9627124071121216,0.940833330154419,0.985633373260498,0.9958663582801819,0.9917666912078857,1.0,0.7841209173202515,0.14480000734329224,1.2801319360733032,1.6137630939483643,2.6885006427764893,0.5496817827224731,0.32419922947883606,2.1203153133392334,0.5814867615699768,0.0,0.7730295658111572,0.32535552978515625,0.01498194970190525,0.03670542314648628,0.39157459139823914,13.734809875488281,81.21073150634766,0.0076920571736991405,0.02408243902027607,0.024832602590322495,0.02434242144227028,0.002552514895796776,0.00527673726901412,0.010540852323174477,0.9957854747772217,0.00486871087923646,0.00887379888445139,1.0,0.006446446292102337,0.012786410748958588,0.991712749004364,0.006660737097263336,0.012921358458697796,1.0,0.008377068676054478,0.018322203308343887,0.9593098163604736,0.006616124417632818,0.011523561552166939,0.9951338171958923
Centromyrmex_brachycola_CASENT0744052_processed.obj,Stage_2_deform_coarse,0.00022872636327520013,0.017477720975875854,0.008471000008285046,0.009006720967590809,0.020516972988843918,0.09587961435317993,0.23647411167621613,0.24166667461395264,0.23149999976158142,0.7240691781044006,0.757099986076355,0.6938000321388245,0.9533169865608215,0.9613333344459534,0.9454333186149597,0.9977982640266418,0.9964666962623596,0.9991333484649658,0.832756757736206,0.19553333520889282,1.22319757938385,1.1071645021438599,2.318962812423706,0.5907353758811951,0.29553601145744324,1.8139976263046265,0.5227302312850952,0.0,0.783950924873352,0.3606303334236145,0.015955572947859764,0.038228414952754974,0.2336849421262741,13.749788284301758,76.64124298095703,0.006192758213728666,0.0030581799801439047,0.003805238986387849,0.003084154101088643,-0.0064311157912015915,0.00747127179056406,0.014202158898115158,0.9873563647270203,0.006591445300728083,0.01224012952297926,0.996778666973114,0.009063358418643475,0.01522625982761383,0.980663001537323,0.008137533441185951,0.013623524457216263,0.9894459247589111,0.00894151907414198,0.01889391429722309,0.9567344784736633,0.00910917203873396,0.019093388691544533,0.9610705375671387
Cephalotes_minutus_CASENT0709253_processed.obj,Stage_2_deform_coarse,0.0001582492550369352,0.01535786036401987,0.007294782437384129,0.008063077926635742,0.01717671938240528,0.06458006799221039,0.2706608474254608,0.2783333361148834,0.26339998841285706,0.7874734997749329,0.8222333192825317,0.7555333375930786,0.9796399474143982,0.989300012588501,0.9701666831970215,0.9995665550231934,0.9991999864578247,0.9999333620071411,0.8707942962646484,0.12296666949987411,1.201993703842163,1.0218415260314941,2.1819562911987305,0.585793673992157,0.2968769967556,1.6835860013961792,0.5174838900566101,0.0,0.8260803818702698,0.44749635457992554,0.01565277762711048,0.03663301840424538,0.1261298656463623,13.527484893798828,71.2165756225586,0.005214954260736704,0.02085462212562561,0.02163510210812092,0.020837854593992233,-0.0014450084418058395,0.006985491141676903,0.013009956106543541,0.992337167263031,0.006444071885198355,0.01193168479949236,0.9990796446800232,0.0073096430860459805,0.013087945990264416,0.9944751858711243,0.007722281385213137,0.014791379682719707,0.9841688871383667,0.007983489893376827,0.015498100779950619,0.9788823127746582,0.007344914134591818,0.014274049550294876,0.9805352687835693
