profile,candidate_weight,iteration,bvh_frac_of_total,raw_penetration_bvh,raw_chamfer
stage2,0.001,17,0.015179270266685268,0.041973263025283813,0.0012845753226429224
stage2,0.001,18,0.010110343154103746,0.027435770258307457,0.0012554110726341605
stage2,0.001,19,0.00589059773763059,0.015559198334813118,0.0012014121748507023
stage2,0.005,0,0.140044930348198,0.11230679601430893,0.0025202662218362093
stage2,0.005,1,0.17556162315223786,0.19209301471710205,0.0025010977406054735
stage2,0.005,2,0.11547682129721691,0.1089835986495018,0.002333260141313076
stage2,0.005,3,0.12553829066848865,0.11397262662649155,0.002224578056484461
stage2,0.005,4,0.11997513525081574,0.1034209355711937,0.0021029647905379534
stage2,0.005,5,0.08442333898148478,0.06804966926574707,0.002040911465883255
stage2,0.005,6,0.08361826898891046,0.06531863659620285,0.001958064502105117
stage2,0.005,7,0.12497637596579718,0.09818331897258759,0.0018417270621284842
stage2,0.005,8,0.08186645886241777,0.06047917902469635,0.001811471302062273
stage2,0.005,9,0.07505413438725574,0.05405382439494133,0.0017621380975469947
stage2,0.005,10,0.06335353623635916,0.04346500337123871,0.0016566881677135825
stage2,0.005,11,0.07107986198223949,0.04747484624385834,0.0015564471250399947
stage2,0.005,12,0.05367022934530409,0.03518654406070709,0.001563834841363132
stage2,0.005,13,0.055467192796915296,0.03573393076658249,0.0015096040442585945
stage2,0.005,14,0.054778932852364966,0.03538544103503227,0.0015274223405867815
stage2,0.005,15,0.06295543966322752,0.04007553309202194,0.0014619998401030898
stage2,0.005,16,0.07182958624414813,0.04649234935641289,0.0014887274010106921
stage2,0.005,17,0.05608399856751967,0.03493402153253555,0.001431028125807643
stage2,0.005,18,0.05267279478492602,0.03215925768017769,0.001386795425787568
stage2,0.005,19,0.04040260073104096,0.023976309224963188,0.0013483035145327449
stage3,0.0001,0,0.00705898132972974,0.11230679601430893,0.00260272272862494
stage3,0.0001,1,0.006682395786076743,0.13097286224365234,0.0024962786119431257
stage3,0.0001,2,0.006572514310952607,0.11591683328151703,0.0022360915318131447
stage3,0.0001,3,0.007150389716635334,0.12267112731933594,0.002217062283307314
stage3,0.0001,4,0.006352218979701311,0.101804718375206,0.0020429063588380814
stage3,0.0001,5,0.005754933236642382,0.0879322737455368,0.0019299506675451994
stage3,0.0001,6,0.005456498418654269,0.07960357517004013,0.0018210321431979537
stage3,0.0001,7,0.005105009169634195,0.07233107835054398,0.0017602925654500723
stage3,0.0001,8,0.006093923443871825,0.08277818560600281,0.0016591729363426566
stage3,0.0001,9,0.005185446189726217,0.0681016594171524,0.0015874061500653625
stage3,0.0001,10,0.006288814317409352,0.08111409842967987,0.0015504000475630164
stage3,0.0001,11,0.0068171740381321785,0.08463569730520248,0.0014654053375124931
stage3,0.0001,12,0.007435756323089735,0.0901564359664917,0.0014164717867970467
stage3,0.0001,13,0.009118900992490388,0.10631570219993591,0.001325045246630907
stage3,0.0001,14,0.006867158046016571,0.08000487089157104,0.0013358325231820345
stage3,0.0001,15,0.005336394545363393,0.060542505234479904,0.0012846183963119984
stage3,0.0001,16,0.004635150620947252,0.05091924965381622,0.0012203665683045983
stage3,0.0001,17,0.0044671825202140325,0.047931235283613205,0.001174988690763712
stage3,0.0001,18,0.0037020322771013745,0.0386001318693161,0.0011214574333280325
stage3,0.0001,19,0.0028753585817743836,0.02953333780169487,0.0010982323437929153
stage3,0.0005,0,0.03498786350138118,0.11230679601430893,0.0025408011861145496
stage3,0.0005,1,0.04656456085167325,0.19129395484924316,0.002521670190617442
stage3,0.0005,2,0.02736831772923381,0.10087808966636658,0.0023125435691326857
stage3,0.0005,3,0.03405205351949069,0.12080347537994385,0.00223169825039804
stage3,0.0005,4,0.0331637352677153,0.11013372987508774,0.0020605670288205147
stage3,0.0005,5,0.028650490481276807,0.09310179948806763,0.0020374495070427656
stage3,0.0005,6,0.020707328221116022,0.06401225924491882,0.0019295711535960436
stage3,0.0005,7,0.014104418029382152,0.041297368705272675,0.0018100691959261894
stage3,0.0005,8,0.009964807153768778,0.027883708477020264,0.0017073447816073895
stage3,0.0005,9,0.011399751884060373,0.031476862728595734,0.0016758558340370655
stage3,0.0005,10,0.01802112613004481,0.04783519729971886,0.001563465571962297
stage3,0.0005,11,0.020773402358091955,0.055335234850645065,0.0015753821935504675
stage3,0.0005,12,0.01590164141224312,0.04044173285365105,0.0014765935484319925
stage3,0.0005,13,0.03507313495985338,0.08874674886465073,0.001421838067471981
stage3,0.0005,14,0.03083449448518092,0.07546579837799072,0.0013571877498179674
stage3,0.0005,15,0.01914235556161461,0.04576756805181503,0.0013365056365728378
stage3,0.0005,16,0.020489175235487787,0.048016276210546494,0.0012906761839985847
stage3,0.0005,17,0.01670578719599199,0.037595875561237335,0.0012118684826418757
stage3,0.0005,18,0.016536367436949417,0.03697257861495018,0.0012009282363578677
stage3,0.0005,19,0.01099741105430493,0.023910313844680786,0.001156540703959763
stage3,0.001,0,0.06705519311602903,0.11230679601430893,0.0025682980194687843
stage3,0.001,1,0.08525829946783975,0.17683887481689453,0.0024063107557594776
stage3,0.001,2,0.06654504021971033,0.12702439725399017,0.0022971497382968664
stage3,0.001,3,0.05922606350109043,0.10665544867515564,0.0021941105369478464
stage3,0.001,4,0.06006626289366031,0.10586626827716827,0.0021635303273797035
stage3,0.001,5,0.07987829963270718,0.13956966996192932,0.0020964404102414846
stage3,0.001,6,0.07979307973560217,0.13221190869808197,0.0019528677221387625
stage3,0.001,7,0.05560871318226991,0.0859738290309906,0.001841519377194345
stage3,0.001,8,0.05137517258692735,0.07622116059064865,0.0017489995807409286
stage3,0.001,9,0.041909666195547424,0.05847211927175522,0.001615757355466485
stage3,0.001,10,0.04895575331555817,0.0680513083934784,0.0015951280947774649
stage3,0.001,11,0.040478001701884606,0.05443413183093071,0.0015366100706160069
stage3,0.001,12,0.033375262986221045,0.044098399579524994,0.0015165188815444708
stage3,0.001,13,0.029271894984794263,0.038641996681690216,0.0015295998891815543
stage3,0.001,14,0.02734553663280282,0.034641385078430176,0.0014360274653881788
stage3,0.001,15,0.021272454679431153,0.025387346744537354,0.0013128796126693487
stage3,0.001,16,0.017821596862654016,0.021036876365542412,0.0012994538992643356
stage3,0.001,17,0.010246765775683751,0.011850173585116863,0.0012736354256048799
stage3,0.001,18,0.008776675447215219,0.009944343939423561,0.001234578900039196
stage3,0.001,19,0.009259086067213854,0.010269144549965858,0.0011898407246917486
stage3,0.005,0,0.26629913640998343,0.11230679601430893,0.002537478692829609
stage3,0.005,1,0.3109789110163518,0.17421887814998627,0.00246356800198555
stage3,0.005,2,0.310749598094068,0.1618441492319107,0.002320244675502181
stage3,0.005,3,0.2875569647096774,0.14012543857097626,0.002272768411785364
stage3,0.005,4,0.35041294407142026,0.18051433563232422,0.0021829623728990555
stage3,0.005,5,0.2863835541843562,0.13104353845119476,0.0021226683165878057
stage3,0.005,6,0.2188930936909569,0.09054895490407944,0.002108240034431219
stage3,0.005,7,0.246104419946473,0.10274223983287811,0.0020351572893559933
stage3,0.005,8,0.2107771682469578,0.08323092013597488,0.0020096905063837767
stage3,0.005,9,0.2299224060318085,0.09022653102874756,0.0019223911222070456
stage3,0.005,10,0.1885312530564135,0.06831193715333939,0.0018438184633851051
stage3,0.005,11,0.18421347336116806,0.06491903960704803,0.0017822168301790953
stage3,0.005,12,0.17641603473704356,0.06080442667007446,0.0017485767602920532
stage3,0.005,13,0.20371743191526792,0.07188733667135239,0.0017235026462003589
stage3,0.005,14,0.20704376026000748,0.07077513635158539,0.0016268286854028702
stage3,0.005,15,0.2036612845515132,0.06806965172290802,0.0015785148134455085
stage3,0.005,16,0.20209884004315576,0.06697653234004974,0.001561893499456346
stage3,0.005,17,0.1471040729036217,0.044489096850156784,0.0014971693744882941
stage3,0.005,18,0.16413605674531676,0.04874427616596222,0.0014025140553712845
stage3,0.005,19,0.14645379172729778,0.0422433540225029,0.0013831211254000664
