specimen,region,n_verts,deform_mag_mean,deform_mag_p95,deform_mag_max,edge_len_mean
Tetramorium_amentete_CASENT0744908_processed.obj,body,2611,0.005103352013975382,0.014291981235146523,0.07400789111852646,0.02091747522354126
Tetramorium_amentete_CASENT0744908_processed.obj,head,2174,0.0047149816527962685,0.013575988821685285,0.1469777524471283,0.020955564454197884
Tetramorium_amentete_CASENT0744908_processed.obj,antenna,362,0.022008977830410004,0.0844947677105665,0.2700485289096832,0.05171971768140793
Tetramorium_amentete_CASENT0744908_processed.obj,mandible,379,0.010436318814754486,0.023862839490175203,0.19879592955112457,0.03682047873735428
Tetramorium_amentete_CASENT0744908_processed.obj,leg,3887,0.007607609499245882,0.021518809907138337,0.23090912401676178,0.026166774332523346
Tetramorium_amentete_CASENT0744908_processed.obj,leg_distal,822,0.012547451071441174,0.04074414521455763,0.18322326242923737,0.03823644667863846
Tetramorium_bicarinatum_CASENT0744240_processed.obj,body,2611,0.005103062838315964,0.012355069629848003,0.1594192236661911,0.023068992421030998
Tetramorium_bicarinatum_CASENT0744240_processed.obj,head,2174,0.0029233170207589865,0.00864214389584958,0.022221459075808525,0.013946528546512127
Tetramorium_bicarinatum_CASENT0744240_processed.obj,antenna,362,0.013928297907114029,0.044968407042324514,0.15836313366889954,0.03858034312725067
Tetramorium_bicarinatum_CASENT0744240_processed.obj,mandible,379,0.011904244311153889,0.02729001082479952,0.10619755834341049,0.03222561255097389
Tetramorium_bicarinatum_CASENT0744240_processed.obj,leg,3887,0.004145854618400335,0.009421021956950423,0.2075899988412857,0.01782752014696598
Tetramorium_bicarinatum_CASENT0744240_processed.obj,leg_distal,822,0.006282901391386986,0.01993465442210433,0.18753337860107422,0.021797388792037964
Tetramorium_bicarinatum_OKENT0105233_processed.obj,body,2611,0.006591286975890398,0.017092769034206867,0.14593419432640076,0.024589745327830315
Tetramorium_bicarinatum_OKENT0105233_processed.obj,head,2174,0.0022361096926033497,0.0062561911996453995,0.019570961594581604,0.010861245915293694
Tetramorium_bicarinatum_OKENT0105233_processed.obj,antenna,362,0.010827094316482544,0.02362562622874975,0.15145504474639893,0.0263387318700552
Tetramorium_bicarinatum_OKENT0105233_processed.obj,mandible,379,0.00990312546491623,0.02152861878275871,0.09279081970453262,0.032000452280044556
Tetramorium_bicarinatum_OKENT0105233_processed.obj,leg,3887,0.004419366363435984,0.010261236131191252,0.14743798971176147,0.0161141324788332
Tetramorium_bicarinatum_OKENT0105233_processed.obj,leg_distal,822,0.006351125426590443,0.015267464239150279,0.11412400007247925,0.021390654146671295
Tetramorium_bicarinatum_OKENT0105234_processed.obj,body,2611,0.005847756750881672,0.01641952060163021,0.1721779704093933,0.023569192737340927
Tetramorium_bicarinatum_OKENT0105234_processed.obj,head,2174,0.002791035221889615,0.00811330648139119,0.022791100665926933,0.013596715405583382
Tetramorium_bicarinatum_OKENT0105234_processed.obj,antenna,362,0.018155446276068687,0.07829684056341647,0.296019971370697,0.049806442111730576
Tetramorium_bicarinatum_OKENT0105234_processed.obj,mandible,379,0.007624796126037836,0.019409191794693463,0.06607548147439957,0.031153948977589607
Tetramorium_bicarinatum_OKENT0105234_processed.obj,leg,3887,0.008807153441011906,0.023012090101838106,0.2599491477012634,0.02751202881336212
Tetramorium_bicarinatum_OKENT0105234_processed.obj,leg_distal,822,0.012628980912268162,0.03387597594410171,0.22735780477523804,0.036337412893772125
Tetramorium_bicarinatum_OKENT0105236_processed.obj,body,2611,0.00703051034361124,0.01781347766518593,0.11694161593914032,0.024858342483639717
Tetramorium_bicarinatum_OKENT0105236_processed.obj,head,2174,0.003415896324440837,0.010308051900938144,0.023230362683534622,0.014979316852986813
Tetramorium_bicarinatum_OKENT0105236_processed.obj,antenna,362,0.011702642776072025,0.030670505203306664,0.09217142313718796,0.03463711217045784
Tetramorium_bicarinatum_OKENT0105236_processed.obj,mandible,379,0.007786272093653679,0.018503038771450507,0.06050826981663704,0.03265504539012909
Tetramorium_bicarinatum_OKENT0105236_processed.obj,leg,3887,0.007331348489969969,0.020482666231691836,0.20933844149112701,0.0245358869433403
Tetramorium_bicarinatum_OKENT0105236_processed.obj,leg_distal,822,0.007274026516824961,0.017330839298665524,0.11716025322675705,0.023432154208421707
Tetramorium_brevispinosum_CASENT0745592_processed.obj,body,2611,0.006608277093619108,0.01612252276390791,0.23404499888420105,0.02608572691679001
Tetramorium_brevispinosum_CASENT0745592_processed.obj,head,2174,0.0034935125149786472,0.010295074945315716,0.0951354056596756,0.01767509989440441
Tetramorium_brevispinosum_CASENT0745592_processed.obj,antenna,362,0.014920616522431374,0.047182533144950835,0.14861294627189636,0.04906323924660683
Tetramorium_brevispinosum_CASENT0745592_processed.obj,mandible,379,0.011573804542422295,0.030756457708775987,0.11216244846582413,0.03943578153848648
Tetramorium_brevispinosum_CASENT0745592_processed.obj,leg,3887,0.005998637061566114,0.017148976214230057,0.13159584999084473,0.023296352475881577
Tetramorium_brevispinosum_CASENT0745592_processed.obj,leg_distal,822,0.0070128533989191055,0.021885651070624585,0.13552196323871613,0.02513977885246277
Tetramorium_caespitum_CASENT0745052_processed.obj,body,2611,0.002588381990790367,0.00623561255633831,0.11312131583690643,0.01726471818983555
Tetramorium_caespitum_CASENT0745052_processed.obj,head,2174,0.0014202870661392808,0.003140180360060185,0.017244212329387665,0.012826069258153439
Tetramorium_caespitum_CASENT0745052_processed.obj,antenna,362,0.003876717993989587,0.009155278326943515,0.02266630157828331,0.013018795289099216
Tetramorium_caespitum_CASENT0745052_processed.obj,mandible,379,0.002822272712364793,0.006022261828184081,0.04819449782371521,0.01681826449930668
Tetramorium_caespitum_CASENT0745052_processed.obj,leg,3887,0.0026257012505084276,0.0063826403580605935,0.05116572603583336,0.012307859025895596
Tetramorium_caespitum_CASENT0745052_processed.obj,leg_distal,822,0.003671628190204501,0.010866661975160214,0.1036546602845192,0.011685031466186047
Tetramorium_immigrans_CASENT0741336_processed.obj,body,2611,0.004021934699267149,0.009277788922190666,0.041405290365219116,0.019773049280047417
Tetramorium_immigrans_CASENT0741336_processed.obj,head,2174,0.0021840077824890614,0.006162582547403866,0.03500045835971832,0.01294004824012518
Tetramorium_immigrans_CASENT0741336_processed.obj,antenna,362,0.0032440326176583767,0.007190035632811486,0.015646975487470627,0.009714790619909763
Tetramorium_immigrans_CASENT0741336_processed.obj,mandible,379,0.0033616824075579643,0.0077862002886831755,0.054990075528621674,0.016323810443282127
Tetramorium_immigrans_CASENT0741336_processed.obj,leg,3887,0.003050756873562932,0.007227110629901287,0.07819400727748871,0.012484590522944927
Tetramorium_immigrans_CASENT0741336_processed.obj,leg_distal,822,0.0023660471197217703,0.00531763439066708,0.019587785005569458,0.008843288756906986
Tetramorium_kestrum_CASENT0745589_processed.obj,body,2611,0.0045560384169220924,0.010219667106866837,0.13155047595500946,0.024409955367445946
Tetramorium_kestrum_CASENT0745589_processed.obj,head,2174,0.002850994700565934,0.007437281170859929,0.0675567165017128,0.01655043102800846
Tetramorium_kestrum_CASENT0745589_processed.obj,antenna,362,0.012317148968577385,0.03435288164764641,0.13052934408187866,0.03962433710694313
Tetramorium_kestrum_CASENT0745589_processed.obj,mandible,379,0.011537347920238972,0.026439024880528437,0.10488937050104141,0.03642174229025841
Tetramorium_kestrum_CASENT0745589_processed.obj,leg,3887,0.0058257379569113255,0.015115874260663985,0.5753453969955444,0.022245915606617928
Tetramorium_kestrum_CASENT0745589_processed.obj,leg_distal,822,0.007944970391690731,0.02271085930988191,0.1658799797296524,0.02237355150282383
Tetramorium_kraepelini_CASENT0744084_processed.obj,body,2611,0.0047149271704256535,0.01195722771808505,0.10131732374429703,0.024097077548503876
Tetramorium_kraepelini_CASENT0744084_processed.obj,head,2174,0.0021301517263054848,0.006589822634123266,0.06899085640907288,0.014052378945052624
Tetramorium_kraepelini_CASENT0744084_processed.obj,antenna,362,0.011796985752880573,0.03325801920145749,0.09480524063110352,0.031503818929195404
