specimen,region,n_verts,deform_mag_mean,deform_mag_p95,deform_mag_max,edge_len_mean
Lasius_fuliginosus_CASENT0745541_processed.obj,body,2611,0.0031279560644179583,0.007017551921308041,0.1324307918548584,0.01699984073638916
Lasius_fuliginosus_CASENT0745541_processed.obj,head,2174,0.0017850820440798998,0.003868715523276473,0.01935564912855625,0.014170020818710327
Lasius_fuliginosus_CASENT0745541_processed.obj,antenna,362,0.004336058162152767,0.010267347097396842,0.040453940629959106,0.015339719131588936
Lasius_fuliginosus_CASENT0745541_processed.obj,mandible,379,0.0027353009209036827,0.008074481692165132,0.048173196613788605,0.013528479263186455
Lasius_fuliginosus_CASENT0745541_processed.obj,leg,3887,0.002729906002059579,0.006208102544769643,0.11556265503168106,0.012850484810769558
Lasius_fuliginosus_CASENT0745541_processed.obj,leg_distal,822,0.005121597554534674,0.013013991666957726,0.12195594608783722,0.014815140515565872
Lasius_nr._fuliginosus_CASENT0878037_processed.obj,body,2611,0.0038330387324094772,0.009186615236103535,0.05438704788684845,0.018865007907152176
Lasius_nr._fuliginosus_CASENT0878037_processed.obj,head,2174,0.002633023774251342,0.005840739863924675,0.023749491199851036,0.015253348276019096
Lasius_nr._fuliginosus_CASENT0878037_processed.obj,antenna,362,0.003332568798214197,0.006900517316535114,0.013907024636864662,0.016439279541373253
Lasius_nr._fuliginosus_CASENT0878037_processed.obj,mandible,379,0.0025986023247241974,0.008283730968832967,0.052199456840753555,0.01551146525889635
Lasius_nr._fuliginosus_CASENT0878037_processed.obj,leg,3887,0.002743923105299473,0.006438077474012971,0.08817406743764877,0.014812062494456768
Lasius_nr._fuliginosus_CASENT0878037_processed.obj,leg_distal,822,0.0027568505611270666,0.006686471262946721,0.0689024031162262,0.012504181824624538
Lasius_nr._fuliginosus_CASENT0878038_processed.obj,body,2611,0.00559205049648881,0.017451955936849117,0.289325088262558,0.021309800446033478
Lasius_nr._fuliginosus_CASENT0878038_processed.obj,head,2174,0.0017724831122905016,0.0051524644019082175,0.014943558722734451,0.01574084535241127
Lasius_nr._fuliginosus_CASENT0878038_processed.obj,antenna,362,0.003910722676664591,0.008194027608260511,0.04944123700261116,0.015827009454369545
Lasius_nr._fuliginosus_CASENT0878038_processed.obj,mandible,379,0.007409045938402414,0.014904024358838783,0.16213789582252502,0.02146909572184086
Lasius_nr._fuliginosus_CASENT0878038_processed.obj,leg,3887,0.0028829851653426886,0.0069586065597832154,0.11060761660337448,0.014484650455415249
Lasius_nr._fuliginosus_CASENT0878038_processed.obj,leg_distal,822,0.0030380866955965757,0.006816251156851649,0.0393245555460453,0.011194565333425999
Lasius_orientalis_OKENT0105322_processed.obj,body,2611,0.004413081798702478,0.011967563070356846,0.029726043343544006,0.020040621981024742
Lasius_orientalis_OKENT0105322_processed.obj,head,2174,0.002157744253054261,0.007079092413187027,0.11685560643672943,0.009960141032934189
Lasius_orientalis_OKENT0105322_processed.obj,antenna,362,0.009611628018319607,0.0371483664959669,0.12109985202550888,0.02263188175857067
Lasius_orientalis_OKENT0105322_processed.obj,mandible,379,0.010819152928888798,0.02480539791285991,0.07947922497987747,0.031146803870797157
Lasius_orientalis_OKENT0105322_processed.obj,leg,3887,0.0037369669880717993,0.008535854332149028,0.10685354471206665,0.015432773157954216
Lasius_orientalis_OKENT0105322_processed.obj,leg_distal,822,0.004186123143881559,0.010080399643629787,0.07494181394577026,0.016382161527872086
Lasius_orientalis_OKENT0105323_processed.obj,body,2611,0.002834530547261238,0.006697977893054485,0.0270975511521101,0.014649421907961369
Lasius_orientalis_OKENT0105323_processed.obj,head,2174,0.0014716734876856208,0.003852002462372183,0.0807807520031929,0.01099475473165512
