specimen,region,n_verts,deform_mag_mean,deform_mag_p95,deform_mag_max,edge_len_mean
Microdaceton_exornatum_CASENT0744836_processed.obj,body,2611,0.0033508434426039457,0.009348048362880945,0.09479634463787079,0.020297015085816383
Microdaceton_exornatum_CASENT0744836_processed.obj,head,2174,0.0031791303772479296,0.008595211524516342,0.048808276653289795,0.018037816509604454
Microdaceton_exornatum_CASENT0744836_processed.obj,antenna,362,0.004188614431768656,0.009441040456295013,0.03530671447515488,0.01396122109144926
Microdaceton_exornatum_CASENT0744836_processed.obj,mandible,379,0.004676847252994776,0.011751350760459883,0.07148204743862152,0.027309799566864967
Microdaceton_exornatum_CASENT0744836_processed.obj,leg,3887,0.004230465739965439,0.012429216131567953,0.21026964485645294,0.01544185634702444
Microdaceton_exornatum_CASENT0744836_processed.obj,leg_distal,822,0.003771595424041152,0.009841086948290468,0.05562448874115944,0.012906691059470177
Microdaceton_tibialis_CASENT0745552_processed.obj,body,2611,0.002740585245192051,0.006543830502778292,0.02581884153187275,0.017833899706602097
Microdaceton_tibialis_CASENT0745552_processed.obj,head,2174,0.0030648321844637394,0.007585402694530784,0.024025315418839455,0.01631837897002697
Microdaceton_tibialis_CASENT0745552_processed.obj,antenna,362,0.00987214595079422,0.027764964383095475,0.26495951414108276,0.022405236959457397
Microdaceton_tibialis_CASENT0745552_processed.obj,mandible,379,0.0042058671824634075,0.01009376933798194,0.059405483305454254,0.019524313509464264
Microdaceton_tibialis_CASENT0745552_processed.obj,leg,3887,0.00250533246435225,0.006277798162773246,0.08545813709497452,0.012761901132762432
Microdaceton_tibialis_CASENT0745552_processed.obj,leg_distal,822,0.0027599853929132223,0.005857757059857248,0.07655726373195648,0.010358478873968124
Monomorium_gabrielense_CASENT0744837_processed.obj,body,2611,0.002840623026713729,0.007365741766989231,0.06952942162752151,0.02002803422510624
Monomorium_gabrielense_CASENT0744837_processed.obj,head,2174,0.0020264245104044676,0.005144197959452866,0.024674978107213974,0.015375991351902485
Monomorium_gabrielense_CASENT0744837_processed.obj,antenna,362,0.0054430291056632996,0.011811137385666368,0.089907705783844,0.01748766005039215
Monomorium_gabrielense_CASENT0744837_processed.obj,mandible,379,0.003451491007581353,0.007780605740845198,0.058221206068992615,0.017105400562286377
Monomorium_gabrielense_CASENT0744837_processed.obj,leg,3887,0.0018385002622380853,0.003946930775418877,0.011883024126291275,0.013846431858837605
