iteration,specimen,k,n_touched,coverage_fraction
311,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4417,0.43181151151657104
311,Acromyrmex_coronatus_CASENT0744365_processed,5,5491,0.536807119846344
311,Solenopsis_invicta_CASENT0744384_processed,5,1941,0.18975462019443512
312,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2705,0.2644442319869995
312,Acromyrmex_coronatus_CASENT0744365_processed,2,3397,0.33209502696990967
312,Solenopsis_invicta_CASENT0744384_processed,2,923,0.09023364633321762
312,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3339,0.32642486691474915
312,Acromyrmex_coronatus_CASENT0744365_processed,3,4172,0.40786001086235046
312,Solenopsis_invicta_CASENT0744384_processed,3,1277,0.12484113872051239
312,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4428,0.43288686871528625
312,Acromyrmex_coronatus_CASENT0744365_processed,5,5497,0.5373936891555786
312,Solenopsis_invicta_CASENT0744384_processed,5,2036,0.1990419328212738
313,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2695,0.26346659660339355
313,Acromyrmex_coronatus_CASENT0744365_processed,2,3306,0.32319873571395874
313,Solenopsis_invicta_CASENT0744384_processed,2,1014,0.09912992268800735
313,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3329,0.3254472613334656
313,Acromyrmex_coronatus_CASENT0744365_processed,3,4119,0.40267863869667053
313,Solenopsis_invicta_CASENT0744384_processed,3,1406,0.13745233416557312
313,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4414,0.43151822686195374
313,Acromyrmex_coronatus_CASENT0744365_processed,5,5475,0.5352429151535034
313,Solenopsis_invicta_CASENT0744384_processed,5,2215,0.21654120087623596
314,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2656,0.2596539258956909
314,Acromyrmex_coronatus_CASENT0744365_processed,2,3239,0.3166487514972687
314,Solenopsis_invicta_CASENT0744384_processed,2,1047,0.10235604643821716
314,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3303,0.32290545105934143
314,Acromyrmex_coronatus_CASENT0744365_processed,3,4020,0.3930002748966217
314,Solenopsis_invicta_CASENT0744384_processed,3,1444,0.1411672681570053
314,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4393,0.42946523427963257
314,Acromyrmex_coronatus_CASENT0744365_processed,5,5335,0.5215563774108887
314,Solenopsis_invicta_CASENT0744384_processed,5,2238,0.2187897115945816
315,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2581,0.25232183933258057
315,Acromyrmex_coronatus_CASENT0744365_processed,2,3263,0.31899499893188477
315,Solenopsis_invicta_CASENT0744384_processed,2,1008,0.09854335337877274
315,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3258,0.3185062110424042
315,Acromyrmex_coronatus_CASENT0744365_processed,3,4061,0.3970085084438324
315,Solenopsis_invicta_CASENT0744384_processed,3,1380,0.13491053879261017
315,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4362,0.42643463611602783
315,Acromyrmex_coronatus_CASENT0744365_processed,5,5367,0.524684727191925
315,Solenopsis_invicta_CASENT0744384_processed,5,2203,0.21536806225776672
316,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2550,0.24929122626781464
316,Acromyrmex_coronatus_CASENT0744365_processed,2,3309,0.32349202036857605
316,Solenopsis_invicta_CASENT0744384_processed,2,996,0.0973702222108841
316,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3238,0.31655097007751465
316,Acromyrmex_coronatus_CASENT0744365_processed,3,4096,0.4004301428794861
316,Solenopsis_invicta_CASENT0744384_processed,3,1377,0.13461726903915405
316,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4362,0.42643463611602783
316,Acromyrmex_coronatus_CASENT0744365_processed,5,5366,0.5245869755744934
316,Solenopsis_invicta_CASENT0744384_processed,5,2178,0.2129240334033966
317,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2544,0.24870465695858002
317,Acromyrmex_coronatus_CASENT0744365_processed,2,3351,0.3275980055332184
317,Solenopsis_invicta_CASENT0744384_processed,2,975,0.09531723707914352
317,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3228,0.3155733644962311
317,Acromyrmex_coronatus_CASENT0744365_processed,3,4099,0.4007234275341034
317,Solenopsis_invicta_CASENT0744384_processed,3,1347,0.13168442249298096
317,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4331,0.4234040379524231
317,Acromyrmex_coronatus_CASENT0744365_processed,5,5348,0.5228272676467896
317,Solenopsis_invicta_CASENT0744384_processed,5,2156,0.2107732892036438
318,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2567,0.25095316767692566
318,Acromyrmex_coronatus_CASENT0744365_processed,2,3333,0.3258382976055145
318,Solenopsis_invicta_CASENT0744384_processed,2,1029,0.1005963385105133
318,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3250,0.3177241086959839
318,Acromyrmex_coronatus_CASENT0744365_processed,3,4090,0.39984357357025146
318,Solenopsis_invicta_CASENT0744384_processed,3,1422,0.1390165239572525
318,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4346,0.42487046122550964
318,Acromyrmex_coronatus_CASENT0744365_processed,5,5383,0.5262488722801208
318,Solenopsis_invicta_CASENT0744384_processed,5,2264,0.22133150696754456
319,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2549,0.2491934597492218
319,Acromyrmex_coronatus_CASENT0744365_processed,2,3330,0.3255450129508972
319,Solenopsis_invicta_CASENT0744384_processed,2,995,0.09727245569229126
319,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3185,0.3113696277141571
319,Acromyrmex_coronatus_CASENT0744365_processed,3,4071,0.39798611402511597
319,Solenopsis_invicta_CASENT0744384_processed,3,1354,0.1323687583208084
319,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4274,0.4178316593170166
319,Acromyrmex_coronatus_CASENT0744365_processed,5,5338,0.5218496322631836
319,Solenopsis_invicta_CASENT0744384_processed,5,2084,0.20373447239398956
320,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2653,0.2593606412410736
320,Acromyrmex_coronatus_CASENT0744365_processed,2,3310,0.3235898017883301
320,Solenopsis_invicta_CASENT0744384_processed,2,1002,0.09795679152011871
320,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3320,0.32456740736961365
320,Acromyrmex_coronatus_CASENT0744365_processed,3,4038,0.39475998282432556
320,Solenopsis_invicta_CASENT0744384_processed,3,1385,0.13539935648441315
320,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4397,0.4298562705516815
320,Acromyrmex_coronatus_CASENT0744365_processed,5,5326,0.5206764936447144
320,Solenopsis_invicta_CASENT0744384_processed,5,2165,0.21165314316749573
321,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2598,0.2539837658405304
321,Acromyrmex_coronatus_CASENT0744365_processed,2,3358,0.32828232645988464
321,Solenopsis_invicta_CASENT0744384_processed,2,985,0.0962948426604271
321,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3259,0.3186039626598358
321,Acromyrmex_coronatus_CASENT0744365_processed,3,4093,0.4001368582248688
321,Solenopsis_invicta_CASENT0744384_processed,3,1377,0.13461726903915405
321,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4341,0.42438164353370667
321,Acromyrmex_coronatus_CASENT0744365_processed,5,5361,0.5240981578826904
321,Solenopsis_invicta_CASENT0744384_processed,5,2156,0.2107732892036438
322,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2589,0.25310391187667847
322,Acromyrmex_coronatus_CASENT0744365_processed,2,3277,0.3203636705875397
322,Solenopsis_invicta_CASENT0744384_processed,2,978,0.09561051428318024
322,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3238,0.31655097007751465
322,Acromyrmex_coronatus_CASENT0744365_processed,3,4048,0.39573758840560913
322,Solenopsis_invicta_CASENT0744384_processed,3,1368,0.13373741507530212
322,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4350,0.4252614974975586
322,Acromyrmex_coronatus_CASENT0744365_processed,5,5350,0.5230227708816528
322,Solenopsis_invicta_CASENT0744384_processed,5,2151,0.21028448641300201
323,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2604,0.254570335149765
323,Acromyrmex_coronatus_CASENT0744365_processed,2,3270,0.3196793496608734
323,Solenopsis_invicta_CASENT0744384_processed,2,943,0.09218887239694595
323,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3226,0.3153778314590454
323,Acromyrmex_coronatus_CASENT0744365_processed,3,4046,0.39554208517074585
323,Solenopsis_invicta_CASENT0744384_processed,3,1315,0.1285560578107834
323,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4340,0.424283891916275
323,Acromyrmex_coronatus_CASENT0744365_processed,5,5381,0.5260533690452576
323,Solenopsis_invicta_CASENT0744384_processed,5,2095,0.20480984449386597
324,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2587,0.2529083788394928
324,Acromyrmex_coronatus_CASENT0744365_processed,2,3187,0.3115651607513428
324,Solenopsis_invicta_CASENT0744384_processed,2,981,0.09590379893779755
324,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3202,0.3130315840244293
324,Acromyrmex_coronatus_CASENT0744365_processed,3,4017,0.3927069902420044
324,Solenopsis_invicta_CASENT0744384_processed,3,1369,0.13383516669273376
324,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4313,0.42164433002471924
324,Acromyrmex_coronatus_CASENT0744365_processed,5,5402,0.5281063318252563
324,Solenopsis_invicta_CASENT0744384_processed,5,2150,0.21018671989440918
325,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2639,0.2579919695854187
325,Acromyrmex_coronatus_CASENT0744365_processed,2,3201,0.3129338026046753
325,Solenopsis_invicta_CASENT0744384_processed,2,1009,0.09864111989736557
325,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3291,0.3217323124408722
325,Acromyrmex_coronatus_CASENT0744365_processed,3,4042,0.3951510488986969
325,Solenopsis_invicta_CASENT0744384_processed,3,1422,0.1390165239572525
325,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4396,0.4297585189342499
325,Acromyrmex_coronatus_CASENT0744365_processed,5,5411,0.5289862155914307
325,Solenopsis_invicta_CASENT0744384_processed,5,2256,0.22054941952228546
326,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2520,0.24635839462280273
326,Acromyrmex_coronatus_CASENT0744365_processed,2,3300,0.3226121664047241
326,Solenopsis_invicta_CASENT0744384_processed,2,1036,0.10128067433834076
326,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3165,0.30941441655158997
326,Acromyrmex_coronatus_CASENT0744365_processed,3,4139,0.40463387966156006
326,Solenopsis_invicta_CASENT0744384_processed,3,1445,0.14126503467559814
326,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4240,0.41450777649879456
326,Acromyrmex_coronatus_CASENT0744365_processed,5,5513,0.5389578342437744
326,Solenopsis_invicta_CASENT0744384_processed,5,2283,0.22318896651268005
327,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2471,0.24156808853149414
327,Acromyrmex_coronatus_CASENT0744365_processed,2,3372,0.32965099811553955
327,Solenopsis_invicta_CASENT0744384_processed,2,1009,0.09864111989736557
327,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3128,0.3057972490787506
327,Acromyrmex_coronatus_CASENT0744365_processed,3,4181,0.4087398648262024
327,Solenopsis_invicta_CASENT0744384_processed,3,1403,0.1371590495109558
327,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4199,0.41049954295158386
327,Acromyrmex_coronatus_CASENT0744365_processed,5,5543,0.5418906807899475
327,Solenopsis_invicta_CASENT0744384_processed,5,2244,0.21937628090381622
328,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2605,0.25466808676719666
328,Acromyrmex_coronatus_CASENT0744365_processed,2,3347,0.32720696926116943
328,Solenopsis_invicta_CASENT0744384_processed,2,971,0.09492618590593338
328,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3305,0.3231009840965271
328,Acromyrmex_coronatus_CASENT0744365_processed,3,4154,0.4061003029346466
328,Solenopsis_invicta_CASENT0744384_processed,3,1344,0.13139113783836365
328,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4389,0.4290741980075836
328,Acromyrmex_coronatus_CASENT0744365_processed,5,5506,0.5382735133171082
328,Solenopsis_invicta_CASENT0744384_processed,5,2185,0.21360836923122406
329,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2664,0.2604359984397888
329,Acromyrmex_coronatus_CASENT0744365_processed,2,3342,0.32671815156936646
329,Solenopsis_invicta_CASENT0744384_processed,2,973,0.09512171149253845
329,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3319,0.3244696259498596
329,Acromyrmex_coronatus_CASENT0744365_processed,3,4131,0.40385177731513977
329,Solenopsis_invicta_CASENT0744384_processed,3,1350,0.13197770714759827
329,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4420,0.43210479617118835
329,Acromyrmex_coronatus_CASENT0744365_processed,5,5496,0.537295937538147
329,Solenopsis_invicta_CASENT0744384_processed,5,2187,0.21380388736724854
330,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2731,0.26698601245880127
330,Acromyrmex_coronatus_CASENT0744365_processed,2,3307,0.32329651713371277
330,Solenopsis_invicta_CASENT0744384_processed,2,980,0.09580603986978531
330,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3391,0.33150845766067505
330,Acromyrmex_coronatus_CASENT0744365_processed,3,4086,0.3994525372982025
330,Solenopsis_invicta_CASENT0744384_processed,3,1353,0.13227099180221558
330,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4501,0.4400234520435333
330,Acromyrmex_coronatus_CASENT0744365_processed,5,5444,0.5322123169898987
330,Solenopsis_invicta_CASENT0744384_processed,5,2183,0.2134128361940384
331,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2727,0.2665949761867523
331,Acromyrmex_coronatus_CASENT0744365_processed,2,3282,0.32085245847702026
331,Solenopsis_invicta_CASENT0744384_processed,2,994,0.09717469662427902
331,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3374,0.32984650135040283
331,Acromyrmex_coronatus_CASENT0744365_processed,3,4091,0.3999413251876831
331,Solenopsis_invicta_CASENT0744384_processed,3,1370,0.1339329332113266
331,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4474,0.43738389015197754
331,Acromyrmex_coronatus_CASENT0744365_processed,5,5465,0.5342653393745422
331,Solenopsis_invicta_CASENT0744384_processed,5,2192,0.21429269015789032
332,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2713,0.2652263045310974
332,Acromyrmex_coronatus_CASENT0744365_processed,2,3262,0.3188972473144531
332,Solenopsis_invicta_CASENT0744384_processed,2,983,0.09609932452440262
332,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3353,0.32779350876808167
332,Acromyrmex_coronatus_CASENT0744365_processed,3,4074,0.3982793986797333
332,Solenopsis_invicta_CASENT0744384_processed,3,1338,0.13080456852912903
332,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4454,0.4354286789894104
332,Acromyrmex_coronatus_CASENT0744365_processed,5,5466,0.5343630909919739
332,Solenopsis_invicta_CASENT0744384_processed,5,2100,0.20529866218566895
333,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2684,0.26239123940467834
333,Acromyrmex_coronatus_CASENT0744365_processed,2,3098,0.3028644025325775
333,Solenopsis_invicta_CASENT0744384_processed,2,1021,0.09981425106525421
333,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3315,0.32407858967781067
333,Acromyrmex_coronatus_CASENT0744365_processed,3,3976,0.3886987864971161
333,Solenopsis_invicta_CASENT0744384_processed,3,1365,0.13344413042068481
333,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4389,0.4290741980075836
333,Acromyrmex_coronatus_CASENT0744365_processed,5,5483,0.5360250473022461
333,Solenopsis_invicta_CASENT0744384_processed,5,2122,0.20744940638542175
334,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2681,0.26209795475006104
334,Acromyrmex_coronatus_CASENT0744365_processed,2,3099,0.30296215415000916
334,Solenopsis_invicta_CASENT0744384_processed,2,1050,0.10264933109283447
334,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3311,0.3236875534057617
334,Acromyrmex_coronatus_CASENT0744365_processed,3,3966,0.3877211809158325
334,Solenopsis_invicta_CASENT0744384_processed,3,1424,0.13921204209327698
334,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4384,0.42858538031578064
334,Acromyrmex_coronatus_CASENT0744365_processed,5,5473,0.5350474119186401
334,Solenopsis_invicta_CASENT0744384_processed,5,2202,0.21527031064033508
335,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2726,0.2664971947669983
335,Acromyrmex_coronatus_CASENT0744365_processed,2,3207,0.3135203719139099
335,Solenopsis_invicta_CASENT0744384_processed,2,1033,0.10098738968372345
335,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3368,0.3292599320411682
335,Acromyrmex_coronatus_CASENT0744365_processed,3,4086,0.3994525372982025
335,Solenopsis_invicta_CASENT0744384_processed,3,1409,0.13774561882019043
335,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4454,0.4354286789894104
335,Acromyrmex_coronatus_CASENT0744365_processed,5,5557,0.54325932264328
335,Solenopsis_invicta_CASENT0744384_processed,5,2196,0.21468374133110046
336,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2770,0.2707987129688263
336,Acromyrmex_coronatus_CASENT0744365_processed,2,3251,0.3178218603134155
336,Solenopsis_invicta_CASENT0744384_processed,2,990,0.09678365290164948
336,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3424,0.33473455905914307
336,Acromyrmex_coronatus_CASENT0744365_processed,3,4070,0.3978883624076843
336,Solenopsis_invicta_CASENT0744384_processed,3,1357,0.13266204297542572
336,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4542,0.44403165578842163
336,Acromyrmex_coronatus_CASENT0744365_processed,5,5489,0.5366115570068359
336,Solenopsis_invicta_CASENT0744384_processed,5,2164,0.2115553766489029
337,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2765,0.2703098952770233
337,Acromyrmex_coronatus_CASENT0744365_processed,2,3250,0.3177241086959839
337,Solenopsis_invicta_CASENT0744384_processed,2,985,0.0962948426604271
337,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3430,0.3353211283683777
337,Acromyrmex_coronatus_CASENT0744365_processed,3,4085,0.3993547558784485
337,Solenopsis_invicta_CASENT0744384_processed,3,1362,0.1331508457660675
337,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4570,0.44676896929740906
337,Acromyrmex_coronatus_CASENT0744365_processed,5,5517,0.5393489003181458
337,Solenopsis_invicta_CASENT0744384_processed,5,2169,0.21204417943954468
338,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2749,0.2687457203865051
338,Acromyrmex_coronatus_CASENT0744365_processed,2,3233,0.31606218218803406
338,Solenopsis_invicta_CASENT0744384_processed,2,960,0.09385081380605698
338,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3426,0.33493009209632874
338,Acromyrmex_coronatus_CASENT0744365_processed,3,4063,0.3972040116786957
338,Solenopsis_invicta_CASENT0744384_processed,3,1341,0.13109785318374634
338,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4550,0.4448137581348419
338,Acromyrmex_coronatus_CASENT0744365_processed,5,5506,0.5382735133171082
338,Solenopsis_invicta_CASENT0744384_processed,5,2148,0.2099912017583847
339,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2839,0.277544230222702
339,Acromyrmex_coronatus_CASENT0744365_processed,2,3247,0.3174308240413666
339,Solenopsis_invicta_CASENT0744384_processed,2,948,0.09267768263816833
339,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3527,0.34480398893356323
339,Acromyrmex_coronatus_CASENT0744365_processed,3,4062,0.39710626006126404
339,Solenopsis_invicta_CASENT0744384_processed,3,1316,0.12865382432937622
339,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4628,0.4524391293525696
339,Acromyrmex_coronatus_CASENT0744365_processed,5,5505,0.5381757616996765
339,Solenopsis_invicta_CASENT0744384_processed,5,2115,0.2067650705575943
340,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2849,0.2785218358039856
340,Acromyrmex_coronatus_CASENT0744365_processed,2,3321,0.3246651589870453
340,Solenopsis_invicta_CASENT0744384_processed,2,972,0.09502395242452621
340,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3528,0.3449017405509949
340,Acromyrmex_coronatus_CASENT0744365_processed,3,4097,0.4005278944969177
340,Solenopsis_invicta_CASENT0744384_processed,3,1350,0.13197770714759827
340,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4607,0.4503861367702484
340,Acromyrmex_coronatus_CASENT0744365_processed,5,5504,0.5380780100822449
340,Solenopsis_invicta_CASENT0744384_processed,5,2150,0.21018671989440918
341,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2826,0.27627333998680115
341,Acromyrmex_coronatus_CASENT0744365_processed,2,3316,0.3241763412952423
341,Solenopsis_invicta_CASENT0744384_processed,2,937,0.09160230308771133
341,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3483,0.3405025005340576
341,Acromyrmex_coronatus_CASENT0744365_processed,3,4074,0.3982793986797333
341,Solenopsis_invicta_CASENT0744384_processed,3,1309,0.12796950340270996
341,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4557,0.4454980790615082
341,Acromyrmex_coronatus_CASENT0744365_processed,5,5433,0.5311369299888611
341,Solenopsis_invicta_CASENT0744384_processed,5,2102,0.20549418032169342
342,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2808,0.2745136320590973
342,Acromyrmex_coronatus_CASENT0744365_processed,2,3344,0.3269136846065521
342,Solenopsis_invicta_CASENT0744384_processed,2,988,0.0965881273150444
342,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3454,0.33766740560531616
342,Acromyrmex_coronatus_CASENT0744365_processed,3,4127,0.4034607410430908
342,Solenopsis_invicta_CASENT0744384_processed,3,1375,0.13442173600196838
342,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4534,0.44324958324432373
342,Acromyrmex_coronatus_CASENT0744365_processed,5,5490,0.5367093682289124
342,Solenopsis_invicta_CASENT0744384_processed,5,2187,0.21380388736724854
343,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2815,0.27519795298576355
343,Acromyrmex_coronatus_CASENT0744365_processed,2,3260,0.31870171427726746
343,Solenopsis_invicta_CASENT0744384_processed,2,992,0.09697917848825455
343,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3456,0.33786293864250183
343,Acromyrmex_coronatus_CASENT0744365_processed,3,4105,0.401309996843338
343,Solenopsis_invicta_CASENT0744384_processed,3,1372,0.13412845134735107
343,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4542,0.44403165578842163
343,Acromyrmex_coronatus_CASENT0744365_processed,5,5519,0.539544403553009
343,Solenopsis_invicta_CASENT0744384_processed,5,2185,0.21360836923122406
344,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2819,0.2755890190601349
344,Acromyrmex_coronatus_CASENT0744365_processed,2,3298,0.32241666316986084
344,Solenopsis_invicta_CASENT0744384_processed,2,1028,0.10049857944250107
344,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3472,0.33942711353302
344,Acromyrmex_coronatus_CASENT0744365_processed,3,4142,0.40492716431617737
344,Solenopsis_invicta_CASENT0744384_processed,3,1415,0.13833218812942505
344,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4568,0.4465734660625458
344,Acromyrmex_coronatus_CASENT0744365_processed,5,5543,0.5418906807899475
344,Solenopsis_invicta_CASENT0744384_processed,5,2198,0.21487925946712494
345,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2810,0.27470916509628296
345,Acromyrmex_coronatus_CASENT0744365_processed,2,3366,0.32906442880630493
345,Solenopsis_invicta_CASENT0744384_processed,2,1063,0.10392022877931595
345,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3459,0.33815622329711914
345,Acromyrmex_coronatus_CASENT0744365_processed,3,4164,0.4070779085159302
345,Solenopsis_invicta_CASENT0744384_processed,3,1425,0.1393098086118698
345,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4545,0.44432494044303894
345,Acromyrmex_coronatus_CASENT0744365_processed,5,5549,0.5424772500991821
345,Solenopsis_invicta_CASENT0744384_processed,5,2205,0.2155635952949524
346,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2823,0.27598005533218384
346,Acromyrmex_coronatus_CASENT0744365_processed,2,3362,0.3286733627319336
346,Solenopsis_invicta_CASENT0744384_processed,2,1057,0.10333365947008133
346,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3459,0.33815622329711914
346,Acromyrmex_coronatus_CASENT0744365_processed,3,4187,0.4093264043331146
346,Solenopsis_invicta_CASENT0744384_processed,3,1415,0.13833218812942505
346,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4528,0.4426630139350891
346,Acromyrmex_coronatus_CASENT0744365_processed,5,5565,0.5440414547920227
346,Solenopsis_invicta_CASENT0744384_processed,5,2193,0.21439045667648315
347,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2817,0.2753934860229492
347,Acromyrmex_coronatus_CASENT0744365_processed,2,3304,0.32300323247909546
347,Solenopsis_invicta_CASENT0744384_processed,2,1006,0.09834783524274826
347,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3471,0.3393293619155884
347,Acromyrmex_coronatus_CASENT0744365_processed,3,4134,0.4041450619697571
347,Solenopsis_invicta_CASENT0744384_processed,3,1340,0.1310001015663147
347,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4559,0.44569361209869385
347,Acromyrmex_coronatus_CASENT0744365_processed,5,5551,0.5426728129386902
347,Solenopsis_invicta_CASENT0744384_processed,5,2060,0.20138821005821228
348,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2866,0.2801837921142578
348,Acromyrmex_coronatus_CASENT0744365_processed,2,3385,0.33092188835144043
348,Solenopsis_invicta_CASENT0744384_processed,2,990,0.09678365290164948
348,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3498,0.3419688940048218
348,Acromyrmex_coronatus_CASENT0744365_processed,3,4233,0.4138234257698059
348,Solenopsis_invicta_CASENT0744384_processed,3,1330,0.13002248108386993
348,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4565,0.44628018140792847
348,Acromyrmex_coronatus_CASENT0744365_processed,5,5623,0.5497115850448608
348,Solenopsis_invicta_CASENT0744384_processed,5,2048,0.20021507143974304
349,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,2807,0.27441588044166565
349,Acromyrmex_coronatus_CASENT0744365_processed,2,3423,0.3346368074417114
349,Solenopsis_invicta_CASENT0744384_processed,2,997,0.09746798127889633
349,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3415,0.3338547348976135
349,Acromyrmex_coronatus_CASENT0744365_processed,3,4243,0.41480106115341187
349,Solenopsis_invicta_CASENT0744384_processed,3,1339,0.13090233504772186
349,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4500,0.4399257004261017
349,Acromyrmex_coronatus_CASENT0744365_processed,5,5562,0.543748140335083
