iteration,specimen,k,n_touched,coverage_fraction
281,Solenopsis_invicta_CASENT0744384_processed,2,972,0.09502395242452621
281,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3995,0.3905562460422516
281,Acromyrmex_coronatus_CASENT0744365_processed,3,5770,0.5640825033187866
281,Solenopsis_invicta_CASENT0744384_processed,3,1298,0.12689411640167236
281,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4855,0.4746309518814087
281,Acromyrmex_coronatus_CASENT0744365_processed,5,7123,0.6963534951210022
281,Solenopsis_invicta_CASENT0744384_processed,5,1905,0.1862352043390274
282,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3313,0.3238830864429474
282,Acromyrmex_coronatus_CASENT0744365_processed,2,4877,0.4767816960811615
282,Solenopsis_invicta_CASENT0744384_processed,2,974,0.09521947056055069
282,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3951,0.38625475764274597
282,Acromyrmex_coronatus_CASENT0744365_processed,3,5896,0.5764003992080688
282,Solenopsis_invicta_CASENT0744384_processed,3,1296,0.1266985982656479
282,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4818,0.47101378440856934
282,Acromyrmex_coronatus_CASENT0744365_processed,5,7242,0.7079870700836182
282,Solenopsis_invicta_CASENT0744384_processed,5,1905,0.1862352043390274
283,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3249,0.31762635707855225
283,Acromyrmex_coronatus_CASENT0744365_processed,2,4810,0.47023168206214905
283,Solenopsis_invicta_CASENT0744384_processed,2,965,0.09433962404727936
283,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3920,0.38322415947914124
283,Acromyrmex_coronatus_CASENT0744365_processed,3,5798,0.5668197870254517
283,Solenopsis_invicta_CASENT0744384_processed,3,1291,0.1262097954750061
283,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4840,0.47316452860832214
283,Acromyrmex_coronatus_CASENT0744365_processed,5,7182,0.7021214365959167
283,Solenopsis_invicta_CASENT0744384_processed,5,1903,0.18603968620300293
284,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3254,0.31811514496803284
284,Acromyrmex_coronatus_CASENT0744365_processed,2,4813,0.47052496671676636
284,Solenopsis_invicta_CASENT0744384_processed,2,975,0.09531723707914352
284,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3920,0.38322415947914124
284,Acromyrmex_coronatus_CASENT0744365_processed,3,5800,0.5670153498649597
284,Solenopsis_invicta_CASENT0744384_processed,3,1323,0.12933816015720367
284,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4850,0.4741421341896057
284,Acromyrmex_coronatus_CASENT0744365_processed,5,7173,0.7012415528297424
284,Solenopsis_invicta_CASENT0744384_processed,5,1963,0.19190536439418793
285,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3223,0.3150845468044281
285,Acromyrmex_coronatus_CASENT0744365_processed,2,4828,0.4719913899898529
285,Solenopsis_invicta_CASENT0744384_processed,2,996,0.0973702222108841
285,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3898,0.3810734152793884
285,Acromyrmex_coronatus_CASENT0744365_processed,3,5838,0.5707302689552307
285,Solenopsis_invicta_CASENT0744384_processed,3,1347,0.13168442249298096
285,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4818,0.47101378440856934
285,Acromyrmex_coronatus_CASENT0744365_processed,5,7200,0.7038810849189758
285,Solenopsis_invicta_CASENT0744384_processed,5,1971,0.19268745183944702
286,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3266,0.3192882835865021
286,Acromyrmex_coronatus_CASENT0744365_processed,2,4862,0.47531527280807495
286,Solenopsis_invicta_CASENT0744384_processed,2,993,0.09707693755626678
286,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3939,0.38508161902427673
286,Acromyrmex_coronatus_CASENT0744365_processed,3,5875,0.5743474364280701
286,Solenopsis_invicta_CASENT0744384_processed,3,1335,0.13051128387451172
286,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4845,0.47365331649780273
286,Acromyrmex_coronatus_CASENT0744365_processed,5,7193,0.7031967639923096
286,Solenopsis_invicta_CASENT0744384_processed,5,1969,0.19249193370342255
287,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3279,0.32055920362472534
287,Acromyrmex_coronatus_CASENT0744365_processed,2,4885,0.4775637686252594
287,Solenopsis_invicta_CASENT0744384_processed,2,1002,0.09795679152011871
287,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3918,0.38302862644195557
287,Acromyrmex_coronatus_CASENT0744365_processed,3,5882,0.5750317573547363
287,Solenopsis_invicta_CASENT0744384_processed,3,1340,0.1310001015663147
287,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4828,0.4719913899898529
287,Acromyrmex_coronatus_CASENT0744365_processed,5,7197,0.7035878300666809
287,Solenopsis_invicta_CASENT0744384_processed,5,1969,0.19249193370342255
288,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3326,0.32515397667884827
288,Acromyrmex_coronatus_CASENT0744365_processed,2,4953,0.4842115342617035
288,Solenopsis_invicta_CASENT0744384_processed,2,1011,0.09883663803339005
288,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3942,0.38537490367889404
288,Acromyrmex_coronatus_CASENT0744365_processed,3,5948,0.5814840197563171
288,Solenopsis_invicta_CASENT0744384_processed,3,1360,0.13295532763004303
288,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4853,0.474435418844223
288,Acromyrmex_coronatus_CASENT0744365_processed,5,7268,0.7105288505554199
288,Solenopsis_invicta_CASENT0744384_processed,5,2046,0.20001955330371857
289,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3363,0.3287711441516876
289,Acromyrmex_coronatus_CASENT0744365_processed,2,4996,0.48841527104377747
289,Solenopsis_invicta_CASENT0744384_processed,2,971,0.09492618590593338
289,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4016,0.39260923862457275
289,Acromyrmex_coronatus_CASENT0744365_processed,3,5980,0.5846123695373535
289,Solenopsis_invicta_CASENT0744384_processed,3,1291,0.1262097954750061
289,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4885,0.4775637686252594
289,Acromyrmex_coronatus_CASENT0744365_processed,5,7280,0.7117019891738892
289,Solenopsis_invicta_CASENT0744384_processed,5,1891,0.1848665475845337
290,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3393,0.33170396089553833
290,Acromyrmex_coronatus_CASENT0744365_processed,2,5014,0.4901749789714813
290,Solenopsis_invicta_CASENT0744384_processed,2,961,0.09394857287406921
290,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4048,0.39573758840560913
290,Acromyrmex_coronatus_CASENT0744365_processed,3,5997,0.5862743258476257
290,Solenopsis_invicta_CASENT0744384_processed,3,1279,0.12503665685653687
290,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4923,0.4812787175178528
290,Acromyrmex_coronatus_CASENT0744365_processed,5,7285,0.7121908068656921
290,Solenopsis_invicta_CASENT0744384_processed,5,1877,0.18349789083003998
291,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3315,0.32407858967781067
291,Acromyrmex_coronatus_CASENT0744365_processed,2,4904,0.4794212579727173
291,Solenopsis_invicta_CASENT0744384_processed,2,942,0.09209111332893372
291,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3986,0.38967639207839966
291,Acromyrmex_coronatus_CASENT0744365_processed,3,5884,0.5752272605895996
291,Solenopsis_invicta_CASENT0744384_processed,3,1279,0.12503665685653687
291,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4889,0.47795483469963074
291,Acromyrmex_coronatus_CASENT0744365_processed,5,7209,0.7047609686851501
291,Solenopsis_invicta_CASENT0744384_processed,5,1900,0.18574640154838562
292,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3260,0.31870171427726746
292,Acromyrmex_coronatus_CASENT0744365_processed,2,4814,0.470622718334198
292,Solenopsis_invicta_CASENT0744384_processed,2,900,0.08798513561487198
292,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3923,0.38351744413375854
292,Acromyrmex_coronatus_CASENT0744365_processed,3,5869,0.5737608671188354
292,Solenopsis_invicta_CASENT0744384_processed,3,1217,0.11897546052932739
292,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4838,0.4729689955711365
292,Acromyrmex_coronatus_CASENT0744365_processed,5,7235,0.7073027491569519
292,Solenopsis_invicta_CASENT0744384_processed,5,1837,0.1795874387025833
293,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3251,0.3178218603134155
293,Acromyrmex_coronatus_CASENT0744365_processed,2,4818,0.47101378440856934
293,Solenopsis_invicta_CASENT0744384_processed,2,925,0.09042917191982269
293,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3920,0.38322415947914124
293,Acromyrmex_coronatus_CASENT0744365_processed,3,5859,0.5727832317352295
293,Solenopsis_invicta_CASENT0744384_processed,3,1256,0.12278814613819122
293,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4848,0.47394660115242004
293,Acromyrmex_coronatus_CASENT0744365_processed,5,7228,0.7066184282302856
293,Solenopsis_invicta_CASENT0744384_processed,5,1884,0.18418222665786743
294,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3301,0.32270994782447815
294,Acromyrmex_coronatus_CASENT0744365_processed,2,4833,0.4724802076816559
294,Solenopsis_invicta_CASENT0744384_processed,2,971,0.09492618590593338
294,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3929,0.38410401344299316
294,Acromyrmex_coronatus_CASENT0744365_processed,3,5866,0.5734676122665405
294,Solenopsis_invicta_CASENT0744384_processed,3,1327,0.12972919642925262
294,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4826,0.47179585695266724
294,Acromyrmex_coronatus_CASENT0744365_processed,5,7228,0.7066184282302856
294,Solenopsis_invicta_CASENT0744384_processed,5,1937,0.18936356902122498
295,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3378,0.33023756742477417
295,Acromyrmex_coronatus_CASENT0744365_processed,2,4829,0.47208914160728455
295,Solenopsis_invicta_CASENT0744384_processed,2,946,0.09248215705156326
295,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4002,0.39124059677124023
295,Acromyrmex_coronatus_CASENT0744365_processed,3,5858,0.5726854801177979
295,Solenopsis_invicta_CASENT0744384_processed,3,1277,0.12484113872051239
295,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4865,0.47560855746269226
295,Acromyrmex_coronatus_CASENT0744365_processed,5,7242,0.7079870700836182
295,Solenopsis_invicta_CASENT0744384_processed,5,1917,0.18740834295749664
296,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3386,0.33101963996887207
296,Acromyrmex_coronatus_CASENT0744365_processed,2,4888,0.4778570532798767
296,Solenopsis_invicta_CASENT0744384_processed,2,972,0.09502395242452621
296,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4020,0.3930002748966217
296,Acromyrmex_coronatus_CASENT0744365_processed,3,5904,0.5771825313568115
296,Solenopsis_invicta_CASENT0744384_processed,3,1305,0.12757845222949982
296,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4868,0.47590184211730957
296,Acromyrmex_coronatus_CASENT0744365_processed,5,7263,0.7100400924682617
296,Solenopsis_invicta_CASENT0744384_processed,5,1945,0.19014565646648407
297,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3400,0.332388311624527
297,Acromyrmex_coronatus_CASENT0744365_processed,2,4891,0.478150337934494
297,Solenopsis_invicta_CASENT0744384_processed,2,952,0.09306872636079788
297,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4013,0.39231595396995544
297,Acromyrmex_coronatus_CASENT0744365_processed,3,5914,0.5781601071357727
297,Solenopsis_invicta_CASENT0744384_processed,3,1285,0.12562322616577148
297,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4865,0.47560855746269226
297,Acromyrmex_coronatus_CASENT0744365_processed,5,7270,0.710724413394928
297,Solenopsis_invicta_CASENT0744384_processed,5,1928,0.18848371505737305
298,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3372,0.32965099811553955
298,Acromyrmex_coronatus_CASENT0744365_processed,2,4855,0.4746309518814087
298,Solenopsis_invicta_CASENT0744384_processed,2,930,0.09091797471046448
298,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3992,0.3902629613876343
298,Acromyrmex_coronatus_CASENT0744365_processed,3,5876,0.5744451880455017
298,Solenopsis_invicta_CASENT0744384_processed,3,1251,0.12229934334754944
298,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4867,0.47580409049987793
298,Acromyrmex_coronatus_CASENT0744365_processed,5,7252,0.7089647054672241
298,Solenopsis_invicta_CASENT0744384_processed,5,1891,0.1848665475845337
299,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3321,0.3246651589870453
299,Acromyrmex_coronatus_CASENT0744365_processed,2,4873,0.47639065980911255
299,Solenopsis_invicta_CASENT0744384_processed,2,969,0.0947306677699089
299,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3975,0.38860103487968445
299,Acromyrmex_coronatus_CASENT0744365_processed,3,5898,0.5765959620475769
299,Solenopsis_invicta_CASENT0744384_processed,3,1307,0.1277739703655243
299,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4930,0.48196303844451904
299,Acromyrmex_coronatus_CASENT0744365_processed,5,7273,0.7110176682472229
299,Solenopsis_invicta_CASENT0744384_processed,5,1960,0.19161207973957062
300,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3260,0.31870171427726746
300,Acromyrmex_coronatus_CASENT0744365_processed,2,4910,0.4800078272819519
300,Solenopsis_invicta_CASENT0744384_processed,2,964,0.09424185752868652
300,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3908,0.382051020860672
300,Acromyrmex_coronatus_CASENT0744365_processed,3,5917,0.5784534215927124
300,Solenopsis_invicta_CASENT0744384_processed,3,1304,0.12748068571090698
300,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4892,0.47824811935424805
300,Acromyrmex_coronatus_CASENT0744365_processed,5,7270,0.710724413394928
300,Solenopsis_invicta_CASENT0744384_processed,5,1923,0.18799491226673126
301,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3217,0.3144979774951935
301,Acromyrmex_coronatus_CASENT0744365_processed,2,4880,0.4770749807357788
301,Solenopsis_invicta_CASENT0744384_processed,2,977,0.095512755215168
301,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3898,0.3810734152793884
301,Acromyrmex_coronatus_CASENT0744365_processed,3,5880,0.574836254119873
301,Solenopsis_invicta_CASENT0744384_processed,3,1339,0.13090233504772186
301,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4885,0.4775637686252594
301,Acromyrmex_coronatus_CASENT0744365_processed,5,7268,0.7105288505554199
301,Solenopsis_invicta_CASENT0744384_processed,5,2037,0.19913969933986664
302,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3208,0.31361815333366394
302,Acromyrmex_coronatus_CASENT0744365_processed,2,4906,0.47961676120758057
302,Solenopsis_invicta_CASENT0744384_processed,2,992,0.09697917848825455
302,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3922,0.3834196925163269
302,Acromyrmex_coronatus_CASENT0744365_processed,3,5917,0.5784534215927124
302,Solenopsis_invicta_CASENT0744384_processed,3,1339,0.13090233504772186
302,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4860,0.4751197397708893
302,Acromyrmex_coronatus_CASENT0744365_processed,5,7288,0.7124841213226318
302,Solenopsis_invicta_CASENT0744384_processed,5,1962,0.1918075978755951
303,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3255,0.31821292638778687
303,Acromyrmex_coronatus_CASENT0744365_processed,2,4871,0.4761951267719269
303,Solenopsis_invicta_CASENT0744384_processed,2,1011,0.09883663803339005
303,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3949,0.3860592246055603
303,Acromyrmex_coronatus_CASENT0744365_processed,3,5877,0.5745429396629333
303,Solenopsis_invicta_CASENT0744384_processed,3,1351,0.1320754736661911
303,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4880,0.4770749807357788
303,Acromyrmex_coronatus_CASENT0744365_processed,5,7259,0.7096490263938904
303,Solenopsis_invicta_CASENT0744384_processed,5,1966,0.19219864904880524
304,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3256,0.3183106780052185
304,Acromyrmex_coronatus_CASENT0744365_processed,2,4862,0.47531527280807495
304,Solenopsis_invicta_CASENT0744384_processed,2,991,0.09688141196966171
304,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3949,0.3860592246055603
304,Acromyrmex_coronatus_CASENT0744365_processed,3,5879,0.5747385025024414
304,Solenopsis_invicta_CASENT0744384_processed,3,1314,0.12845830619335175
304,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4877,0.4767816960811615
304,Acromyrmex_coronatus_CASENT0744365_processed,5,7260,0.709746778011322
304,Solenopsis_invicta_CASENT0744384_processed,5,1927,0.1883859634399414
305,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3257,0.31840842962265015
305,Acromyrmex_coronatus_CASENT0744365_processed,2,4842,0.4733600616455078
305,Solenopsis_invicta_CASENT0744384_processed,2,991,0.09688141196966171
305,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3936,0.3847883343696594
305,Acromyrmex_coronatus_CASENT0744365_processed,3,5876,0.5744451880455017
305,Solenopsis_invicta_CASENT0744384_processed,3,1313,0.1283605396747589
305,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4863,0.4754130244255066
305,Acromyrmex_coronatus_CASENT0744365_processed,5,7271,0.7108221650123596
305,Solenopsis_invicta_CASENT0744384_processed,5,1927,0.1883859634399414
306,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3273,0.3199726343154907
306,Acromyrmex_coronatus_CASENT0744365_processed,2,4848,0.47394660115242004
306,Solenopsis_invicta_CASENT0744384_processed,2,1026,0.10030306130647659
306,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3931,0.38429954648017883
306,Acromyrmex_coronatus_CASENT0744365_processed,3,5890,0.5758138298988342
306,Solenopsis_invicta_CASENT0744384_processed,3,1362,0.1331508457660675
306,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4851,0.47423988580703735
306,Acromyrmex_coronatus_CASENT0744365_processed,5,7275,0.711213231086731
306,Solenopsis_invicta_CASENT0744384_processed,5,1985,0.19405610859394073
307,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3281,0.3207547068595886
307,Acromyrmex_coronatus_CASENT0744365_processed,2,4852,0.4743376672267914
307,Solenopsis_invicta_CASENT0744384_processed,2,1050,0.10264933109283447
307,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3933,0.3844950497150421
307,Acromyrmex_coronatus_CASENT0744365_processed,3,5864,0.5732720494270325
307,Solenopsis_invicta_CASENT0744384_processed,3,1399,0.13676801323890686
307,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4862,0.47531527280807495
307,Acromyrmex_coronatus_CASENT0744365_processed,5,7238,0.7075960636138916
307,Solenopsis_invicta_CASENT0744384_processed,5,2091,0.20441880822181702
308,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3315,0.32407858967781067
308,Acromyrmex_coronatus_CASENT0744365_processed,2,4928,0.4817675054073334
308,Solenopsis_invicta_CASENT0744384_processed,2,1004,0.09815230965614319
308,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3970,0.38811221718788147
308,Acromyrmex_coronatus_CASENT0744365_processed,3,5936,0.5803108811378479
308,Solenopsis_invicta_CASENT0744384_processed,3,1361,0.13305307924747467
308,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4891,0.478150337934494
308,Acromyrmex_coronatus_CASENT0744365_processed,5,7274,0.7111154198646545
308,Solenopsis_invicta_CASENT0744384_processed,5,2072,0.20256134867668152
309,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3285,0.3211457431316376
309,Acromyrmex_coronatus_CASENT0744365_processed,2,4951,0.4840160310268402
309,Solenopsis_invicta_CASENT0744384_processed,2,1112,0.10871052742004395
309,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3953,0.38645029067993164
309,Acromyrmex_coronatus_CASENT0744365_processed,3,5942,0.5808974504470825
309,Solenopsis_invicta_CASENT0744384_processed,3,1483,0.14497995376586914
309,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4888,0.4778570532798767
309,Acromyrmex_coronatus_CASENT0744365_processed,5,7263,0.7100400924682617
309,Solenopsis_invicta_CASENT0744384_processed,5,2215,0.21654120087623596
310,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3279,0.32055920362472534
310,Acromyrmex_coronatus_CASENT0744365_processed,2,4909,0.4799100458621979
310,Solenopsis_invicta_CASENT0744384_processed,2,1072,0.10480007529258728
310,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3970,0.38811221718788147
310,Acromyrmex_coronatus_CASENT0744365_processed,3,5896,0.5764003992080688
310,Solenopsis_invicta_CASENT0744384_processed,3,1426,0.13940756022930145
310,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4907,0.4797145426273346
310,Acromyrmex_coronatus_CASENT0744365_processed,5,7244,0.7081826329231262
310,Solenopsis_invicta_CASENT0744384_processed,5,2149,0.21008895337581635
311,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3294,0.3220255970954895
311,Acromyrmex_coronatus_CASENT0744365_processed,2,4928,0.4817675054073334
311,Solenopsis_invicta_CASENT0744384_processed,2,1041,0.10176947712898254
311,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3964,0.38752564787864685
311,Acromyrmex_coronatus_CASENT0744365_processed,3,5918,0.578551173210144
311,Solenopsis_invicta_CASENT0744384_processed,3,1423,0.13911427557468414
311,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4893,0.4783458709716797
311,Acromyrmex_coronatus_CASENT0744365_processed,5,7261,0.7098445296287537
311,Solenopsis_invicta_CASENT0744384_processed,5,2152,0.21038223803043365
312,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3322,0.32476291060447693
312,Acromyrmex_coronatus_CASENT0744365_processed,2,4934,0.482354074716568
312,Solenopsis_invicta_CASENT0744384_processed,2,1067,0.1043112725019455
312,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3977,0.38879653811454773
312,Acromyrmex_coronatus_CASENT0744365_processed,3,5935,0.5802131295204163
312,Solenopsis_invicta_CASENT0744384_processed,3,1456,0.14234040677547455
312,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4915,0.4804966151714325
312,Acromyrmex_coronatus_CASENT0744365_processed,5,7279,0.7116042375564575
312,Solenopsis_invicta_CASENT0744384_processed,5,2166,0.21175089478492737
313,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3352,0.32769575715065
313,Acromyrmex_coronatus_CASENT0744365_processed,2,4917,0.48069214820861816
313,Solenopsis_invicta_CASENT0744384_processed,2,941,0.09199335426092148
313,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3992,0.3902629613876343
313,Acromyrmex_coronatus_CASENT0744365_processed,3,5946,0.5812884569168091
313,Solenopsis_invicta_CASENT0744384_processed,3,1289,0.12601427733898163
313,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4907,0.4797145426273346
313,Acromyrmex_coronatus_CASENT0744365_processed,5,7280,0.7117019891738892
313,Solenopsis_invicta_CASENT0744384_processed,5,1985,0.19405610859394073
314,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3358,0.32828232645988464
314,Acromyrmex_coronatus_CASENT0744365_processed,2,4964,0.4852869212627411
314,Solenopsis_invicta_CASENT0744384_processed,2,903,0.08827842026948929
314,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3998,0.3908495306968689
314,Acromyrmex_coronatus_CASENT0744365_processed,3,5976,0.5842213034629822
314,Solenopsis_invicta_CASENT0744384_processed,3,1215,0.11877993494272232
314,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4906,0.47961676120758057
314,Acromyrmex_coronatus_CASENT0744365_processed,5,7298,0.713461697101593
314,Solenopsis_invicta_CASENT0744384_processed,5,1849,0.18076057732105255
315,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3333,0.3258382976055145
315,Acromyrmex_coronatus_CASENT0744365_processed,2,4961,0.4849936366081238
315,Solenopsis_invicta_CASENT0744384_processed,2,909,0.08886498957872391
315,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3990,0.390067458152771
315,Acromyrmex_coronatus_CASENT0744365_processed,3,5986,0.5851989388465881
315,Solenopsis_invicta_CASENT0744384_processed,3,1223,0.11956202983856201
315,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4901,0.4791279733181
315,Acromyrmex_coronatus_CASENT0744365_processed,5,7285,0.7121908068656921
315,Solenopsis_invicta_CASENT0744384_processed,5,1832,0.17909863591194153
316,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3300,0.3226121664047241
316,Acromyrmex_coronatus_CASENT0744365_processed,2,4986,0.4874376654624939
316,Solenopsis_invicta_CASENT0744384_processed,2,914,0.08935379981994629
316,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3970,0.38811221718788147
316,Acromyrmex_coronatus_CASENT0744365_processed,3,5987,0.5852966904640198
316,Solenopsis_invicta_CASENT0744384_processed,3,1239,0.1211262047290802
316,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4888,0.4778570532798767
316,Acromyrmex_coronatus_CASENT0744365_processed,5,7283,0.7119953036308289
316,Solenopsis_invicta_CASENT0744384_processed,5,1874,0.18320460617542267
317,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3309,0.32349202036857605
317,Acromyrmex_coronatus_CASENT0744365_processed,2,4960,0.48489588499069214
317,Solenopsis_invicta_CASENT0744384_processed,2,935,0.09140678495168686
317,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3992,0.3902629613876343
317,Acromyrmex_coronatus_CASENT0744365_processed,3,5970,0.5836347341537476
317,Solenopsis_invicta_CASENT0744384_processed,3,1257,0.12288591265678406
317,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4887,0.47775930166244507
317,Acromyrmex_coronatus_CASENT0744365_processed,5,7278,0.7115064859390259
317,Solenopsis_invicta_CASENT0744384_processed,5,1880,0.1837911754846573
318,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3334,0.32593604922294617
318,Acromyrmex_coronatus_CASENT0744365_processed,2,4939,0.48284289240837097
318,Solenopsis_invicta_CASENT0744384_processed,2,961,0.09394857287406921
318,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3997,0.39075177907943726
318,Acromyrmex_coronatus_CASENT0744365_processed,3,5969,0.5835369825363159
318,Solenopsis_invicta_CASENT0744384_processed,3,1293,0.12640531361103058
318,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,4896,0.478639155626297
318,Acromyrmex_coronatus_CASENT0744365_processed,5,7279,0.7116042375564575
318,Solenopsis_invicta_CASENT0744384_processed,5,1924,0.1880926787853241
319,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3321,0.3246651589870453
319,Acromyrmex_coronatus_CASENT0744365_processed,2,4900,0.47903019189834595
319,Solenopsis_invicta_CASENT0744384_processed,2,967,0.09453514218330383
319,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,3982,0.3892853558063507
