iteration,specimen,k,n_touched,coverage_fraction
565,Acromyrmex_coronatus_CASENT0744365_processed,2,5377,0.5256623029708862
565,Solenopsis_invicta_CASENT0744384_processed,2,1141,0.1115456074476242
565,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4214,0.4119659662246704
565,Acromyrmex_coronatus_CASENT0744365_processed,3,6355,0.62127286195755
565,Solenopsis_invicta_CASENT0744384_processed,3,1526,0.14918369054794312
565,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5028,0.49154365062713623
565,Acromyrmex_coronatus_CASENT0744365_processed,5,7657,0.748557984828949
565,Solenopsis_invicta_CASENT0744384_processed,5,2284,0.2232867330312729
566,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3537,0.3457815945148468
566,Acromyrmex_coronatus_CASENT0744365_processed,2,5389,0.5268354415893555
566,Solenopsis_invicta_CASENT0744384_processed,2,1126,0.11007918417453766
566,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4216,0.4121614992618561
566,Acromyrmex_coronatus_CASENT0744365_processed,3,6357,0.6214683651924133
566,Solenopsis_invicta_CASENT0744384_processed,3,1513,0.14791280031204224
566,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5059,0.49457424879074097
566,Acromyrmex_coronatus_CASENT0744365_processed,5,7645,0.7473848462104797
566,Solenopsis_invicta_CASENT0744384_processed,5,2267,0.22162479162216187
567,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3516,0.34372860193252563
567,Acromyrmex_coronatus_CASENT0744365_processed,2,5481,0.535829484462738
567,Solenopsis_invicta_CASENT0744384_processed,2,1074,0.10499560087919235
567,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4196,0.41020625829696655
567,Acromyrmex_coronatus_CASENT0744365_processed,3,6455,0.6310489773750305
567,Solenopsis_invicta_CASENT0744384_processed,3,1460,0.1427314430475235
567,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5035,0.4922279715538025
567,Acromyrmex_coronatus_CASENT0744365_processed,5,7699,0.7526639699935913
567,Solenopsis_invicta_CASENT0744384_processed,5,2219,0.2169322520494461
568,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3519,0.34402188658714294
568,Acromyrmex_coronatus_CASENT0744365_processed,2,5512,0.5388600826263428
568,Solenopsis_invicta_CASENT0744384_processed,2,1121,0.10959038138389587
568,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4181,0.4087398648262024
568,Acromyrmex_coronatus_CASENT0744365_processed,3,6474,0.632906436920166
568,Solenopsis_invicta_CASENT0744384_processed,3,1521,0.14869488775730133
568,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5047,0.49340111017227173
568,Acromyrmex_coronatus_CASENT0744365_processed,5,7699,0.7526639699935913
568,Solenopsis_invicta_CASENT0744384_processed,5,2329,0.22768598794937134
569,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3514,0.34353309869766235
569,Acromyrmex_coronatus_CASENT0744365_processed,2,5590,0.5464854836463928
569,Solenopsis_invicta_CASENT0744384_processed,2,1125,0.10998142510652542
569,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4184,0.4090331196784973
569,Acromyrmex_coronatus_CASENT0744365_processed,3,6548,0.6401407718658447
569,Solenopsis_invicta_CASENT0744384_processed,3,1507,0.14732623100280762
569,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5053,0.49398767948150635
569,Acromyrmex_coronatus_CASENT0744365_processed,5,7721,0.7548147439956665
569,Solenopsis_invicta_CASENT0744384_processed,5,2255,0.22045165300369263
570,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3472,0.33942711353302
570,Acromyrmex_coronatus_CASENT0744365_processed,2,5572,0.544725775718689
570,Solenopsis_invicta_CASENT0744384_processed,2,1156,0.11301202327013016
570,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4196,0.41020625829696655
570,Acromyrmex_coronatus_CASENT0744365_processed,3,6534,0.6387721300125122
570,Solenopsis_invicta_CASENT0744384_processed,3,1525,0.14908592402935028
570,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5092,0.497800350189209
570,Acromyrmex_coronatus_CASENT0744365_processed,5,7717,0.7544236779212952
570,Solenopsis_invicta_CASENT0744384_processed,5,2256,0.22054941952228546
571,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3503,0.34245771169662476
571,Acromyrmex_coronatus_CASENT0744365_processed,2,5540,0.5415974259376526
571,Solenopsis_invicta_CASENT0744384_processed,2,1158,0.11320754885673523
571,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4212,0.41177046298980713
571,Acromyrmex_coronatus_CASENT0744365_processed,3,6510,0.6364258527755737
571,Solenopsis_invicta_CASENT0744384_processed,3,1529,0.14947697520256042
571,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5077,0.4963339567184448
571,Acromyrmex_coronatus_CASENT0744365_processed,5,7718,0.7545214295387268
571,Solenopsis_invicta_CASENT0744384_processed,5,2266,0.22152702510356903
572,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3536,0.34568384289741516
572,Acromyrmex_coronatus_CASENT0744365_processed,2,5532,0.5408152937889099
572,Solenopsis_invicta_CASENT0744384_processed,2,1174,0.11477172374725342
572,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4199,0.41049954295158386
572,Acromyrmex_coronatus_CASENT0744365_processed,3,6512,0.636621356010437
572,Solenopsis_invicta_CASENT0744384_processed,3,1548,0.15133443474769592
572,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5077,0.4963339567184448
572,Acromyrmex_coronatus_CASENT0744365_processed,5,7736,0.7562811374664307
572,Solenopsis_invicta_CASENT0744384_processed,5,2281,0.22299344837665558
573,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3555,0.34754130244255066
573,Acromyrmex_coronatus_CASENT0744365_processed,2,5526,0.5402287244796753
573,Solenopsis_invicta_CASENT0744384_processed,2,1155,0.11291426420211792
573,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4207,0.41128164529800415
573,Acromyrmex_coronatus_CASENT0744365_processed,3,6516,0.6370124220848083
573,Solenopsis_invicta_CASENT0744384_processed,3,1540,0.15055234730243683
573,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5069,0.49555185437202454
573,Acromyrmex_coronatus_CASENT0744365_processed,5,7732,0.7558901309967041
573,Solenopsis_invicta_CASENT0744384_processed,5,2289,0.22377553582191467
574,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3507,0.3428487479686737
574,Acromyrmex_coronatus_CASENT0744365_processed,2,5565,0.5440414547920227
574,Solenopsis_invicta_CASENT0744384_processed,2,1144,0.11183888465166092
574,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4177,0.40834879875183105
574,Acromyrmex_coronatus_CASENT0744365_processed,3,6542,0.6395542025566101
574,Solenopsis_invicta_CASENT0744384_processed,3,1533,0.14986802637577057
574,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5045,0.49320557713508606
574,Acromyrmex_coronatus_CASENT0744365_processed,5,7731,0.7557923197746277
574,Solenopsis_invicta_CASENT0744384_processed,5,2282,0.2230912148952484
575,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3493,0.3414801061153412
575,Acromyrmex_coronatus_CASENT0744365_processed,2,5559,0.5434548854827881
575,Solenopsis_invicta_CASENT0744384_processed,2,1129,0.11037246882915497
575,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4177,0.40834879875183105
575,Acromyrmex_coronatus_CASENT0744365_processed,3,6539,0.6392608880996704
575,Solenopsis_invicta_CASENT0744384_processed,3,1516,0.14820608496665955
575,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5044,0.4931078255176544
575,Acromyrmex_coronatus_CASENT0744365_processed,5,7737,0.7563788890838623
575,Solenopsis_invicta_CASENT0744384_processed,5,2264,0.22133150696754456
576,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3478,0.34001368284225464
576,Acromyrmex_coronatus_CASENT0744365_processed,2,5523,0.5399354696273804
576,Solenopsis_invicta_CASENT0744384_processed,2,1170,0.11438068002462387
576,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4170,0.4076644778251648
576,Acromyrmex_coronatus_CASENT0744365_processed,3,6489,0.6343728303909302
576,Solenopsis_invicta_CASENT0744384_processed,3,1532,0.14977025985717773
576,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5031,0.49183693528175354
576,Acromyrmex_coronatus_CASENT0744365_processed,5,7696,0.7523707151412964
576,Solenopsis_invicta_CASENT0744384_processed,5,2194,0.214488223195076
577,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3471,0.3393293619155884
577,Acromyrmex_coronatus_CASENT0744365_processed,2,5527,0.5403265357017517
577,Solenopsis_invicta_CASENT0744384_processed,2,1174,0.11477172374725342
577,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4160,0.4066868722438812
577,Acromyrmex_coronatus_CASENT0744365_processed,3,6506,0.6360347867012024
577,Solenopsis_invicta_CASENT0744384_processed,3,1534,0.1499657779932022
577,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5017,0.49046826362609863
577,Acromyrmex_coronatus_CASENT0744365_processed,5,7701,0.7528595328330994
577,Solenopsis_invicta_CASENT0744384_processed,5,2188,0.21390165388584137
578,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3500,0.34216442704200745
578,Acromyrmex_coronatus_CASENT0744365_processed,2,5515,0.5391533970832825
578,Solenopsis_invicta_CASENT0744384_processed,2,1174,0.11477172374725342
578,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4184,0.4090331196784973
578,Acromyrmex_coronatus_CASENT0744365_processed,3,6517,0.63711017370224
578,Solenopsis_invicta_CASENT0744384_processed,3,1540,0.15055234730243683
578,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5049,0.4935966432094574
578,Acromyrmex_coronatus_CASENT0744365_processed,5,7720,0.7547169923782349
578,Solenopsis_invicta_CASENT0744384_processed,5,2197,0.2147814929485321
579,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3506,0.34275099635124207
579,Acromyrmex_coronatus_CASENT0744365_processed,2,5496,0.537295937538147
579,Solenopsis_invicta_CASENT0744384_processed,2,1146,0.11203441023826599
579,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4179,0.4085443317890167
579,Acromyrmex_coronatus_CASENT0744365_processed,3,6481,0.6335907578468323
579,Solenopsis_invicta_CASENT0744384_processed,3,1500,0.14664189517498016
579,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5026,0.49134811758995056
579,Acromyrmex_coronatus_CASENT0744365_processed,5,7708,0.7535438537597656
579,Solenopsis_invicta_CASENT0744384_processed,5,2154,0.21057777106761932
580,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3522,0.34431517124176025
580,Acromyrmex_coronatus_CASENT0744365_processed,2,5456,0.5333854556083679
580,Solenopsis_invicta_CASENT0744384_processed,2,1055,0.10313813388347626
580,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4186,0.409228652715683
580,Acromyrmex_coronatus_CASENT0744365_processed,3,6423,0.6279206275939941
580,Solenopsis_invicta_CASENT0744384_processed,3,1413,0.13813666999340057
580,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5027,0.4914458692073822
580,Acromyrmex_coronatus_CASENT0744365_processed,5,7662,0.749046802520752
580,Solenopsis_invicta_CASENT0744384_processed,5,2070,0.20236581563949585
581,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3500,0.34216442704200745
581,Acromyrmex_coronatus_CASENT0744365_processed,2,5490,0.5367093682289124
581,Solenopsis_invicta_CASENT0744384_processed,2,1196,0.11692247539758682
581,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4170,0.4076644778251648
581,Acromyrmex_coronatus_CASENT0744365_processed,3,6468,0.6323198676109314
581,Solenopsis_invicta_CASENT0744384_processed,3,1556,0.15211652219295502
581,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5032,0.4919346868991852
581,Acromyrmex_coronatus_CASENT0744365_processed,5,7716,0.7543259263038635
581,Solenopsis_invicta_CASENT0744384_processed,5,2207,0.21575911343097687
582,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3461,0.3383517265319824
582,Acromyrmex_coronatus_CASENT0744365_processed,2,5507,0.5383712649345398
582,Solenopsis_invicta_CASENT0744384_processed,2,1102,0.10773291438817978
582,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4142,0.40492716431617737
582,Acromyrmex_coronatus_CASENT0744365_processed,3,6470,0.6325153708457947
582,Solenopsis_invicta_CASENT0744384_processed,3,1462,0.14292697608470917
582,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5026,0.49134811758995056
582,Acromyrmex_coronatus_CASENT0744365_processed,5,7709,0.7536416053771973
582,Solenopsis_invicta_CASENT0744384_processed,5,2136,0.20881806313991547
583,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3495,0.34167560935020447
583,Acromyrmex_coronatus_CASENT0744365_processed,2,5566,0.5441392064094543
583,Solenopsis_invicta_CASENT0744384_processed,2,1066,0.10421350598335266
583,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4196,0.41020625829696655
583,Acromyrmex_coronatus_CASENT0744365_processed,3,6529,0.6382833123207092
583,Solenopsis_invicta_CASENT0744384_processed,3,1421,0.13891875743865967
583,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5053,0.49398767948150635
583,Acromyrmex_coronatus_CASENT0744365_processed,5,7739,0.7565744519233704
583,Solenopsis_invicta_CASENT0744384_processed,5,2097,0.20500537753105164
584,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3492,0.34138232469558716
584,Acromyrmex_coronatus_CASENT0744365_processed,2,5551,0.5426728129386902
584,Solenopsis_invicta_CASENT0744384_processed,2,1092,0.10675530135631561
584,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4191,0.40971747040748596
584,Acromyrmex_coronatus_CASENT0744365_processed,3,6516,0.6370124220848083
584,Solenopsis_invicta_CASENT0744384_processed,3,1442,0.14097175002098083
584,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5037,0.49242350459098816
584,Acromyrmex_coronatus_CASENT0744365_processed,5,7730,0.755694568157196
584,Solenopsis_invicta_CASENT0744384_processed,5,2106,0.20588523149490356
585,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3468,0.33903607726097107
585,Acromyrmex_coronatus_CASENT0744365_processed,2,5406,0.5284973978996277
585,Solenopsis_invicta_CASENT0744384_processed,2,1089,0.1064620167016983
585,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4162,0.4068823754787445
585,Acromyrmex_coronatus_CASENT0744365_processed,3,6384,0.6241078972816467
585,Solenopsis_invicta_CASENT0744384_processed,3,1441,0.140873983502388
585,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5009,0.48968619108200073
585,Acromyrmex_coronatus_CASENT0744365_processed,5,7664,0.74924236536026
585,Solenopsis_invicta_CASENT0744384_processed,5,2117,0.20696060359477997
586,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3419,0.3342457711696625
586,Acromyrmex_coronatus_CASENT0744365_processed,2,5434,0.5312347412109375
586,Solenopsis_invicta_CASENT0744384_processed,2,1095,0.10704858601093292
586,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4120,0.40277642011642456
586,Acromyrmex_coronatus_CASENT0744365_processed,3,6452,0.6307556629180908
586,Solenopsis_invicta_CASENT0744384_processed,3,1445,0.14126503467559814
586,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5012,0.48997947573661804
586,Acromyrmex_coronatus_CASENT0744365_processed,5,7733,0.7559878826141357
586,Solenopsis_invicta_CASENT0744384_processed,5,2120,0.20725388824939728
587,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3409,0.3332681655883789
587,Acromyrmex_coronatus_CASENT0744365_processed,2,5570,0.5445302724838257
587,Solenopsis_invicta_CASENT0744384_processed,2,1116,0.10910157114267349
587,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4115,0.4022876024246216
587,Acromyrmex_coronatus_CASENT0744365_processed,3,6556,0.6409228444099426
587,Solenopsis_invicta_CASENT0744384_processed,3,1472,0.14390458166599274
587,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5021,0.4908592998981476
587,Acromyrmex_coronatus_CASENT0744365_processed,5,7775,0.7600938677787781
587,Solenopsis_invicta_CASENT0744384_processed,5,2163,0.21145761013031006
588,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3438,0.336103230714798
588,Acromyrmex_coronatus_CASENT0744365_processed,2,5558,0.5433571338653564
588,Solenopsis_invicta_CASENT0744384_processed,2,1122,0.10968814045190811
588,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4130,0.40375402569770813
588,Acromyrmex_coronatus_CASENT0744365_processed,3,6548,0.6401407718658447
588,Solenopsis_invicta_CASENT0744384_processed,3,1478,0.14449115097522736
588,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5030,0.4917391538619995
588,Acromyrmex_coronatus_CASENT0744365_processed,5,7767,0.7593117356300354
588,Solenopsis_invicta_CASENT0744384_processed,5,2171,0.21223971247673035
589,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3521,0.3442174196243286
589,Acromyrmex_coronatus_CASENT0744365_processed,2,5601,0.5475608706474304
589,Solenopsis_invicta_CASENT0744384_processed,2,1149,0.1123276948928833
589,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4195,0.4101085066795349
589,Acromyrmex_coronatus_CASENT0744365_processed,3,6618,0.6469840407371521
589,Solenopsis_invicta_CASENT0744384_processed,3,1525,0.14908592402935028
589,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5045,0.49320557713508606
589,Acromyrmex_coronatus_CASENT0744365_processed,5,7822,0.7646886110305786
589,Solenopsis_invicta_CASENT0744384_processed,5,2257,0.2206471711397171
590,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3548,0.3468569815158844
590,Acromyrmex_coronatus_CASENT0744365_processed,2,5645,0.551862359046936
590,Solenopsis_invicta_CASENT0744384_processed,2,1167,0.11408739537000656
590,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4225,0.413041353225708
590,Acromyrmex_coronatus_CASENT0744365_processed,3,6666,0.651676595211029
590,Solenopsis_invicta_CASENT0744384_processed,3,1542,0.1507478654384613
590,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5057,0.4943787157535553
590,Acromyrmex_coronatus_CASENT0744365_processed,5,7827,0.7651774287223816
590,Solenopsis_invicta_CASENT0744384_processed,5,2275,0.22240687906742096
591,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3550,0.3470524847507477
591,Acromyrmex_coronatus_CASENT0744365_processed,2,5651,0.5524489283561707
591,Solenopsis_invicta_CASENT0744384_processed,2,1171,0.11447843909263611
591,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4236,0.4141167104244232
591,Acromyrmex_coronatus_CASENT0744365_processed,3,6652,0.6503079533576965
591,Solenopsis_invicta_CASENT0744384_processed,3,1547,0.15123668313026428
591,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5093,0.497898131608963
591,Acromyrmex_coronatus_CASENT0744365_processed,5,7819,0.7643953561782837
591,Solenopsis_invicta_CASENT0744384_processed,5,2277,0.22260239720344543
592,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3569,0.3489099442958832
592,Acromyrmex_coronatus_CASENT0744365_processed,2,5591,0.5465832352638245
592,Solenopsis_invicta_CASENT0744384_processed,2,1161,0.11350082606077194
592,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4260,0.4164629876613617
592,Acromyrmex_coronatus_CASENT0744365_processed,3,6571,0.6423892974853516
592,Solenopsis_invicta_CASENT0744384_processed,3,1536,0.15016129612922668
592,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5137,0.502199649810791
592,Acromyrmex_coronatus_CASENT0744365_processed,5,7752,0.7578453421592712
592,Solenopsis_invicta_CASENT0744384_processed,5,2268,0.2217225432395935
593,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3552,0.34724801778793335
593,Acromyrmex_coronatus_CASENT0744365_processed,2,5568,0.5443347096443176
593,Solenopsis_invicta_CASENT0744384_processed,2,1149,0.1123276948928833
593,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4265,0.4169518053531647
593,Acromyrmex_coronatus_CASENT0744365_processed,3,6567,0.6419982314109802
593,Solenopsis_invicta_CASENT0744384_processed,3,1522,0.14879263937473297
593,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5145,0.5029817223548889
593,Acromyrmex_coronatus_CASENT0744365_processed,5,7753,0.7579430937767029
593,Solenopsis_invicta_CASENT0744384_processed,5,2258,0.22074493765830994
594,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3494,0.3415778577327728
594,Acromyrmex_coronatus_CASENT0744365_processed,2,5543,0.5418906807899475
594,Solenopsis_invicta_CASENT0744384_processed,2,1142,0.11164336651563644
594,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4214,0.4119659662246704
594,Acromyrmex_coronatus_CASENT0744365_processed,3,6537,0.6390653848648071
594,Solenopsis_invicta_CASENT0744384_processed,3,1516,0.14820608496665955
594,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5134,0.5019063353538513
594,Acromyrmex_coronatus_CASENT0744365_processed,5,7742,0.7568677067756653
594,Solenopsis_invicta_CASENT0744384_processed,5,2242,0.21918076276779175
595,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3455,0.3377651572227478
595,Acromyrmex_coronatus_CASENT0744365_processed,2,5628,0.5502004027366638
595,Solenopsis_invicta_CASENT0744384_processed,2,1128,0.11027470976114273
595,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4192,0.4098152220249176
595,Acromyrmex_coronatus_CASENT0744365_processed,3,6610,0.6462019681930542
595,Solenopsis_invicta_CASENT0744384_processed,3,1501,0.146739661693573
595,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5118,0.5003421306610107
595,Acromyrmex_coronatus_CASENT0744365_processed,5,7790,0.7615602612495422
595,Solenopsis_invicta_CASENT0744384_processed,5,2222,0.21722553670406342
596,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3451,0.33737412095069885
596,Acromyrmex_coronatus_CASENT0744365_processed,2,5645,0.551862359046936
596,Solenopsis_invicta_CASENT0744384_processed,2,1091,0.10665754228830338
596,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4192,0.4098152220249176
596,Acromyrmex_coronatus_CASENT0744365_processed,3,6639,0.6490370631217957
596,Solenopsis_invicta_CASENT0744384_processed,3,1471,0.1438068151473999
596,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5088,0.49740931391716003
596,Acromyrmex_coronatus_CASENT0744365_processed,5,7793,0.7618535161018372
596,Solenopsis_invicta_CASENT0744384_processed,5,2213,0.2163456827402115
597,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3507,0.3428487479686737
597,Acromyrmex_coronatus_CASENT0744365_processed,2,5626,0.5500048995018005
597,Solenopsis_invicta_CASENT0744384_processed,2,1188,0.11614038050174713
597,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4193,0.40991297364234924
597,Acromyrmex_coronatus_CASENT0744365_processed,3,6646,0.6497213840484619
597,Solenopsis_invicta_CASENT0744384_processed,3,1563,0.15280085802078247
597,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5064,0.49506303668022156
597,Acromyrmex_coronatus_CASENT0744365_processed,5,7789,0.7614625096321106
597,Solenopsis_invicta_CASENT0744384_processed,5,2291,0.22397105395793915
598,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3505,0.3426532447338104
598,Acromyrmex_coronatus_CASENT0744365_processed,2,5601,0.5475608706474304
598,Solenopsis_invicta_CASENT0744384_processed,2,1238,0.12102844566106796
598,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4199,0.41049954295158386
598,Acromyrmex_coronatus_CASENT0744365_processed,3,6632,0.6483526825904846
598,Solenopsis_invicta_CASENT0744384_processed,3,1616,0.15798220038414001
598,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5057,0.4943787157535553
598,Acromyrmex_coronatus_CASENT0744365_processed,5,7800,0.7625378966331482
598,Solenopsis_invicta_CASENT0744384_processed,5,2361,0.2308143526315689
599,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3482,0.3404047191143036
599,Acromyrmex_coronatus_CASENT0744365_processed,2,5602,0.5476586222648621
599,Solenopsis_invicta_CASENT0744384_processed,2,1148,0.11222993582487106
599,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4180,0.40864208340644836
599,Acromyrmex_coronatus_CASENT0744365_processed,3,6616,0.6467885375022888
599,Solenopsis_invicta_CASENT0744384_processed,3,1531,0.1496724933385849
599,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5021,0.4908592998981476
599,Acromyrmex_coronatus_CASENT0744365_processed,5,7807,0.7632222175598145
599,Solenopsis_invicta_CASENT0744384_processed,5,2285,0.22338448464870453
600,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3439,0.3362009823322296
600,Acromyrmex_coronatus_CASENT0744365_processed,2,5513,0.5389578342437744
600,Solenopsis_invicta_CASENT0744384_processed,2,1139,0.11135008186101913
600,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4148,0.405513733625412
600,Acromyrmex_coronatus_CASENT0744365_processed,3,6536,0.6389676332473755
600,Solenopsis_invicta_CASENT0744384_processed,3,1519,0.14849935472011566
600,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5035,0.4922279715538025
600,Acromyrmex_coronatus_CASENT0744365_processed,5,7765,0.7591162323951721
600,Solenopsis_invicta_CASENT0744384_processed,5,2269,0.22182030975818634
601,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3443,0.33659204840660095
601,Acromyrmex_coronatus_CASENT0744365_processed,2,5462,0.5339720249176025
601,Solenopsis_invicta_CASENT0744384_processed,2,1077,0.10528888553380966
601,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4150,0.40570923686027527
601,Acromyrmex_coronatus_CASENT0744365_processed,3,6465,0.6320265531539917
601,Solenopsis_invicta_CASENT0744384_processed,3,1465,0.14322026073932648
601,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5040,0.49271678924560547
601,Acromyrmex_coronatus_CASENT0744365_processed,5,7729,0.7555968165397644
601,Solenopsis_invicta_CASENT0744384_processed,5,2231,0.21810537576675415
602,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3449,0.33717861771583557
602,Acromyrmex_coronatus_CASENT0744365_processed,2,5447,0.5325056314468384
602,Solenopsis_invicta_CASENT0744384_processed,2,1027,0.10040082037448883
602,Acanthostichus_aff.brevicornis_CASENT0744328_processed,3,4137,0.4044383466243744
602,Acromyrmex_coronatus_CASENT0744365_processed,3,6449,0.6304624080657959
602,Solenopsis_invicta_CASENT0744384_processed,3,1389,0.1357903927564621
602,Acanthostichus_aff.brevicornis_CASENT0744328_processed,5,5049,0.4935966432094574
602,Acromyrmex_coronatus_CASENT0744365_processed,5,7729,0.7555968165397644
602,Solenopsis_invicta_CASENT0744384_processed,5,2162,0.21135985851287842
603,Acanthostichus_aff.brevicornis_CASENT0744328_processed,2,3494,0.3415778577327728
603,Acromyrmex_coronatus_CASENT0744365_processed,2,5473,0.5350474119186401
603,Solenopsis_invicta_CASENT0744384_processed,2,1066,0.10421350598335266
