label,source,genus,species,subfamily,ecology,asym_median,log_size,attach_b_a_1,seg_b_a_1,seg_b_a_2,seg_b_a_3,seg_b_a_4,head_wid,head_len,head_hei,mesosoma_wid,mesosoma_len,mesosoma_hei,gaster_wid,gaster_len,gaster_hei,attach_l_1_co,seg_l_1_co,seg_l_1_tr,seg_l_1_fe,attach_l_2_co,seg_l_2_co,seg_l_2_tr,seg_l_2_fe,attach_l_3_co,seg_l_3_co,seg_l_3_tr,seg_l_3_fe,attach_ma,attach_an_1,seg_an_1,seg_an_2,mandible_wid,mandible_len,mandible_hei,leaflen_ma,shapedev_gaster,shapedev_head,shapedev_mesosoma,shapedev_mandible
Acanthomyrmex_cf.ferox_CASENT0878066_processed.obj,worker,acanthomyrmex,acanthomyrmex_ferox,Myrmicinae,,0.04045,-1.13174,0.514945,0.079963,0.175569,0.402919,0.236376,0.472680,0.405988,0.326269,0.293187,0.528672,0.274712,0.416674,0.685559,0.440023,0.141480,0.232011,0.683143,0.546035,0.384565,0.146458,0.597759,0.482329,0.477613,0.046779,0.482503,0.405734,0.353604,0.407814,0.589159,0.451960,0.110185,0.184831,0.351577,0.352353,0.534018,0.124398,0.151906,0.237553
Acanthomyrmex_cf.ferox_CASENT0878067_processed.obj,worker,acanthomyrmex,acanthomyrmex_ferox,Myrmicinae,,0.01807,-1.05142,0.599085,0.155235,0.123316,0.126587,0.662770,0.444497,0.348750,0.173304,0.350344,0.455351,0.299593,0.630174,0.760552,0.187138,0.175510,0.248335,0.825599,0.604041,0.333671,0.237195,0.621882,0.430108,0.439307,0.321760,0.521587,0.394618,0.262924,0.235458,0.469671,0.656897,0.144359,0.300427,0.493683,0.491747,0.433949,0.330338,0.286512,0.344117
Acanthostichus_aff.brevicornis_CASENT0744325_processed.obj,worker,acanthostichus,acanthostichus_brevicornis,Dorylinae,,0.08891,-1.11705,0.594394,0.165075,0.193393,0.427124,0.506281,0.415189,0.236599,0.131132,0.299984,0.484078,0.212124,0.413819,0.849694,0.521405,0.186503,0.117525,0.590493,0.590427,0.381990,0.085882,0.315334,0.786308,0.455384,0.228441,0.770851,0.530510,0.228127,0.262832,0.337689,0.700089,0.091202,0.166932,0.430692,0.436614,0.355883,0.310982,0.167805,0.357545
Acanthostichus_aff.brevicornis_CASENT0744327_processed.obj,worker,acanthostichus,acanthostichus_brevicornis,Dorylinae,,0.14685,-1.44523,0.480048,0.076794,0.165907,0.288993,0.363519,0.295967,0.352340,0.242376,0.203888,0.463145,0.213378,0.277937,0.860860,0.279993,0.174859,0.221784,0.370730,0.267547,0.342822,0.070146,0.327190,0.200813,0.445391,0.097851,0.259068,0.176429,0.314642,0.331886,0.280004,0.223809,0.075613,0.118694,0.167773,0.174656,0.209542,0.165318,0.070742,0.382623
Acanthostichus_aff.brevicornis_CASENT0744328_processed.obj,worker,acanthostichus,acanthostichus_brevicornis,Dorylinae,,0.03656,-1.36074,0.542218,0.108225,0.178340,0.366160,0.376318,0.313641,0.389578,0.242343,0.168389,0.428925,0.127486,0.310956,0.825020,0.390157,0.231609,0.281221,0.536776,0.452407,0.383719,0.082867,0.363698,0.265155,0.423497,0.058717,0.544825,0.365976,0.327737,0.333696,0.145440,0.253815,0.064811,0.085465,0.195034,0.195721,0.227666,0.144463,0.180629,0.397629
Acanthostichus_brevicornis_CASENT0744297_processed.obj,worker,acanthostichus,acanthostichus_brevicornis,Dorylinae,,0.04431,-1.24004,0.384516,0.084693,0.190738,0.455166,0.447943,0.292763,0.317053,0.316040,0.237578,0.442229,0.239352,0.340970,1.101600,0.376766,0.229867,0.132181,0.288268,0.380205,0.415875,0.141806,0.389268,0.511874,0.466503,0.171182,0.367046,0.508284,0.273943,0.255931,0.155163,0.500524,0.090026,0.183714,0.262796,0.268225,0.243350,0.278328,0.149064,0.452239
Acanthostichus_brevicornis_CASENT0744298_processed.obj,worker,acanthostichus,acanthostichus_brevicornis,Dorylinae,,0.04989,-1.13122,0.389255,0.095161,0.208868,0.548453,0.468220,0.268866,0.322621,0.290515,0.225210,0.456972,0.223010,0.336279,1.220183,0.412207,0.272355,0.173169,0.304516,0.220378,0.357261,0.156087,0.378617,0.511554,0.432482,0.153928,0.435203,0.538237,0.304578,0.366693,0.311137,0.363081,0.173282,0.237240,0.606395,0.607339,0.282762,0.237344,0.143822,0.297635
Acromyrmex_balzani_CASENT0744618_processed.obj,worker,acromyrmex,acromyrmex_balzani,Myrmicinae,leafcutter/fungus-grower,0.04686,-1.14536,0.513234,0.099090,0.123740,0.319017,0.228561,0.619297,0.200120,0.129734,0.306523,0.467162,0.296535,0.395413,0.543624,0.476854,0.313729,0.172376,0.628328,0.581135,0.347253,0.223623,0.895501,0.516982,0.434323,0.125071,0.497227,0.620082,0.270545,0.271393,0.405872,0.512444,0.196393,0.098852,0.327330,0.330269,0.328395,0.535977,0.240262,0.409138
Acromyrmex_cf.coronatus_CASENT0744044_processed.obj,worker,acromyrmex,acromyrmex_coronatus,Myrmicinae,leafcutter/fungus-grower,0.07330,-1.28591,0.543732,0.099909,0.180508,0.189611,0.229418,0.450809,0.383834,0.261958,0.242917,0.523785,0.225666,0.304830,0.516873,0.279213,0.196172,0.195185,0.419061,0.166374,0.394938,0.116432,0.553269,0.294509,0.482070,0.141948,0.756277,0.841746,0.300417,0.329681,0.266084,0.324916,0.080134,0.112427,0.247830,0.252836,0.249247,0.117603,0.091789,0.284648
Acromyrmex_coronatus_CASENT0744364_processed.obj,worker,acromyrmex,acromyrmex_coronatus,Myrmicinae,leafcutter/fungus-grower,0.06126,-1.27140,0.485997,0.111334,0.167370,0.357859,0.273487,0.457514,0.441441,0.297384,0.249045,0.398783,0.214053,0.362169,0.629577,0.385000,0.096215,0.261160,0.398590,0.161883,0.353256,0.198551,0.599902,0.446899,0.377796,0.066336,0.521198,0.693744,0.369301,0.374028,0.570153,0.660014,0.073200,0.074376,0.143538,0.151124,0.257531,0.115094,0.209153,0.583077
Acromyrmex_coronatus_CASENT0744365_processed.obj,worker,acromyrmex,acromyrmex_coronatus,Myrmicinae,leafcutter/fungus-grower,0.02537,-1.27392,0.504518,0.080567,0.162261,0.223934,0.225631,0.376556,0.342909,0.263555,0.239812,0.515120,0.228495,0.308704,0.530858,0.300344,0.210727,0.167343,0.434244,0.255981,0.385483,0.075241,0.503668,0.392347,0.451786,0.096662,0.681162,0.752343,0.301742,0.298252,0.423267,0.554429,0.087569,0.121487,0.292272,0.297276,0.153672,0.115492,0.093992,0.288399
Acromyrmex_echinatior_CASENT0745011_processed.obj,worker,acromyrmex,acromyrmex_echinatior,Myrmicinae,leafcutter/fungus-grower,0.09272,-1.24062,0.307184,0.148399,0.239708,0.249567,0.211141,0.343734,0.313636,0.279837,0.219555,0.377099,0.223788,0.359160,0.534472,0.397927,0.149076,0.114238,0.461013,0.502486,0.279608,0.127460,0.829236,0.665335,0.323057,0.116503,0.487848,0.401166,0.287094,0.314100,0.281149,0.439456,0.113736,0.181312,0.380202,0.390890,0.300542,0.180187,0.191976,0.343561
Acromyrmex_echinatior_CASENT0745012_processed.obj,worker,acromyrmex,acromyrmex_echinatior,Myrmicinae,leafcutter/fungus-grower,0.05774,-1.51742,0.359946,0.100279,0.086031,0.205554,0.222004,0.297175,0.394901,0.281048,0.176616,0.379278,0.183283,0.245395,0.422443,0.373116,0.162957,0.162852,0.381280,0.177417,0.263500,0.080692,0.379703,0.387593,0.343206,0.046449,0.423145,0.628360,0.288573,0.289795,0.277354,0.359089,0.044615,0.088698,0.149117,0.151062,0.567621,0.286869,0.127425,0.435194
Acromyrmex_lobicornis_CASENT0878007_processed.obj,worker,acromyrmex,acromyrmex_lobicornis,Myrmicinae,leafcutter/fungus-grower,0.05438,-1.21346,0.395275,0.046644,0.156200,0.281792,0.341518,0.370663,0.361978,0.313460,0.276477,0.431327,0.273278,0.426226,0.680591,0.417902,0.185616,0.202451,0.504397,0.387333,0.309995,0.183173,0.438106,0.412154,0.366085,0.064413,0.398096,0.343388,0.379474,0.393288,0.349753,0.371871,0.223128,0.109178,0.477718,0.478575,0.247421,0.154458,0.241584,0.427067
Acromyrmex_octospinosus_CASENT0878013_processed.obj,worker,acromyrmex,acromyrmex_octospinosus,Myrmicinae,leafcutter/fungus-grower,0.07308,-1.20885,0.533177,0.110109,0.166129,0.079209,0.306968,0.517644,0.501722,0.370931,0.223373,0.470032,0.166373,0.411964,0.471729,0.348711,0.246067,0.270843,0.366255,0.275284,0.424196,0.106562,0.566058,0.465106,0.488580,0.156419,0.543243,0.407412,0.364381,0.343338,0.369817,0.647402,0.099683,0.117120,0.331528,0.333215,0.569816,0.147145,0.137419,0.375687
Acromyrmex_octospinosus_CASENT0878014_processed.obj,worker,acromyrmex,acromyrmex_octospinosus,Myrmicinae,leafcutter/fungus-grower,0.03535,-1.15358,0.543031,0.087649,0.177335,0.314430,0.190871,0.508978,0.483801,0.373488,0.236110,0.483511,0.164538,0.367037,0.453996,0.422170,0.280306,0.291307,0.542175,0.338986,0.404027,0.118334,0.565566,0.488105,0.493694,0.201254,0.584139,0.392876,0.355283,0.361129,0.344125,0.627944,0.087459,0.130943,0.323285,0.324193,0.587508,0.121467,0.136539,0.348377
Acromyrmex_octospinosus_CASENT0878016_processed.obj,worker,acromyrmex,acromyrmex_octospinosus,Myrmicinae,leafcutter/fungus-grower,0.07414,-1.15126,0.344642,0.209846,0.243106,0.055833,0.373314,0.559142,0.465903,0.350710,0.311612,0.450224,0.294151,0.302289,0.670657,0.342250,0.210892,0.163668,0.562876,0.481313,0.374305,0.175323,0.654071,0.671163,0.408397,0.109386,0.550921,0.510814,0.400227,0.377304,0.357059,0.394853,0.113778,0.133865,0.307162,0.309579,0.640517,0.137477,0.239254,0.331909
Acropyga_butteli_CASENT0878079_processed.obj,worker,acropyga,acropyga_butteli,Formicinae,,0.01206,-1.47934,0.420359,0.048846,0.038180,0.332189,0.265053,0.324355,0.354535,0.232549,0.191354,0.396317,0.196604,0.381608,0.572485,0.313764,0.141832,0.162170,0.317551,0.300562,0.307886,0.076374,0.283597,0.257446,0.399888,0.078901,0.329932,0.350110,0.291944,0.306570,0.299818,0.436489,0.076608,0.116004,0.229514,0.231378,0.278105,0.088966,0.082920,0.293494
Acropyga_decedens_CASENT0744503_processed.obj,worker,acropyga,acropyga_decedens,Formicinae,,0.03123,-1.29316,0.375170,0.054324,0.114746,0.258319,0.449048,0.327067,0.362198,0.262925,0.276265,0.430375,0.258381,0.306288,0.988399,0.098794,0.136167,0.114967,0.411283,0.409133,0.270587,0.086038,0.581838,0.492105,0.340542,0.086196,0.526913,0.305548,0.277761,0.337006,0.527892,0.750661,0.138765,0.156186,0.394264,0.393670,0.436919,0.144176,0.209532,0.290894
Acropyga_goeldii_CASENT0744198_processed.obj,worker,acropyga,acropyga_goeldii,Formicinae,,0.03276,-1.20905,0.317626,0.079445,0.139886,0.463004,0.418373,0.307953,0.379288,0.281888,0.240657,0.369721,0.249114,0.530451,0.932555,0.521376,0.106365,0.122611,0.434893,0.396943,0.235133,0.086819,0.463388,0.472581,0.320329,0.136327,0.426877,0.485403,0.334838,0.321662,0.352102,0.504574,0.218179,0.152209,0.433581,0.434562,0.219896,0.180599,0.229849,0.354713
Acropyga_goeldii_CASENT0744199_processed.obj,worker,acropyga,acropyga_goeldii,Formicinae,,0.10260,-1.07239,0.413455,0.096611,0.195164,0.320694,0.553664,0.368055,0.425983,0.327329,0.319365,0.432902,0.282967,0.457739,0.952887,0.409423,0.170164,0.206705,0.602718,0.385709,0.330543,0.182757,0.509482,0.554803,0.371691,0.101549,0.539563,0.550371,0.330029,0.393237,0.382220,0.590980,0.238623,0.132825,0.450602,0.449795,0.546957,0.196375,0.264840,0.479163
Acropyga_goeldii_CASENT0744200_processed.obj,worker,acropyga,acropyga_goeldii,Formicinae,,0.04258,-1.21577,0.496759,0.050688,0.082745,0.393970,0.403219,0.313951,0.182332,0.140549,0.307834,0.505966,0.302871,0.490647,0.862495,0.515550,0.210929,0.144817,0.428929,0.399080,0.403805,0.137876,0.461462,0.362096,0.469561,0.156303,0.511989,0.391803,0.230755,0.155319,0.417083,0.670607,0.193037,0.182179,0.399889,0.403550,0.263959,0.285686,0.180612,0.403855
Acropyga_sauteri_CASENT0878081_processed.obj,worker,acropyga,acropyga_sauteri,Formicinae,,0.02649,-1.53537,0.424218,0.050276,0.074083,0.276777,0.258520,0.312990,0.278710,0.195686,0.201158,0.397881,0.211133,0.337298,0.553394,0.289562,0.169417,0.130847,0.315566,0.319665,0.318238,0.097888,0.320247,0.246571,0.401036,0.087363,0.295959,0.252691,0.235740,0.235835,0.226131,0.314408,0.066470,0.088592,0.189263,0.190461,0.206555,0.060816,0.101549,0.293540
Acropyga_sauteri_CASENT0878082_processed.obj,worker,acropyga,acropyga_sauteri,Formicinae,,0.05455,-1.42515,0.444414,0.046831,0.101324,0.323980,0.265185,0.348642,0.364263,0.228143,0.224036,0.426249,0.220855,0.393578,0.609793,0.382961,0.171841,0.167983,0.359960,0.287963,0.362165,0.192969,0.428402,0.378352,0.417393,0.095511,0.266106,0.302455,0.267610,0.292456,0.223570,0.370275,0.051990,0.093896,0.158921,0.162536,0.245861,0.085825,0.101429,0.326560
Adelomyrmex_samoanus_CASENT0745601_processed.obj,worker,adelomyrmex,adelomyrmex_samoanus,Myrmicinae,,0.02028,-1.03689,0.511050,0.210572,0.318036,0.211108,0.529946,0.581365,0.641624,0.409560,0.187556,0.446757,0.186451,0.551782,0.952998,0.599673,0.158665,0.130575,0.545529,0.584727,0.305255,0.104859,0.502397,0.859858,0.423626,0.114217,0.647435,0.504095,0.481673,0.509688,0.385883,0.593318,0.109980,0.156910,0.348290,0.348073,0.531920,0.098119,0.107317,0.239166
Adelomyrmex_samoanus_CASENT0745602_processed.obj,worker,adelomyrmex,adelomyrmex_samoanus,Myrmicinae,,0.06621,-1.27583,0.459102,0.061109,0.163014,0.255606,0.190994,0.519403,0.533350,0.356374,0.206020,0.443274,0.196095,0.187854,0.613514,0.302124,0.155699,0.186978,0.470686,0.316765,0.323576,0.067619,0.450298,0.442204,0.454133,0.114966,0.720510,0.439439,0.415003,0.430066,0.333380,0.440097,0.103223,0.145138,0.292384,0.294024,0.282846,0.072944,0.094440,0.254310
Aenictus_afrc-gh01_CASENT0744678_processed.obj,worker,aenictus,aenictus_afrc-gh01,Dorylinae,army ant,0.02103,-1.56074,0.507517,0.050227,0.074471,0.154297,0.148059,0.282201,0.343519,0.225022,0.190517,0.473688,0.193264,0.226054,0.260558,0.166658,0.170455,0.167179,0.373042,0.252324,0.364550,0.070646,0.365245,0.285589,0.454442,0.102389,0.436662,0.409874,0.272297,0.277433,0.335106,0.332532,0.046638,0.099536,0.151896,0.155941,0.537733,0.150231,0.065982,0.357237
Aenictus_afrc-gh01_CASENT0744679_processed.obj,worker,aenictus,aenictus_afrc-gh01,Dorylinae,army ant,0.02780,-1.53021,0.508541,0.093652,0.157275,0.218066,0.178277,0.252733,0.301584,0.199455,0.172574,0.465152,0.173324,0.260242,0.517973,0.240537,0.168902,0.161835,0.280493,0.205226,0.360183,0.064024,0.331226,0.326605,0.464837,0.102155,0.409462,0.408972,0.248129,0.270627,0.265106,0.284935,0.050579,0.087918,0.131299,0.137590,0.181180,0.122562,0.090798,0.361851
Aenictus_ceylonicus_CASENT0878083_processed.obj,worker,aenictus,aenictus_ceylonicus,Dorylinae,army ant,0.02652,-1.60680,0.411717,0.083956,0.146599,0.096764,0.208854,0.269206,0.276604,0.177130,0.156400,0.391453,0.162136,0.258622,0.485447,0.206601,0.132758,0.123955,0.339569,0.237905,0.281924,0.118785,0.371698,0.498672,0.363646,0.072691,0.389983,0.332322,0.243096,0.250423,0.254126,0.242841,0.050738,0.068357,0.121041,0.121208,0.324786,0.093834,0.086229,0.333380
Aenictus_ceylonicus_CASENT0878084_processed.obj,worker,aenictus,aenictus_ceylonicus,Dorylinae,army ant,0.03342,-1.72659,0.381884,0.072509,0.124821,0.194371,0.170740,0.233122,0.229300,0.164581,0.139456,0.362199,0.144223,0.235605,0.424351,0.221952,0.122928,0.116184,0.287972,0.198984,0.266851,0.049466,0.325373,0.365591,0.330769,0.041335,0.381300,0.361859,0.201266,0.223478,0.118763,0.310723,0.052704,0.069807,0.114621,0.115620,0.115592,0.078821,0.083277,0.288650
Aenictus_lifuiae_OKENT0105003_processed.obj,worker,aenictus,aenictus_lifuiae,Dorylinae,army ant,0.04077,-1.71667,0.409169,0.077950,0.124524,0.126274,0.183384,0.215748,0.255885,0.172895,0.140950,0.379255,0.158636,0.204991,0.477396,0.163958,0.173297,0.100847,0.298612,0.155315,0.302690,0.048481,0.279525,0.190537,0.370568,0.075527,0.347907,0.306220,0.219669,0.253628,0.189010,0.176947,0.063105,0.072035,0.151523,0.154844,0.154031,0.161549,0.094107,0.334360
Aenictus_lifuiae_OKENT0105004_processed.obj,worker,aenictus,aenictus_lifuiae,Dorylinae,army ant,0.01035,-1.41678,0.492171,0.092252,0.171929,0.239276,0.252443,0.291989,0.306203,0.220961,0.186014,0.472034,0.198199,0.307413,0.655120,0.299578,0.142763,0.162928,0.408116,0.317555,0.351939,0.074431,0.388621,0.343727,0.425891,0.114599,0.483679,0.579754,0.266504,0.277979,0.307788,0.364791,0.058876,0.081913,0.145037,0.146271,0.107870,0.095294,0.068848,0.244406
Allomerus_decemarticulatus_CASENT0744512_processed.obj,worker,allomerus,allomerus_decemarticulatus,,,0.02432,-1.23338,0.511115,0.100690,0.220587,0.317736,0.210553,0.460576,0.456089,0.340298,0.280443,0.499411,0.269934,0.378329,0.573287,0.321849,0.163438,0.305965,0.456187,0.346583,0.371657,0.090457,0.434872,0.368683,0.450036,0.124575,0.495479,0.353403,0.354882,0.424469,0.319220,0.292171,0.065708,0.131303,0.289345,0.291838,0.311869,0.108230,0.147185,0.297222
Allomerus_decemarticulatus_CASENT0745025_processed.obj,worker,allomerus,allomerus_decemarticulatus,,,0.04396,-1.24490,0.407778,0.071996,0.125653,0.089652,0.268810,0.360630,0.432660,0.312162,0.268061,0.408020,0.280576,0.155158,0.586016,0.321104,0.159004,0.153051,0.396865,0.440991,0.287918,0.041959,0.546145,0.574589,0.369169,0.141143,0.597639,0.498719,0.300290,0.364380,0.564603,0.703733,0.138981,0.230040,0.549127,0.558485,0.400205,0.169462,0.237063,0.335640
Allomerus_octoarticulatus_CASENT0744405_processed.obj,worker,allomerus,allomerus_octoarticulatus,,,0.06733,-1.03189,0.536190,0.170442,0.195170,0.394430,0.315916,0.377502,0.393121,0.312685,0.274141,0.415236,0.298823,0.444969,0.921603,0.202088,0.187827,0.271107,0.471195,0.533506,0.334017,0.148259,0.458366,0.487259,0.411080,0.294418,0.498244,0.626699,0.350833,0.321406,0.394455,0.622019,0.222583,0.224086,0.518943,0.520352,0.413600,0.193302,0.256165,0.366372
Allomerus_octoarticulatus_CASENT0744406_processed.obj,worker,allomerus,allomerus_octoarticulatus,,,0.04522,-0.95919,0.477058,0.093051,0.144723,0.209067,0.411346,0.423941,0.596536,0.509321,0.291532,0.531660,0.245165,0.464416,0.969667,0.334342,0.174643,0.230906,0.644308,0.677731,0.344628,0.153181,0.510382,0.350512,0.483434,0.284117,0.738054,0.856256,0.404055,0.439621,0.595887,0.709074,0.157137,0.196278,0.705798,0.714914,0.313297,0.258089,0.147651,0.429729
Anochetus_horridus_CASENT0744281_processed.obj,worker,anochetus,anochetus_horridus,Ponerinae,trap-jaw,0.09975,-1.50186,0.560760,0.051340,0.161469,0.178540,0.145705,0.260226,0.334800,0.203706,0.155685,0.453625,0.141111,0.186498,0.529496,0.199795,0.225647,0.184351,0.389931,0.355646,0.424973,0.060330,0.585272,0.413753,0.486571,0.108832,0.503126,0.243581,0.266210,0.224648,0.259485,0.395151,0.036394,0.067843,0.211236,0.212324,0.204555,0.197331,0.149430,0.348651
Anochetus_katonae_CASENT0745578_processed.obj,worker,anochetus,anochetus_katonae,Ponerinae,trap-jaw,0.03983,-1.29267,0.565198,0.046668,0.141362,0.291734,0.257301,0.432728,0.504408,0.298107,0.240636,0.478931,0.221678,0.291485,0.723155,0.339578,0.202110,0.130655,0.451592,0.290954,0.330953,0.076063,0.428656,0.408045,0.468579,0.116198,0.460767,0.267901,0.438831,0.417841,0.319114,0.459154,0.074279,0.138498,0.292003,0.296209,0.157726,0.125824,0.096580,0.321758
Anochetus_mayri_CASENT0744450_processed.obj,worker,anochetus,anochetus_mayri,Ponerinae,trap-jaw,0.07279,-1.14407,0.470850,0.086948,0.161139,0.385639,0.314663,0.300876,0.366671,0.259885,0.228635,0.457434,0.288831,0.387808,0.822272,0.528301,0.194863,0.151838,0.456016,0.481455,0.306171,0.123781,0.667679,0.560575,0.461411,0.131344,0.433109,0.377383,0.326792,0.437447,0.457873,0.612784,0.167721,0.108951,0.404373,0.404635,0.189467,0.184967,0.172247,0.371108
Anochetus_risii_CASENT0877608_processed.obj,worker,anochetus,anochetus_risii,Ponerinae,trap-jaw,0.02471,-1.34031,0.582073,0.047485,0.165702,0.258606,0.200792,0.358793,0.416653,0.249819,0.198715,0.508343,0.179922,0.257572,0.643823,0.282899,0.213389,0.213718,0.369126,0.378851,0.436859,0.097174,0.430469,0.354523,0.528836,0.147333,0.527770,0.479133,0.338993,0.327896,0.263256,0.457896,0.048185,0.084452,0.217451,0.221371,0.116324,0.131790,0.109647,0.394832
Anochetus_risii_CASENT0877609_processed.obj,worker,anochetus,anochetus_risii,Ponerinae,trap-jaw,0.11129,-1.16244,0.491405,0.112264,0.210038,0.383200,0.382648,0.301757,0.396065,0.262583,0.221529,0.447095,0.263443,0.370878,0.856357,0.478605,0.118913,0.083230,0.472030,0.514526,0.264100,0.099662,0.480015,0.262990,0.386024,0.164742,0.516479,0.583105,0.379143,0.426874,0.420471,0.677428,0.119203,0.228804,0.406208,0.414374,0.170543,0.257792,0.170916,0.417324
Anochetus_sp._CASENT0744922_processed.obj,worker,anochetus,,Ponerinae,trap-jaw,0.03874,-1.33165,0.537773,0.086494,0.137065,0.261138,0.201447,0.401015,0.250678,0.173774,0.204629,0.468191,0.203116,0.267107,0.584878,0.295096,0.219100,0.145759,0.415891,0.318374,0.372351,0.087633,0.358899,0.376836,0.449491,0.125723,0.493227,0.514329,0.256185,0.149239,0.294131,0.393776,0.140534,0.192546,0.357340,0.360701,0.120278,0.344353,0.079664,0.404803
Anoplolepis_custodiens_CASENT0744723_processed.obj,worker,anoplolepis,anoplolepis_custodiens,,,0.07389,-1.32824,0.333419,0.042696,0.110304,0.259291,0.283518,0.217143,0.286954,0.197350,0.198019,0.404303,0.191794,0.430404,0.585355,0.479422,0.043806,0.149009,0.289049,0.391628,0.204061,0.105235,0.561233,0.443056,0.266377,0.191138,0.627981,0.502414,0.221030,0.328008,0.655562,0.614149,0.119752,0.238206,0.415374,0.422608,0.316557,0.219235,0.130790,0.333169
Aphaenogaster_cf.araneoides_CASENT0878078_processed.obj,worker,aphaenogaster,aphaenogaster_araneoides,Myrmicinae,,0.08163,-1.23587,0.470037,0.135273,0.094646,0.234063,0.251498,0.280851,0.337299,0.243996,0.207628,0.444761,0.252831,0.357908,0.456560,0.288872,0.167417,0.245807,0.510658,0.427933,0.303276,0.224388,0.598371,0.542714,0.403206,0.128422,0.913339,0.504811,0.301138,0.291206,0.488202,0.433898,0.060775,0.118293,0.310767,0.317236,0.451714,0.172100,0.161500,0.387684
Aphaenogaster_gonacantha_CASENT0745599_processed.obj,worker,aphaenogaster,aphaenogaster_gonacantha,Myrmicinae,,0.08997,-1.63966,0.430606,0.313473,0.465580,0.011656,0.028930,0.149413,0.267545,0.225996,0.123676,0.356663,0.168286,0.157811,0.815928,0.277898,0.242688,0.194127,0.374810,0.228493,0.314628,0.077312,0.314089,0.305464,0.383311,0.152457,0.400633,0.593734,0.184162,0.163146,0.222484,0.287969,0.061994,0.063478,0.105868,0.115170,0.930297,0.505587,0.243213,0.506062
Aphaenogaster_gonacantha_CASENT0745600_processed.obj,worker,aphaenogaster,aphaenogaster_gonacantha,Myrmicinae,,0.04947,-1.57245,0.394784,0.121010,0.049924,0.164476,0.177425,0.106607,0.297440,0.150407,0.136234,0.411573,0.196474,0.213337,0.385857,0.219246,0.102685,0.238060,0.311799,0.247995,0.243879,0.119131,0.231056,0.295253,0.367823,0.096985,0.460980,0.420344,0.276903,0.330273,0.197413,0.343612,0.069150,0.121562,0.258229,0.262521,0.349363,0.518200,0.190042,0.389488
Aphaenogaster_gracillima_OKENT0105348_processed.obj,worker,aphaenogaster,aphaenogaster_gracillima,Myrmicinae,,0.02927,-1.14714,0.621514,0.142325,0.235600,0.349113,0.282358,0.331389,0.409387,0.273727,0.204855,0.506830,0.211258,0.403073,0.795737,0.462139,0.219649,0.213551,0.559897,0.402415,0.475166,0.086124,0.590988,0.439036,0.572421,0.169817,0.714946,0.572157,0.344729,0.349207,0.321498,0.424529,0.071316,0.129455,0.259361,0.264498,0.202271,0.194631,0.104028,0.288713
Aphaenogaster_japonica_CASENT0743784_processed.obj,worker,aphaenogaster,aphaenogaster_japonica,Myrmicinae,,0.08394,-1.13548,0.418366,0.166063,0.329068,0.343546,0.355441,0.253459,0.288133,0.234638,0.184470,0.395265,0.197251,0.492158,0.834361,0.556374,0.182655,0.129425,0.594987,0.437561,0.307493,0.139621,0.629065,0.544503,0.335898,0.166348,0.581335,0.354492,0.273189,0.251954,0.316328,0.566007,0.153155,0.229180,0.490744,0.492289,0.347289,0.179731,0.128756,0.315333
Aphaenogaster_lepida_CASENT0743786_processed.obj,worker,aphaenogaster,aphaenogaster_lepida,Myrmicinae,,0.03691,-1.20353,0.468636,0.142062,0.225558,0.323373,0.303588,0.231791,0.315929,0.222167,0.200430,0.426881,0.222463,0.417314,0.658050,0.410614,0.087737,0.201683,0.479681,0.349673,0.316936,0.096001,0.587015,0.306954,0.403127,0.117827,0.713788,0.623745,0.299681,0.371840,0.288994,0.567767,0.153723,0.198585,0.409380,0.418212,0.219326,0.192284,0.126228,0.335856
Aphaenogaster_pallida_CASENT0745235_processed.obj,worker,aphaenogaster,aphaenogaster_pallida,Myrmicinae,,0.02907,-1.24233,0.546935,0.112822,0.181267,0.289350,0.342038,0.373698,0.385398,0.272268,0.228496,0.501139,0.215893,0.438634,0.807234,0.391775,0.185502,0.192770,0.407339,0.360001,0.401056,0.106120,0.423023,0.285346,0.482916,0.120401,0.496867,0.468510,0.320171,0.339849,0.301812,0.443330,0.064093,0.123221,0.268415,0.270188,0.124991,0.093935,0.068673,0.289767
Aphaenogaster_sardoa_CASENT0745225_processed.obj,worker,aphaenogaster,aphaenogaster_sardoa,Myrmicinae,,0.01754,-1.34397,0.576958,0.101566,0.186883,0.210462,0.213624,0.270341,0.317348,0.260119,0.186051,0.500765,0.193648,0.300388,0.535040,0.319184,0.224879,0.138954,0.387159,0.346319,0.429296,0.189416,0.343100,0.349928,0.498422,0.113360,0.586428,0.579988,0.269378,0.202134,0.405013,0.403374,0.055000,0.094171,0.195154,0.198757,0.179738,0.263270,0.102888,0.442089
Aphaenogaster_subterranea_CASENT0745050_processed.obj,worker,aphaenogaster,aphaenogaster_subterranea,Myrmicinae,,0.03863,-1.45785,0.445390,0.096995,0.161885,0.222265,0.221704,0.281097,0.308016,0.212725,0.169779,0.407328,0.173386,0.302335,0.500287,0.285074,0.189134,0.115770,0.383239,0.214468,0.331452,0.087106,0.782226,0.467630,0.399254,0.080091,0.327134,0.228470,0.264656,0.280041,0.322411,0.371229,0.063542,0.100400,0.186456,0.189067,0.170827,0.085624,0.101139,0.269727
