label,source,genus,species,subfamily,ecology,asym_median,log_size,attach_b_a_1,seg_b_a_1,seg_b_a_2,seg_b_a_3,seg_b_a_4,head_wid,head_len,head_hei,mesosoma_wid,mesosoma_len,mesosoma_hei,gaster_wid,gaster_len,gaster_hei,attach_l_1_co,seg_l_1_co,seg_l_1_tr,seg_l_1_fe,attach_l_2_co,seg_l_2_co,seg_l_2_tr,seg_l_2_fe,attach_l_3_co,seg_l_3_co,seg_l_3_tr,seg_l_3_fe,attach_ma,attach_an_1,seg_an_1,seg_an_2,mandible_wid,mandible_len,mandible_hei,leaflen_ma,shapedev_gaster,shapedev_head,shapedev_mesosoma,shapedev_mandible
Pseudomyrmex_gracilis_CASENT0709535_processed.obj,worker,pseudomyrmex,pseudomyrmex_gracilis,Pseudomyrmecinae,arboreal,0.02496,-1.51514,0.546815,0.099183,0.270690,0.316248,0.236818,0.283931,0.286219,0.192064,0.184026,0.469962,0.182292,0.231426,0.924382,0.235085,0.141861,0.180230,0.310552,0.217864,0.343569,0.075753,0.225993,0.214475,0.421499,0.097739,0.447390,0.387978,0.258187,0.264472,0.148854,0.197067,0.050458,0.082306,0.152081,0.157865,0.290611,0.076425,0.108084,0.437394
Pseudomyrmex_sp._CASENT0744024_processed.obj,worker,pseudomyrmex,,Pseudomyrmecinae,arboreal,0.08424,-1.21382,0.399593,0.069582,0.095476,0.305435,0.272360,0.282639,0.452876,0.430045,0.279048,0.461584,0.312929,0.399747,0.644270,0.442610,0.089016,0.242165,0.324681,0.351510,0.194331,0.096550,0.443209,0.290852,0.449489,0.185454,0.604285,0.472991,0.328443,0.349879,0.320108,0.443888,0.194208,0.204642,0.481467,0.482302,0.329176,0.341722,0.222939,0.296079
Pseudomyrmex_termitarius_CASENT0744247_processed.obj,worker,pseudomyrmex,pseudomyrmex_termitarius,Pseudomyrmecinae,arboreal,0.06916,-1.44306,0.452936,0.121862,0.208415,0.334434,0.279917,0.196399,0.195318,0.181224,0.167736,0.401048,0.184524,0.242239,0.816058,0.289872,0.122827,0.153953,0.344681,0.262521,0.271727,0.116279,0.352744,0.355730,0.361008,0.091541,0.355504,0.329307,0.197608,0.182545,0.267124,0.280964,0.087670,0.202306,0.268195,0.273238,0.166137,0.169955,0.101835,0.418714
Pseudomyrmex_triplarinus_CASENT0741218_processed.obj,worker,pseudomyrmex,pseudomyrmex_triplarinus,Pseudomyrmecinae,arboreal,0.08481,-1.57754,0.479494,0.064964,0.135712,0.305322,0.246465,0.283985,0.289819,0.212368,0.189490,0.444508,0.198320,0.239662,0.713861,0.236493,0.144502,0.133629,0.266680,0.198284,0.314382,0.071034,0.256114,0.180452,0.406845,0.119548,0.448033,0.335571,0.248593,0.264678,0.148096,0.205781,0.042107,0.078920,0.160186,0.164403,0.170871,0.068054,0.069056,0.401633
Pseudoneoponera_rufipes_CASENT0877628_processed.obj,worker,pseudoneoponera,pseudoneoponera_rufipes,,,0.03017,-1.34926,0.409547,0.087425,0.122391,0.343316,0.292671,0.308880,0.269783,0.222252,0.280334,0.423683,0.280085,0.375864,0.684683,0.414424,0.156396,0.145170,0.367570,0.352119,0.292448,0.070838,0.436456,0.371673,0.359041,0.116468,0.437440,0.432507,0.214327,0.246590,0.330796,0.336188,0.122471,0.080812,0.301919,0.300603,0.240135,0.122210,0.231185,0.371864
Pseudoponera_stigma_CASENT0744030_processed.obj,worker,pseudoponera,pseudoponera_stigma,,,0.01413,-1.22589,0.377644,0.097334,0.132283,0.452959,0.353057,0.296904,0.347668,0.229346,0.233251,0.415912,0.249315,0.365982,0.937094,0.430501,0.153035,0.157084,0.500892,0.329415,0.290296,0.112486,0.514985,0.407086,0.384846,0.140285,0.453797,0.422350,0.276977,0.320685,0.425183,0.494451,0.145614,0.102443,0.391439,0.393078,0.201591,0.147177,0.172590,0.339072
Rasopone_ferruginea_CASENT0744068_processed.obj,worker,rasopone,rasopone_ferruginea,,,0.11307,-1.27513,0.415558,0.079231,0.162114,0.302076,0.333278,0.301194,0.310758,0.226409,0.249414,0.411233,0.263040,0.410619,0.808274,0.442947,0.118238,0.186868,0.327718,0.251121,0.312461,0.097674,0.515200,0.302358,0.339934,0.156300,0.551467,0.264949,0.296624,0.286870,0.277806,0.545471,0.199920,0.098938,0.438147,0.438081,0.188703,0.101872,0.193173,0.406679
Rasopone_ferruginea_CASENT0744069_processed.obj,worker,rasopone,rasopone_ferruginea,,,0.05878,-1.04439,0.559359,0.106365,0.197714,0.261592,0.241659,0.386910,0.488926,0.433820,0.225597,0.463234,0.258630,0.405250,0.499992,0.402272,0.179093,0.118019,0.455412,0.503988,0.338686,0.243005,0.687415,0.567338,0.388027,0.182072,0.491711,0.672279,0.405394,0.401254,0.335603,0.679410,0.256973,0.260876,0.559414,0.557097,0.321832,0.222375,0.188794,0.405513
Recurvidris_kemneri_CASENT0745633_processed.obj,worker,recurvidris,recurvidris_kemneri,,,0.02444,-1.35746,0.549669,0.133422,0.178935,0.239776,0.233142,0.371453,0.358833,0.269626,0.194060,0.469698,0.177570,0.304306,0.723338,0.239541,0.193655,0.148960,0.278623,0.310270,0.391380,0.084494,0.509910,0.362375,0.473000,0.063540,0.440444,0.348277,0.310261,0.336805,0.344535,0.476658,0.077410,0.109447,0.197495,0.198984,0.284817,0.078313,0.080269,0.372284
Rogeria_cf.blanda_CASENT0744351_processed.obj,worker,rogeria,rogeria_blanda,,,0.03797,-1.13996,0.480630,0.055511,0.065130,0.316141,0.232197,0.348207,0.528473,0.440610,0.233569,0.502301,0.334136,0.556747,0.658225,0.212066,0.067878,0.127291,0.689266,0.520992,0.204483,0.104585,0.593238,0.494899,0.506574,0.132747,0.479929,0.444998,0.422119,0.409278,0.613061,0.608322,0.305279,0.218034,0.627516,0.619660,0.478620,0.298945,0.258575,0.369410
Sericomyrmex_bondari_CASENT0744099_processed.obj,worker,sericomyrmex,sericomyrmex_bondari,,,0.03635,-1.16682,0.409808,0.161523,0.283335,0.307843,0.379928,0.442235,0.352228,0.266979,0.182441,0.436305,0.183589,0.338694,0.784388,0.450663,0.059829,0.191212,0.716322,0.551091,0.225109,0.160702,0.605135,0.354953,0.334981,0.102725,0.562086,0.552784,0.308144,0.183432,0.479730,0.436233,0.188372,0.254023,0.417262,0.417078,0.636254,0.244483,0.136448,0.397670
Sericomyrmex_cf.mayri_CASENT0744449_processed.obj,worker,sericomyrmex,sericomyrmex_mayri,,,0.05173,-1.02459,0.526792,0.136425,0.212985,0.321347,0.359420,0.404828,0.439317,0.378659,0.276403,0.491762,0.260434,0.326097,0.548101,0.555811,0.242074,0.263259,0.642883,0.446865,0.377290,0.207987,0.565861,0.537661,0.538485,0.160838,0.550905,0.522787,0.369344,0.346979,0.497446,0.523943,0.198552,0.126243,0.442703,0.439017,0.568672,0.160223,0.154254,0.396208
Sericomyrmex_cf.parvulus_CASENT0744360_processed.obj,worker,sericomyrmex,sericomyrmex_parvulus,,,0.03340,-1.11762,0.453062,0.078627,0.270048,0.234234,0.270148,0.411333,0.460395,0.367748,0.265547,0.428485,0.261789,0.430204,0.532284,0.375650,0.186006,0.206779,0.608352,0.570790,0.355894,0.084171,0.341476,0.557898,0.380742,0.167527,0.593591,0.583177,0.375874,0.356502,0.454223,0.531038,0.223272,0.128795,0.434458,0.425631,0.669915,0.151619,0.206244,0.416841
Sericomyrmex_mayri_CASENT0745109_processed.obj,worker,sericomyrmex,sericomyrmex_mayri,,,0.08192,-1.30772,0.343140,0.062843,0.096922,0.180660,0.208989,0.324864,0.404800,0.322641,0.198996,0.364985,0.219979,0.277897,0.527811,0.306639,0.161647,0.193962,0.338535,0.273117,0.390215,0.275394,0.474278,0.383731,0.333111,0.082034,0.677869,0.685911,0.339674,0.297869,0.343233,0.443589,0.167832,0.098060,0.332465,0.335444,0.267644,0.190362,0.165784,0.448125
Sericomyrmex_mayri_CASENT0745110_processed.obj,worker,sericomyrmex,sericomyrmex_mayri,,,0.02466,-1.43557,0.440631,0.092942,0.133168,0.290308,0.217885,0.492240,0.354604,0.389045,0.175181,0.408881,0.194772,0.382625,0.530336,0.358432,0.197232,0.093896,0.493711,0.373948,0.305423,0.113528,0.562483,0.404999,0.391834,0.046706,0.639268,0.435772,0.269354,0.336298,0.315238,0.379098,0.048526,0.071906,0.060520,0.084801,0.192708,0.212356,0.173517,0.621832
Solenopsis_afrc-za01_CASENT0744870_processed.obj,worker,solenopsis,solenopsis_afrc-za01,Myrmicinae,,0.03339,-1.24295,0.513846,0.083956,0.146760,0.310633,0.261826,0.445790,0.425639,0.306236,0.255582,0.506638,0.227779,0.428021,0.762996,0.292051,0.166809,0.216418,0.493813,0.299920,0.363040,0.161752,0.432656,0.240402,0.463018,0.124832,0.436105,0.403959,0.361365,0.379330,0.246693,0.398079,0.097085,0.142405,0.291659,0.291693,0.194062,0.101152,0.100531,0.261867
Solenopsis_afrc-za01_CASENT0744871_processed.obj,worker,solenopsis,solenopsis_afrc-za01,Myrmicinae,,0.02039,-1.13970,0.534743,0.157232,0.144326,0.352569,0.396238,0.411345,0.350775,0.288860,0.303238,0.451580,0.282576,0.497730,0.908708,0.216808,0.266548,0.131626,0.398739,0.470894,0.472477,0.093201,0.411262,0.186387,0.418781,0.213579,0.455214,0.436916,0.264350,0.311311,0.388700,0.635359,0.168098,0.220233,0.432272,0.429939,0.421156,0.145932,0.242345,0.356867
Solenopsis_afrc-za06_CASENT0744874_processed.obj,worker,solenopsis,solenopsis_afrc-za06,Myrmicinae,,0.07149,-1.25382,0.438867,0.039021,0.181407,0.193930,0.267231,0.414176,0.256589,0.203982,0.174707,0.445585,0.235385,0.468461,0.665565,0.348124,0.159843,0.151244,0.449963,0.447696,0.192392,0.234621,0.556039,0.560096,0.467042,0.185041,0.397387,0.391391,0.261063,0.195873,0.483335,0.574262,0.100767,0.202531,0.406885,0.406815,0.388448,0.313625,0.189912,0.297427
Solenopsis_afrc-za09_CASENT0744879_processed.obj,worker,solenopsis,solenopsis_afrc-za09,Myrmicinae,,0.03545,-1.18511,0.374257,0.090906,0.066656,0.509218,0.257913,0.267893,0.402807,0.277179,0.201437,0.427791,0.226444,0.517895,0.697353,0.418385,0.125547,0.152511,0.517574,0.558682,0.203963,0.144379,0.440328,0.252637,0.409322,0.214708,0.427355,0.412747,0.352880,0.393369,0.380584,0.457952,0.230702,0.190764,0.634186,0.634979,0.330121,0.242529,0.170840,0.310031
Solenopsis_afrc-zm02_CASENT0744886_processed.obj,worker,solenopsis,solenopsis_afrc-zm02,Myrmicinae,,0.05028,-1.24300,0.480374,0.103182,0.187451,0.160518,0.186787,0.315914,0.305021,0.258134,0.252923,0.415069,0.265954,0.387547,0.652932,0.296768,0.152107,0.148602,0.427854,0.352661,0.323216,0.102058,0.503525,0.521436,0.388919,0.049685,0.569537,0.442850,0.297318,0.275393,0.410524,0.518657,0.257089,0.217712,0.466629,0.464649,0.406278,0.146216,0.211509,0.305443
Solenopsis_desecheoensis_CASENT0744889_processed.obj,worker,solenopsis,solenopsis_desecheoensis,Myrmicinae,,0.03984,-1.07180,0.454457,0.131647,0.196430,0.316530,0.311874,0.370145,0.475606,0.380762,0.263027,0.393736,0.281590,0.359808,0.523187,0.376869,0.130861,0.236401,0.641669,0.498100,0.273995,0.157488,0.481442,0.388151,0.367716,0.134475,0.621102,0.786671,0.366227,0.453078,0.455403,0.474871,0.275655,0.130890,0.610869,0.608696,0.339038,0.215091,0.247150,0.421314
Solenopsis_invicta_CASENT0744090_processed.obj,worker,solenopsis,solenopsis_invicta,Myrmicinae,,0.09099,-1.31030,0.379513,0.099166,0.184325,0.219462,0.316432,0.259092,0.301407,0.209496,0.203528,0.395600,0.212456,0.421237,0.800903,0.293110,0.089586,0.200383,0.446406,0.270944,0.268638,0.111045,0.506078,0.332719,0.371734,0.069974,0.339592,0.468993,0.270962,0.279816,0.459175,0.467278,0.177849,0.190696,0.362316,0.372748,0.174025,0.171560,0.166566,0.493601
Solenopsis_invicta_CASENT0744384_processed.obj,worker,solenopsis,solenopsis_invicta,Myrmicinae,,0.05513,-1.09760,0.481252,0.167311,0.142085,0.468257,0.280021,0.288609,0.414919,0.293580,0.241635,0.458966,0.204601,0.499951,0.892617,0.414683,0.121232,0.173385,0.506104,0.496316,0.310500,0.319170,0.646230,0.407479,0.327743,0.186167,0.731792,0.562520,0.285350,0.232414,0.366248,0.438175,0.168472,0.185561,0.492574,0.494064,0.304888,0.231288,0.147676,0.315492
Solenopsis_invicta_CASENT0744526_processed.obj,worker,solenopsis,solenopsis_invicta,Myrmicinae,,0.08223,-1.13921,0.479614,0.097426,0.199013,0.438812,0.274971,0.370539,0.247944,0.176042,0.263428,0.436250,0.265912,0.433418,0.521903,0.409765,0.211861,0.190056,0.544887,0.529744,0.354942,0.201223,0.625847,0.485746,0.396920,0.234283,0.639582,0.538842,0.223816,0.198407,0.422246,0.459927,0.133942,0.188812,0.408140,0.407483,0.514641,0.244041,0.205837,0.286707
Solenopsis_invicta_OKENT0105176_processed.obj,worker,solenopsis,solenopsis_invicta,Myrmicinae,,0.04212,-1.27302,0.519961,0.117146,0.218607,0.211941,0.458359,0.340895,0.353100,0.261159,0.164219,0.407837,0.154885,0.333680,0.863672,0.375794,0.261997,0.112527,0.531745,0.385702,0.418845,0.099283,0.455231,0.388474,0.455018,0.095523,0.469555,0.452929,0.283983,0.269136,0.401273,0.491275,0.108106,0.093027,0.236866,0.236533,0.496697,0.142399,0.204328,0.401252
Solenopsis_sp._CASENT0744153_processed.obj,worker,solenopsis,,Myrmicinae,,0.06584,-1.24862,0.590756,0.125107,0.227446,0.076467,0.348174,0.385046,0.221683,0.159836,0.267220,0.526428,0.242613,0.447464,0.744871,0.286649,0.206295,0.188666,0.412695,0.351973,0.382951,0.170736,0.348660,0.437789,0.503551,0.115847,0.419245,0.369999,0.263439,0.165581,0.271946,0.405494,0.187671,0.186290,0.462594,0.462101,0.462198,0.365856,0.099354,0.368743
Sphinctomyrmex_stali_CASENT0790135_processed.obj,worker,sphinctomyrmex,sphinctomyrmex_stali,Dorylinae,,0.01808,-1.62157,0.484650,0.078448,0.183850,0.297428,0.269175,0.226833,0.269766,0.191682,0.180200,0.395653,0.184561,0.249607,0.792119,0.212002,0.146816,0.120107,0.268505,0.174896,0.288614,0.049162,0.268303,0.222977,0.360674,0.081741,0.365730,0.323924,0.212651,0.242430,0.192967,0.255938,0.036700,0.078629,0.129522,0.134453,0.190965,0.133177,0.104038,0.360031
Sphinctomyrmex_stali_CASENT0790136_processed.obj,worker,sphinctomyrmex,sphinctomyrmex_stali,Dorylinae,,0.05318,-1.21272,0.373716,0.121521,0.323351,0.257256,0.266629,0.291337,0.378192,0.215406,0.226156,0.429847,0.235286,0.392260,1.066866,0.361221,0.198833,0.157401,0.369553,0.329657,0.337779,0.159182,0.331847,0.282875,0.474963,0.081887,0.726421,0.651684,0.326049,0.378827,0.432609,0.411899,0.143817,0.163213,0.286455,0.285820,0.230745,0.342183,0.149397,0.406096
Stenamma_debile_CASENT0745007_processed.obj,worker,stenamma,stenamma_debile,,,0.01928,-1.26145,0.505287,0.124548,0.199252,0.331460,0.291480,0.349886,0.383023,0.265600,0.218228,0.479884,0.210753,0.383962,0.752329,0.384546,0.179717,0.188979,0.372023,0.315151,0.378703,0.134155,0.436797,0.365924,0.466235,0.130504,0.426473,0.369168,0.317492,0.340708,0.363438,0.472063,0.069430,0.108949,0.226534,0.226859,0.116488,0.106170,0.059620,0.245142
Stictoponera_bicolor_CASENT0877615_processed.obj,worker,stictoponera,stictoponera_bicolor,,,0.06148,-1.24910,0.541391,0.081765,0.167942,0.213073,0.282587,0.422756,0.437126,0.319811,0.349659,0.564302,0.310277,0.487584,0.643724,0.282363,0.174914,0.200037,0.316958,0.229269,0.391912,0.138889,0.611211,0.657608,0.458086,0.089868,0.397183,0.577734,0.325001,0.318050,0.246369,0.348076,0.076571,0.107177,0.256082,0.255893,0.293962,0.200801,0.216335,0.339575
Stigmatomma_FHG02_CASENT0745561_processed.obj,worker,stigmatomma,stigmatomma_fhg02,Amblyoponinae,,0.05199,-1.17999,0.424345,0.084736,0.222017,0.364457,0.423183,0.300592,0.379319,0.275379,0.273796,0.415289,0.289936,0.341445,1.066589,0.469693,0.157565,0.120007,0.529129,0.397828,0.316084,0.208751,0.428152,0.351330,0.401448,0.066004,0.409590,0.529638,0.291641,0.389602,0.368878,0.659637,0.115125,0.157266,0.389392,0.390605,0.265680,0.194167,0.238453,0.326594
Stigmatomma_FHG02_CASENT0745562_processed.obj,worker,stigmatomma,stigmatomma_fhg02,Amblyoponinae,,0.04335,-1.34090,0.512126,0.049745,0.128819,0.358141,0.377537,0.411645,0.452288,0.349533,0.261670,0.575539,0.246322,0.290853,0.964626,0.393880,0.108964,0.181608,0.322212,0.263351,0.339001,0.111554,0.289732,0.331276,0.438882,0.154325,0.405897,0.453922,0.380296,0.316344,0.250752,0.395537,0.052138,0.096648,0.170985,0.171306,0.282407,0.253205,0.131369,0.440978
Stigmatomma_afrc-tz05_CASENT0744659_processed.obj,worker,stigmatomma,stigmatomma_afrc-tz05,Amblyoponinae,,0.05517,-1.24814,0.438961,0.124849,0.234510,0.257513,0.391683,0.400791,0.430969,0.292108,0.138644,0.398948,0.148312,0.288238,0.817587,0.490158,0.194246,0.219924,0.495590,0.401991,0.316774,0.127237,0.477112,0.693309,0.394869,0.196947,0.399757,0.349539,0.330098,0.283251,0.258784,0.347644,0.085797,0.101891,0.256486,0.257766,0.314889,0.167316,0.144271,0.269682
Stigmatomma_afrc-tz05_CASENT0744660_processed.obj,worker,stigmatomma,stigmatomma_afrc-tz05,Amblyoponinae,,0.05498,-1.24031,0.454415,0.104982,0.246941,0.238933,0.295987,0.297422,0.343061,0.235302,0.224720,0.406787,0.247965,0.344696,0.925664,0.407085,0.138505,0.267096,0.422796,0.355399,0.308040,0.085047,0.323001,0.310241,0.379706,0.102827,0.448315,0.410940,0.295854,0.361904,0.391865,0.516363,0.229972,0.082118,0.436150,0.439416,0.265102,0.179109,0.171593,0.413816
Stigmatomma_silvestrii_OKENT0105191_processed.obj,worker,stigmatomma,stigmatomma_silvestrii,Amblyoponinae,,0.04809,-1.33150,0.499184,0.074840,0.199439,0.301022,0.315421,0.366413,0.400760,0.248207,0.226925,0.524196,0.218635,0.271400,0.846483,0.278776,0.139702,0.186115,0.321154,0.269824,0.340745,0.075111,0.371592,0.301924,0.439594,0.132201,0.340725,0.355491,0.346257,0.353137,0.216811,0.389694,0.095670,0.121577,0.304630,0.304869,0.185728,0.123987,0.089766,0.207843
Stigmatomma_silvestrii_OKENT0105192_processed.obj,worker,stigmatomma,stigmatomma_silvestrii,Amblyoponinae,,0.07745,-1.36697,0.346700,0.084870,0.095829,0.430267,0.346712,0.224622,0.295748,0.196735,0.226745,0.418625,0.232156,0.275203,0.940832,0.293942,0.102806,0.179147,0.431674,0.381156,0.240794,0.119317,0.326207,0.280438,0.317863,0.081657,0.363378,0.258230,0.240852,0.266678,0.320390,0.509085,0.136850,0.156956,0.403426,0.402585,0.247296,0.186218,0.156435,0.298212
Stigmatomma_sp._CASENT0741388_processed.obj,worker,stigmatomma,,Amblyoponinae,,0.05324,-1.10373,0.423481,0.126276,0.315545,0.530746,0.427803,0.320450,0.394519,0.310687,0.293227,0.429698,0.307205,0.396217,1.206442,0.457597,0.163010,0.175869,0.386334,0.405192,0.335067,0.101186,0.382083,0.213913,0.379554,0.182995,0.591568,0.509208,0.351341,0.445556,0.369278,0.684959,0.219956,0.095118,0.427119,0.429567,0.194125,0.224249,0.251600,0.470863
Stigmatomma_sp._CASENT0745539_processed.obj,worker,stigmatomma,,Amblyoponinae,,0.02884,-1.61557,0.424023,0.069146,0.108494,0.202388,0.278519,0.275282,0.264192,0.187054,0.153931,0.396078,0.157850,0.202262,0.601992,0.195472,0.150476,0.112105,0.185703,0.268328,0.293072,0.062023,0.272424,0.264399,0.361116,0.088763,0.266751,0.263667,0.238380,0.254913,0.250312,0.244689,0.060274,0.093179,0.218035,0.220747,0.193710,0.082142,0.085101,0.311412
Stigmatomma_sp._CASENT0877560_processed.obj,worker,stigmatomma,,Amblyoponinae,,0.04908,-1.36311,0.512247,0.050024,0.088072,0.187811,0.351759,0.425449,0.408583,0.285448,0.276617,0.545759,0.269271,0.323138,0.718844,0.150141,0.173301,0.187142,0.321201,0.361875,0.351889,0.087479,0.308965,0.367433,0.427329,0.075090,0.340693,0.398335,0.366983,0.362507,0.301162,0.331828,0.101896,0.114784,0.282470,0.281969,0.406298,0.117960,0.140573,0.233438
Streblognathus_peetersi_CASENT0744988_processed.obj,worker,streblognathus,streblognathus_peetersi,Ponerinae,,0.03220,-1.26315,0.503326,0.076084,0.205099,0.261398,0.259442,0.271349,0.342952,0.259959,0.202897,0.434327,0.206511,0.376170,0.652974,0.500442,0.251206,0.125545,0.428990,0.317944,0.339996,0.082254,0.494857,0.382027,0.439491,0.142332,0.373394,0.347026,0.305451,0.328783,0.407613,0.368121,0.172964,0.111308,0.381250,0.379411,0.432225,0.176007,0.135661,0.453204
Streblognathus_peetersi_CASENT0744989_processed.obj,worker,streblognathus,streblognathus_peetersi,Ponerinae,,0.01301,-1.43012,0.448003,0.080942,0.132646,0.296638,0.265047,0.303758,0.300930,0.210778,0.188624,0.450470,0.206194,0.278636,0.643392,0.372695,0.181852,0.133487,0.277995,0.211335,0.340714,0.115199,0.430345,0.428515,0.421761,0.112596,0.428538,0.430399,0.256751,0.240518,0.288160,0.287659,0.066259,0.088298,0.181926,0.181746,0.239761,0.059397,0.068908,0.231033
Strongylognathus_destefanii_CASENT0745219_processed.obj,worker,strongylognathus,strongylognathus_destefanii,,,0.11862,-1.09154,0.466444,0.138227,0.248241,0.265143,0.189103,0.388228,0.368089,0.281355,0.325026,0.473658,0.320660,0.593011,0.818879,0.437161,0.124903,0.187901,0.586694,0.587455,0.276936,0.068585,0.493099,0.535651,0.416767,0.188518,0.595715,0.626999,0.329891,0.339229,0.454591,0.605038,0.239909,0.089686,0.535081,0.534385,0.391048,0.149264,0.270970,0.426313
Strongylognathus_testaceus_CASENT0745196_processed.obj,worker,strongylognathus,strongylognathus_testaceus,,,0.03835,-1.34839,0.453578,0.055318,0.172102,0.181877,0.292932,0.257652,0.331877,0.253273,0.172837,0.416270,0.166496,0.403981,0.682572,0.392616,0.131404,0.172559,0.274676,0.420930,0.227297,0.086835,0.343779,0.429138,0.447234,0.213488,0.281042,0.363182,0.276278,0.332143,0.266045,0.404283,0.143803,0.144008,0.353808,0.353622,0.372684,0.230955,0.192347,0.394809
Strongylognathus_testaceus_CASENT0745197_processed.obj,worker,strongylognathus,strongylognathus_testaceus,,,0.06376,-1.32495,0.383769,0.138332,0.166896,0.307324,0.221937,0.327964,0.258177,0.200674,0.238792,0.375781,0.229906,0.364342,0.730040,0.285130,0.111351,0.154024,0.364172,0.350831,0.274427,0.138012,0.367602,0.337952,0.302504,0.117937,0.514010,0.353461,0.203287,0.222874,0.275130,0.463929,0.221118,0.101332,0.441847,0.443754,0.175084,0.164627,0.170970,0.380043
Strongylognathus_testaceus_CASENT0745198_processed.obj,worker,strongylognathus,strongylognathus_testaceus,,,0.02111,-1.33892,0.450094,0.077243,0.126022,0.240779,0.252382,0.239170,0.281858,0.194725,0.213137,0.405257,0.219719,0.399922,0.699617,0.333053,0.209184,0.116113,0.263779,0.366146,0.281685,0.101134,0.446176,0.291928,0.354423,0.163444,0.417154,0.384405,0.239873,0.257072,0.252008,0.473988,0.228785,0.098840,0.449773,0.453015,0.198726,0.193808,0.155503,0.401895
Strumigenys_aff.trudifera_CASENT0744220_processed.obj,worker,strumigenys,strumigenys_trudifera,Myrmicinae,trap-jaw,0.06645,-1.51588,0.435169,0.081297,0.152697,0.151075,0.177916,0.266233,0.339275,0.205052,0.154477,0.385395,0.152019,0.244508,0.428602,0.234610,0.177271,0.138241,0.338876,0.216601,0.301088,0.101233,0.395793,0.273215,0.386755,0.102122,0.396589,0.368826,0.265899,0.294985,0.308572,0.355086,0.048802,0.081865,0.242403,0.242374,0.237031,0.153385,0.082584,0.320551
Strumigenys_aff.trudifera_CASENT0744341_processed.obj,worker,strumigenys,strumigenys_trudifera,Myrmicinae,trap-jaw,0.02923,-1.52966,0.446098,0.090984,0.148518,0.163158,0.168688,0.253938,0.293035,0.191176,0.142288,0.385527,0.144436,0.223190,0.385497,0.232528,0.218994,0.165344,0.472716,0.325717,0.364260,0.075423,0.346578,0.249487,0.435710,0.090342,0.381836,0.356033,0.235318,0.221362,0.241960,0.391023,0.054429,0.089259,0.201811,0.202023,0.234429,0.127436,0.103830,0.350931
Strumigenys_alberti_CASENT0878103_processed.obj,worker,strumigenys,strumigenys_alberti,Myrmicinae,trap-jaw,0.03849,-1.12030,0.457745,0.100949,0.180364,0.352829,0.237771,0.348819,0.390310,0.278748,0.271451,0.406070,0.265223,0.352855,0.415889,0.332416,0.223914,0.230350,0.485856,0.480401,0.352786,0.160483,0.548131,0.532773,0.427831,0.151738,0.587712,0.492915,0.340188,0.328336,0.370838,0.549030,0.193967,0.183497,0.499963,0.500419,0.444872,0.130569,0.217724,0.320923
Strumigenys_alberti_CASENT0878104_processed.obj,worker,strumigenys,strumigenys_alberti,Myrmicinae,trap-jaw,0.01587,-1.11536,0.578750,0.128160,0.269282,0.311077,0.321688,0.420081,0.484442,0.299031,0.293248,0.558021,0.270514,0.415888,0.759772,0.409752,0.205533,0.273853,0.437071,0.346481,0.461673,0.120235,0.473730,0.447985,0.544689,0.162048,0.557157,0.513244,0.327689,0.397074,0.297855,0.482250,0.056413,0.119771,0.388898,0.391071,0.187264,0.163880,0.126067,0.337394
Strumigenys_appretiata_CASENT0744350_processed.obj,worker,strumigenys,strumigenys_appretiata,Myrmicinae,trap-jaw,0.02087,-1.08945,0.564832,0.134239,0.272156,0.377784,0.327194,0.492158,0.533752,0.376576,0.267778,0.478322,0.248742,0.486042,0.746116,0.440363,0.248468,0.158702,0.395731,0.355033,0.432570,0.121356,0.508175,0.363468,0.526341,0.140585,0.483508,0.428966,0.435543,0.472423,0.322244,0.433564,0.125226,0.180483,0.343891,0.346220,0.217889,0.123672,0.147418,0.316530
Strumigenys_auctidens_CASENT0878105_processed.obj,worker,strumigenys,strumigenys_auctidens,Myrmicinae,trap-jaw,0.06729,-1.26591,0.424225,0.057320,0.135418,0.181376,0.307961,0.497817,0.556241,0.249144,0.187216,0.446666,0.160000,0.333945,0.756846,0.192212,0.191212,0.207905,0.470301,0.572223,0.306691,0.058301,0.404525,0.607146,0.397227,0.180353,0.590660,0.531233,0.399611,0.372393,0.321989,0.296332,0.073293,0.113538,0.444168,0.444015,0.375376,0.165942,0.155917,0.338414
Strumigenys_auctidens_CASENT0878106_processed.obj,worker,strumigenys,strumigenys_auctidens,Myrmicinae,trap-jaw,0.07829,-1.34633,0.346345,0.107329,0.192764,0.264686,0.226804,0.274920,0.356147,0.182559,0.215090,0.385722,0.226321,0.383085,0.592520,0.316815,0.119913,0.180918,0.348029,0.325435,0.243990,0.102491,0.397789,0.321947,0.315771,0.105311,0.408184,0.362507,0.271534,0.334226,0.451775,0.433625,0.095332,0.150509,0.357545,0.359543,0.198271,0.204582,0.156047,0.317674
Strumigenys_benten_OKENT0105410_processed.obj,worker,strumigenys,strumigenys_benten,Myrmicinae,trap-jaw,0.03055,-1.14051,0.354747,0.114785,0.262699,0.225267,0.314145,0.269847,0.437260,0.236755,0.236908,0.410459,0.247844,0.478488,0.776199,0.466971,0.134286,0.214682,0.445450,0.354251,0.297614,0.125736,0.531232,0.490051,0.353470,0.135293,0.597670,0.311879,0.338106,0.376379,0.274272,0.695849,0.153825,0.248212,0.665640,0.669455,0.348889,0.309616,0.173482,0.289382
