mesh,stage,chamfer_l2,chamfer_l1,acc_mean,comp_mean,hausdorff_95,hausdorff_max,fscore@0.005,precision@0.005,recall@0.005,fscore@0.01,precision@0.01,recall@0.01,fscore@0.02,precision@0.02,recall@0.02,fscore@0.05,precision@0.05,recall@0.05,normal_consistency,normal_flip_frac,edge_ratio_mean,edge_ratio_std,edge_stretch_p95,edge_compress_p05,edge_logratio_absmean,area_ratio_mean,area_logratio_absmean,degenerate_tri_frac,tri_quality_mean,tri_quality_p05,deform_mag_mean,deform_mag_p95,deform_mag_max,dihedral_mean,dihedral_p99,folded_face_frac,midline_dev_mean,midline_dev_p95,midline_dev_mean_norm,midline_dev_excess,part_body_dist_mean,part_body_dist_p95,part_body_within_tau,part_head_dist_mean,part_head_dist_p95,part_head_within_tau,part_antenna_dist_mean,part_antenna_dist_p95,part_antenna_within_tau,part_mandible_dist_mean,part_mandible_dist_p95,part_mandible_within_tau,part_leg_dist_mean,part_leg_dist_p95,part_leg_within_tau,part_leg_distal_dist_mean,part_leg_distal_dist_p95,part_leg_distal_within_tau
Acanthostichus_aff.brevicornis_CASENT0744328_processed.obj,Stage_2_deform_coarse,0.00022109733254183084,0.01663881540298462,0.008648431859910488,0.007990383543074131,0.02207283116877079,0.07591652125120163,0.31254470348358154,0.3112666606903076,0.3138333261013031,0.7478978633880615,0.7466333508491516,0.7491666674613953,0.9498988389968872,0.9380666613578796,0.9620333313941956,0.9972926378250122,0.9945999979972839,1.0,0.8007457256317139,0.20260000228881836,1.3555163145065308,1.5571784973144531,3.1386709213256836,0.5382270812988281,0.3582227826118469,2.543518543243408,0.6434957981109619,0.0,0.7452968955039978,0.31783393025398254,0.016599657014012337,0.04061118885874748,0.2927270531654358,14.399598121643066,88.17559814453125,0.009218540973961353,0.008436840958893299,0.009266740642488003,0.008342631161212921,-0.0007570041343569756,0.007159745786339045,0.01653275266289711,0.9697434306144714,0.005845078732818365,0.01140433270484209,0.9972400665283203,0.009667426347732544,0.017042573541402817,0.9889503121376038,0.00822421070188284,0.017571724951267242,0.9815303683280945,0.010137669742107391,0.024405838921666145,0.9127862453460693,0.008218224160373211,0.016123594716191292,0.9805352687835693
Acromyrmex_coronatus_CASENT0744365_processed.obj,Stage_2_deform_coarse,0.0002916230296250433,0.018404532223939896,0.009661558084189892,0.008742974139750004,0.02590217813849449,0.09176640957593918,0.24010372161865234,0.24279999732971191,0.23746666312217712,0.718523383140564,0.7299667000770569,0.7074333429336548,0.9408587217330933,0.9294666647911072,0.9525333642959595,0.9925323128700256,0.9854666590690613,0.9997000098228455,0.805469274520874,0.15060000121593475,1.2581384181976318,3.008965492248535,2.3687267303466797,0.564423680305481,0.3058181703090668,2.017850399017334,0.5425161123275757,0.0,0.7686086893081665,0.3166355788707733,0.018630098551511765,0.04786458984017372,0.2083691954612732,14.102309226989746,76.3915786743164,0.006580018438398838,0.050404466688632965,0.051025696098804474,0.05261772871017456,0.0019158720970153809,0.007128878962248564,0.013963844627141953,0.9911911487579346,0.006725925020873547,0.012071846053004265,0.9926402568817139,0.008307448588311672,0.012521646916866302,0.991712749004364,0.009275590069591999,0.023298798128962517,0.9182058572769165,0.008618475869297981,0.017345264554023743,0.9709287285804749,0.007906204089522362,0.014828193932771683,0.9781022071838379
Acromyrmex_lobicornis_CASENT0878007_processed.obj,Stage_2_deform_coarse,0.0004211307968944311,0.024026034399867058,0.011501363478600979,0.012524670921266079,0.02947392128407955,0.08657407760620117,0.1152111291885376,0.11736667156219482,0.11313333362340927,0.5006054639816284,0.5286333560943604,0.47540000081062317,0.8769946098327637,0.9049666523933411,0.8507000207901001,0.9952245354652405,0.9922666549682617,0.998199999332428,0.791143536567688,0.2971000075340271,1.4013726711273193,1.4277480840682983,3.2590322494506836,0.5213978886604309,0.40011873841285706,2.7669527530670166,0.7139796018600464,0.0,0.7699504494667053,0.3376985490322113,0.024800818413496017,0.06463546305894852,0.2490094155073166,15.130158424377441,81.55061340332031,0.0081110130995512,0.01970956102013588,0.02084665559232235,0.019298505038022995,0.0016002226620912552,0.009551702998578548,0.018634561449289322,0.9590195417404175,0.013774625025689602,0.03015860915184021,0.8270468711853027,0.010406218469142914,0.0228927843272686,0.9226519465446472,0.010279299691319466,0.017134206369519234,0.9683377742767334,0.012096908874809742,0.02545289136469364,0.8880885243415833,0.01097552664577961,0.023044120520353317,0.9111921787261963
Anochetus_risii_CASENT0877608_processed.obj,Stage_2_deform_coarse,0.00013296862016431987,0.014034418389201164,0.006892486475408077,0.0071419314481318,0.014692462980747223,0.05545266717672348,0.3270634710788727,0.33576667308807373,0.3188000023365021,0.8450050354003906,0.86326664686203,0.8274999856948853,0.9830653071403503,0.9819000363349915,0.9842333197593689,0.999833345413208,0.999666690826416,1.0,0.8623038530349731,0.06913333386182785,1.1766486167907715,0.9038497805595398,2.1360480785369873,0.5962483286857605,0.27451518177986145,1.702305793762207,0.48646849393844604,0.0,0.7937906384468079,0.33669596910476685,0.013750605285167694,0.035824354737997055,0.3184254467487335,13.536468505859375,73.45176696777344,0.005439916159957647,0.004002801142632961,0.004811418242752552,0.00400808360427618,-0.003952390514314175,0.005934158340096474,0.011968796141445637,0.9961700439453125,0.006101725157350302,0.010912671685218811,0.9981600642204285,0.007704646326601505,0.014008557423949242,0.991712749004364,0.00767316110432148,0.014213195070624352,1.0,0.0069610346108675,0.01240754034370184,0.9909956455230713,0.006598552223294973,0.012930091470479965,0.9768856167793274
Anochetus_risii_CASENT0877609_processed.obj,Stage_2_deform_coarse,0.0006394739029929042,0.028721336275339127,0.014246837235987186,0.014474499970674515,0.03710504248738289,0.18792393803596497,0.08746934682130814,0.08990000188350677,0.08516667038202286,0.39911332726478577,0.42243334650993347,0.3782333433628082,0.8076119422912598,0.8299999833106995,0.7864000201225281,0.9878941178321838,0.9794999957084656,0.9964333176612854,0.750238299369812,0.3583333492279053,1.4392958879470825,1.8206360340118408,3.500558853149414,0.4771219491958618,0.4318523406982422,3.479724407196045,0.7888284921646118,0.0,0.7219400405883789,0.25799062848091125,0.028593644499778748,0.07502035796642303,0.31918999552726746,15.938164710998535,96.1048583984375,0.011629043146967888,0.030815303325653076,0.031799424439668655,0.0309621412307024,-0.0011363551020622253,0.01298874244093895,0.02749650552868843,0.8628877997398376,0.015706779435276985,0.03436131775379181,0.7373504638671875,0.01040572114288807,0.019528593868017197,0.950276255607605,0.009835857897996902,0.01778041198849678,0.9815303683280945,0.013481921516358852,0.028228767216205597,0.8687934279441833,0.01084975991398096,0.01941642537713051,0.9513381719589233
Aphaenogaster_pallida_CASENT0745235_processed.obj,Stage_2_deform_coarse,0.000154493551235646,0.014380324631929398,0.007128184195607901,0.007252140436321497,0.01480611227452755,0.14229299128055573,0.3224889934062958,0.3280999958515167,0.31706666946411133,0.8276779055595398,0.8510000109672546,0.8055999875068665,0.9851773977279663,0.9827666878700256,0.9876000285148621,0.9987149834632874,0.9974333643913269,1.0,0.900199294090271,0.03889999911189079,1.1643269062042236,0.9074554443359375,1.9415796995162964,0.6433250904083252,0.24903583526611328,1.7060805559158325,0.42286592721939087,0.0,0.8258886337280273,0.42381682991981506,0.010864547453820705,0.027582118287682533,0.34004297852516174,13.242074966430664,72.42086791992188,0.005277044605463743,0.004472278989851475,0.005140351131558418,0.004490942694246769,-0.0024769101291894913,0.006346793845295906,0.012074701488018036,0.9942551255226135,0.005910488776862621,0.011431370861828327,0.9954001307487488,0.008803668431937695,0.013792077079415321,1.0,0.007976053282618523,0.016047243028879166,0.97625333070755,0.007962611503899097,0.014519325457513332,0.9904811382293701,0.009324224665760994,0.024143123999238014,0.9403892755508423
Atopomyrmex_mocquerysi_CASENT0744784_processed.obj,Stage_2_deform_coarse,0.00012212531873956323,0.012869147583842278,0.006522682961076498,0.006346465088427067,0.01529675256460905,0.05281113088130951,0.44395366311073303,0.44636666774749756,0.44156667590141296,0.8610661029815674,0.8617333173751831,0.8604000210762024,0.9824205040931702,0.977066695690155,0.9878333210945129,0.9997832775115967,0.9995666742324829,1.0,0.8064772486686707,0.11720000207424164,1.3317028284072876,1.424748420715332,2.9303951263427734,0.5678521990776062,0.3479194939136505,2.3632419109344482,0.6002236008644104,0.0,0.7783632278442383,0.34599626064300537,0.013798614963889122,0.03233923390507698,0.25933289527893066,14.386141777038574,84.56389617919922,0.008697351440787315,0.02736978605389595,0.02795642428100109,0.027872202917933464,0.0014231614768505096,0.005045834928750992,0.009734561666846275,0.9996170401573181,0.004986023064702749,0.010198099538683891,0.9931002259254456,0.006666307337582111,0.01343444176018238,0.991712749004364,0.007375884801149368,0.02024799957871437,0.9445910453796387,0.007491589058190584,0.016823507845401764,0.9727296233177185,0.006712611764669418,0.013025528751313686,0.9902676343917847
Carebara_trechideros_CASENT0877591_processed.obj,Stage_2_deform_coarse,0.00023361189232673496,0.016032110899686813,0.008588230237364769,0.007443880662322044,0.022944074124097824,0.09523200988769531,0.3517308831214905,0.3526666760444641,0.3508000075817108,0.782126784324646,0.7755333185195923,0.7888333201408386,0.9534292221069336,0.9341999888420105,0.973466694355011,0.994387149810791,0.9890000224113464,0.999833345413208,0.7586135864257812,0.18756666779518127,1.3543288707733154,1.7789959907531738,2.9344351291656494,0.5528558492660522,0.3462299108505249,2.684790849685669,0.6189001202583313,0.0,0.7581759691238403,0.30995693802833557,0.016716811805963516,0.04154324531555176,0.3902367055416107,14.389077186584473,85.32032012939453,0.008957945741713047,0.01719781756401062,0.018235227093100548,0.017561418935656548,-0.0005828924477100372,0.006549528334289789,0.01723424345254898,0.9693604111671448,0.005223047453910112,0.009649429470300674,0.9963201284408569,0.007397501729428768,0.0155511274933815,0.9779005646705627,0.006464145611971617,0.012312580831348896,0.9973615407943726,0.008147572167217731,0.01831522025167942,0.9619243741035461,0.007168272044509649,0.015646640211343765,0.9768856167793274
Centromyrmex_brachycola_CASENT0744052_processed.obj,Stage_2_deform_coarse,0.00019846812938340008,0.016739439219236374,0.007930430583655834,0.008809007704257965,0.01996340975165367,0.0905170738697052,0.24972328543663025,0.2577666640281677,0.242166668176651,0.7369443774223328,0.7749000191688538,0.7025333642959595,0.9635765552520752,0.9772999882698059,0.9502333402633667,0.9989331960678101,0.9984999895095825,0.9993667006492615,0.8545324206352234,0.17326666414737701,1.331010341644287,1.4976153373718262,2.7981677055358887,0.5849044322967529,0.32779809832572937,2.423948287963867,0.5846782326698303,0.0,0.7993605136871338,0.38235968351364136,0.014764013700187206,0.035516198724508286,0.2631908357143402,13.820306777954102,83.80874633789062,0.008404182270169258,0.006983898114413023,0.00759586738422513,0.007047157734632492,-0.0026301140896975994,0.007196509279310703,0.013528713956475258,0.9965530633926392,0.006690009497106075,0.01201587449759245,0.9995399713516235,0.009026024490594864,0.014685070142149925,0.9889503121376038,0.008272857405245304,0.01563648134469986,0.9788918495178223,0.008341736160218716,0.01512984186410904,0.9861075282096863,0.009755447506904602,0.02040020376443863,0.94525545835495
Cephalotes_minutus_CASENT0709253_processed.obj,Stage_2_deform_coarse,0.00015363001148216426,0.015093572437763214,0.00712837977334857,0.007965193130075932,0.017020683735609055,0.05778306722640991,0.2863008379936218,0.29500001668930054,0.27810001373291016,0.7951436638832092,0.8314999938011169,0.7618333697319031,0.9796752333641052,0.9892333149909973,0.970300018787384,0.999916672706604,0.9999666810035706,0.9998666644096375,0.8726882934570312,0.11990000307559967,1.2302820682525635,1.0041693449020386,2.365976333618164,0.5866736769676208,0.3028482496738434,2.4370243549346924,0.5331814289093018,0.0,0.8200088143348694,0.4207518696784973,0.012856407091021538,0.02757214568555355,0.29826468229293823,14.072209358215332,79.04434967041016,0.007231505587697029,0.022106768563389778,0.02311059646308422,0.021950073540210724,-0.0015318002551794052,0.0064634825102984905,0.011954179964959621,0.9973190426826477,0.0065175434574484825,0.011530248448252678,1.0,0.006546104326844215,0.011575879529118538,0.9944751858711243,0.00804364774376154,0.016106780618429184,0.97625333070755,0.008259258233010769,0.01613888330757618,0.976845920085907,0.00768708111718297,0.015298774465918541,0.989051103591919
