name,radial_med,radial_p90,yaw_deg,in_bench50,keep_top50,keep_top25
Cataglyphis_iberica_CASENT0745158_processed.obj,0.1743178063582937,0.4945069806394602,4.378230882686692,False,True,True
Dorylus_fulvus_CASENT0745678_processed.obj,0.1748192965583895,0.2816082089003229,1.003123259206814,True,True,True
Pheidole_sp._CASENT0744267_processed.obj,0.175090180914085,0.3151979426259795,0.6313331084085757,False,True,True
Cladomyrma_sp._CASENT0745080_processed.obj,0.1753581322069317,0.2852856238671977,2.209268422764892,False,True,True
Tetramorium_tsushimae_OKENT0105378_processed.obj,0.1756572209760892,0.3064247078240084,0.3114404610909465,False,True,True
Tetraponera_hespera_CASENT0840869-D4_processed.obj,0.1756847071564209,0.290952506334278,2.1722173792927437,False,True,True
Centromyrmex_brachycola_CASENT0744052_processed.obj,0.1757597353315199,0.303584688861901,1.357966327409826,True,True,True
Tetramorium_caespitum_CASENT0745052_processed.obj,0.1757782702322959,0.3067267748519006,2.243498872228041,False,True,True
Strumigenys_precava_CASENT0744056_processed.obj,0.1759174038896139,0.4750870174548086,1.2147957795027329,False,True,True
Myrmoteras_sp._CASENT0745083_processed.obj,0.1769513566362627,0.3448404967889451,0.0521431000594869,False,True,True
Dolichoderus_quadripunctatus_CASENT0745213_processed.obj,0.1770020183780418,0.3286460581981514,0.2029287693471162,False,True,True
Prionopelta_antillana_CASENT0744467_processed.obj,0.1771838778172566,0.314162001445109,0.0670032783349841,False,True,True
Lasius_orientalis_OKENT0105322_processed.obj,0.1779330994119649,0.3417330533455781,1.91542890347935,False,True,True
Aenictus_ceylonicus_CASENT0878084_processed.obj,0.1780119187591354,0.4115400121904932,9.539495859310556,False,True,True
Recurvidris_kemneri_CASENT0745633_processed.obj,0.178052538534555,0.3699144485623724,4.513327741651612,False,True,True
Lophomyrmex_sp._CASENT0745631_processed.obj,0.1781436330202471,0.3590785716298207,4.027179699651249,False,True,True
Solenopsis_afrc-za01_CASENT0744870_processed.obj,0.1782448307764391,0.4057967205944892,0.0976500543671219,False,True,True
Neivamyrmex_nigrescens_CASENT0741443_processed.obj,0.1786895292398517,0.5633587280221125,2.9269540127730056,False,True,True
Pheidole_nodus_CASENT0877547_processed.obj,0.1787959843297815,0.4206570140603384,2.878050525650026,False,True,True
Dorylus_fulvus_CASENT0745672_processed.obj,0.1795538446995532,0.3368505893825524,0.2817810953459018,False,True,True
Temnothorax_congruus_OKENT0105443_processed.obj,0.1795613991312802,0.2796698345280923,0.2655046646940976,True,True,True
Strumigenys_stenorhina_OKENT0105268_processed.obj,0.1806369118409366,0.3837693421477689,0.2687228553983277,True,True,True
Pheidole_selathorax_CASENT0877568_processed.obj,0.1809531410409863,0.3770274174776793,12.924205006865249,False,True,True
Cardiocondyla_afrc-za03_CASENT0744789_processed.obj,0.1820218053116233,0.2784618528017402,0.2297456360090127,False,True,True
Daceton_armigerum_CASENT0709536_processed.obj,0.1828282888206167,0.2989208293741838,0.6786443517591889,False,True,True
Formicoxenus_nitidulus_CASENT0745167_processed.obj,0.1829475465550624,0.2741174220835644,1.733374051414755,False,True,True
Strumigenys_lewisi_OKENT0105442_processed.obj,0.1829807841435254,0.3485139016735074,0.1332084875378635,False,True,True
Neoponera_goeldii_CASENT0745033_processed.obj,0.1831723996213969,0.3557984890736687,0.6885677518605822,False,True,True
Neivamyrmex_cf.diana_CASENT0744105_processed.obj,0.1833913800106585,0.4120619693569192,0.6389946503672096,False,True,True
Tetramorium_pacificum_CASENT0745543_processed.obj,0.1836460659478176,0.2881428871441367,1.2996554511498932,False,True,True
Platythyrea_schultzei_CASENT0744982_processed.obj,0.1837848913554896,0.3861275458371045,1.675502580876992,False,True,True
Dolichoderus_quadripunctatus_CASENT0878130_processed.obj,0.1838783088765359,0.3262536431186449,0.4534704610871579,False,True,True
Monomorium_gabrielense_CASENT0744837_processed.obj,0.1838901807923993,0.3363547511025949,0.1913140043024781,False,True,True
