arm,metric,control,arm_val,rel,wins,n,p
E3_robust,fscore@0.01,0.2726381371170282,0.2231934093683958,-18.135660796136982,9,50,5.614100093254137e-06
E3_robust,fscore@0.02,0.5616250535845757,0.38571559950709344,-31.321511202968203,3,50,3.708322537931963e-11
E3_robust,hausdorff_95,0.07721978776156899,0.3592759773135185,365.2641346531538,0,50,1.7763568394002505e-15
E3_robust,normal_consistency,0.6894034993648529,0.636468003988266,-7.6784488946284135,12,50,0.00030586400160359517
E3_robust,edge_logratio_absmean,0.0,0.028615933135151813,2861593313515.1816,0,50,1.7763568394002505e-15
E3_robust,tri_quality_mean,0.7295354247093201,0.8575259017944336,17.5441072153467,50,50,1.7763568394002505e-15
E3_robust,deform_mag_mean,0.0,0.0015437325392849222,154373253928.49222,0,50,1.7763568394002505e-15
E3_robust,deform_mag_p95,0.0,0.005192459435202127,519245943520.2127,0,50,1.7763568394002505e-15
E3_robust,midline_dev_mean,0.031235918123274996,0.056708479225635496,81.54894311419167,13,50,0.000936222910851825
E3_robust,part_leg_distal_dist_mean,0.04610030675306911,0.023727603144943668,-48.53048750299407,40,50,2.3861331676755526e-05
E3_robust,chamfer_l2,0.00040320283180330394,0.03768310490529979,9245.942498544619,0,50,1.7763568394002505e-15
E3_robust,fscore@0.01,0.6615910685062408,0.2231934093683958,-66.2641441225936,0,50,1.7763568394002505e-15
E3_robust,fscore@0.02,0.9228403961658478,0.38571559950709344,-58.203433539513505,0,50,1.7763568394002505e-15
E3_robust,hausdorff_95,0.03177629409357901,0.3592759773135185,1030.6415286979939,0,50,1.7763568394002505e-15
E3_robust,normal_consistency,0.7847785115242004,0.636468003988266,-18.89839048315634,4,50,4.461782054931973e-10
E3_robust,edge_logratio_absmean,0.585228705406189,0.028615933135151813,-95.11029912378591,50,50,1.7763568394002505e-15
E3_robust,tri_quality_mean,0.6461913955211639,0.8575259017944336,32.70463019745069,50,50,1.7763568394002505e-15
E3_robust,deform_mag_mean,0.05210933651775118,0.0015437325392849222,-97.03751257756004,50,50,1.7763568394002505e-15
E3_robust,deform_mag_p95,0.11934373617172238,0.005192459435202127,-95.64915629196723,50,50,1.7763568394002505e-15
E3_robust,midline_dev_mean,0.0369353748299181,0.056708479225635496,53.53432714906578,19,50,0.11892045255943628
E3_robust,part_leg_distal_dist_mean,0.009220938170328688,0.023727603144943668,157.32309126333342,7,50,2.098677427397888e-07
baseline,chamfer_l2,0.0024823476630262483,0.0032159664621576206,29.553426772681707,8,50,1.163555804595262e-06
baseline,fscore@0.01,0.2726381371170282,0.25107222363352777,-7.910086868794999,8,50,1.163555804595262e-06
baseline,fscore@0.02,0.5616250535845757,0.5230990073084831,-6.859744954419542,10,50,2.3861331676755526e-05
baseline,hausdorff_95,0.07721978776156899,0.09111421629786488,17.993352402130004,12,50,0.00030586400160359517
baseline,normal_consistency,0.6894034993648529,0.6690280306339264,-2.9555215123899,12,50,0.00030586400160359517
baseline,edge_logratio_absmean,0.0,1.1656330848458518e-13,11.656330848458518,0,50,1.7763568394002505e-15
baseline,tri_quality_mean,0.7295354247093201,0.7279528295993805,-0.21693190711993748,27,50,0.6718110337653656
baseline,deform_mag_mean,0.0,0.0,0.0,0,50,1.7763568394002505e-15
baseline,deform_mag_p95,0.0,0.0,0.0,0,50,1.7763568394002505e-15
baseline,midline_dev_mean,0.031235918123274996,0.03171950193122024,1.548165819942472,30,50,0.20263875106454066
baseline,part_leg_distal_dist_mean,0.04610030675306911,0.015441972883418153,-66.50353550401236,50,50,1.7763568394002505e-15
baseline,chamfer_l2,0.00040320283180330394,0.0008165682412799881,102.52046261746825,4,50,4.461782054931973e-10
baseline,fscore@0.01,0.6615910685062408,0.6067249789834023,-8.293051725537023,6,50,3.243740565039843e-08
baseline,fscore@0.02,0.9228403961658478,0.8837139189243317,-4.239788093806211,6,50,3.243740565039843e-08
baseline,hausdorff_95,0.03177629409357901,0.053266127146780445,67.62850629856038,3,50,3.708322537931963e-11
baseline,normal_consistency,0.7847785115242004,0.7601588714122772,-3.137145035237451,10,50,2.3861331676755526e-05
baseline,edge_logratio_absmean,0.585228705406189,0.5560951799154281,-4.97814362514744,40,50,2.3861331676755526e-05
baseline,tri_quality_mean,0.6461913955211639,0.6830367696285248,5.701928927355566,49,50,9.059419880941277e-14
baseline,deform_mag_mean,0.05210933651775118,0.04306044466793532,-17.3652025804621,50,50,1.7763568394002505e-15
baseline,deform_mag_p95,0.11934373617172238,0.09927533373236652,-16.81563111976945,48,50,2.2666313270747196e-12
baseline,midline_dev_mean,0.0369353748299181,0.0353908564522862,-4.1816778216069554,31,50,0.11892045255943628
baseline,part_leg_distal_dist_mean,0.009220938170328688,0.008013117462396573,-13.098674836446442,43,50,2.098677427397888e-07
