specimen,penetration_num_penetrating_local,penetration_fraction_penetrating_local,penetration_mean_depth_among_penetrating_local,f_score@0.01_local,penetration_num_penetrating_global,penetration_fraction_penetrating_global,penetration_mean_depth_among_penetrating_global,f_score@0.01_global,penetration_num_penetrating_gentle50,penetration_fraction_penetrating_gentle50,penetration_mean_depth_among_penetrating_gentle50,f_score@0.01_gentle50
Acanthostichus_aff.brevicornis_CASENT0744328_processed,1086.0,0.0321187749505043,0.017351945862174,0.9045531153678894,885.0,0.0261741392314434,0.0158860869705677,0.9503782391548156,599.0,0.0177156031131744,0.0126070939004421,0.9731205701828004
Acromyrmex_coronatus_CASENT0744365_processed,1849.0,0.0546847246587276,0.0180662982165813,0.7542422413825989,912.0,0.026972671970725,0.0151311196386814,0.8088101744651794,857.0,0.0253460295498371,0.0181167460978031,0.8798573613166809
Solenopsis_invicta_CASENT0744384_processed,338.0,0.0099964505061507,0.0208080261945724,0.8522714376449585,391.0,0.0115639418363571,0.0166549738496541,0.8468748927116394,656.0,0.0194013956934213,0.0233951415866613,0.8378958702087402
