edge_logratio_mean_abs,edge_logratio_p95,folded_face_frac,specimen,arm
0.6157966256141663,1.7529327869415283,0.07074410873178841,Acanthostichus_aff.brevicornis_CASENT0744328_processed,local
0.7652584910392761,2.0308878421783447,0.1168475603793879,Acromyrmex_coronatus_CASENT0744365_processed,local
0.785024106502533,1.8453059196472168,0.10477168280043023,Solenopsis_invicta_CASENT0744384_processed,local
0.540219247341156,1.5534371137619019,0.07421531240833089,Acanthostichus_aff.brevicornis_CASENT0744328_processed,global
0.6845888495445251,1.8496557474136353,0.10472279260780287,Acromyrmex_coronatus_CASENT0744365_processed,global
0.7412030100822449,1.7254818677902222,0.08878458981128386,Solenopsis_invicta_CASENT0744384_processed,global
